SEGIDIDX,SEGID,DISTANCE,DIRECTION,DIRECTION_NAME,FUNCGROUP,SUBAREAID,CO_FIPS,AREATYPE,ATYPENAME,LINKS,LANES,LANEMILES,FT,FTCLASS,CAP1HL,FG_Share,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHT_PC,MD_VHT_PC,PM_VHT_PC,EV_VHT_PC,DY_VHT_PC,AM_VHT_LT,MD_VHT_LT,PM_VHT_LT,EV_VHT_LT,DY_VHT_LT,AM_VHT_MD,MD_VHT_MD,PM_VHT_MD,EV_VHT_MD,DY_VHT_MD,AM_VHT_HV,MD_VHT_HV,PM_VHT_HV,EV_VHT_HV,DY_VHT_HV,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD,AM_VHD_PC,MD_VHD_PC,PM_VHD_PC,EV_VHD_PC,DY_VHD_PC,AM_VHD_LT,MD_VHD_LT,PM_VHD_LT,EV_VHD_LT,DY_VHD_LT,AM_VHD_MD,MD_VHD_MD,PM_VHD_MD,EV_VHD_MD,DY_VHD_MD,AM_VHD_HV,MD_VHD_HV,PM_VHD_HV,EV_VHD_HV,DY_VHD_HV,AM_PRDFAC,MD_PRDFAC,PM_PRDFAC,EV_PRDFAC,AM_MDPCT,MD_MDPCT,PM_MDPCT,EV_MDPCT,DY_MDPCT,AM_HVPCT,MD_HVPCT,PM_HVPCT,EV_HVPCT,DY_HVPCT
       1.0,0006_141.0,     5.843,Both,All,Total,       1.0,      49.0,       1.0,Rural,        14,       2.0,      11.7,       2.0,Principal Arterial,      1065,    1.0000,     242.7,     407.8,     235.9,     320.3,    1206.7,     215.7,     340.8,     200.9,     273.3,    1030.7,         0,         0,         0,         0,         0,      11.0,      24.0,      19.0,      14.0,      68.0,      16.0,      43.0,      16.0,      33.0,     108.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     6.152,     6.153,     6.152,     6.152,     6.152,     6.152,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,    1418.2,    2382.9,    1378.4,    1871.6,    7051.1,    1260.4,    1991.4,    1174.0,    1597.0,    6022.8,         0,         0,         0,         0,         0,      64.3,     140.2,     111.0,      81.8,     397.3,      93.5,     251.3,      93.5,     192.8,     631.1,    123.72,     24.89,     41.81,     24.19,     32.84,    123.73,     22.12,     34.94,     20.60,     28.02,    105.68,         0,         0,         0,         0,         0,      1.19,      2.60,      2.05,      1.52,      7.36,      1.79,      4.83,      1.79,      3.71,     12.12,     0.005,         0,     0.003,         0,     0.008,     0.005,         0,     0.002,         0,     0.007,         0,         0,         0,         0,         0,         0,     0.003,         0,     0.005,     0.008,         0,         0,         0,     0.002,     0.002,     0.201,     0.338,     0.196,     0.265,       4.5,       5.9,       8.1,       4.4,       5.6,       6.6,      10.5,       6.8,      10.3,       9.0
       2.0,0006_146.9,     3.039,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       6.1,       2.0,Principal Arterial,      1065,    1.0000,     250.8,     456.4,     254.6,     335.5,    1297.3,     217.2,     343.4,     201.8,     275.2,    1037.6,       6.6,      46.0,      17.8,      13.3,      83.7,      11.0,      24.0,      19.0,      14.0,      68.0,      16.0,      43.0,      16.0,      33.0,     108.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     3.199,     3.199,     3.199,     3.199,     3.199,     3.199,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,     762.2,    1387.0,     773.7,    1019.6,    3942.5,     660.0,    1043.6,     613.3,     836.3,    3153.2,      20.0,     139.8,      54.1,      40.5,     254.4,      33.5,      72.9,      57.8,      42.6,     206.8,      48.6,     130.7,      48.6,     100.2,     328.1,     69.16,     13.37,     24.34,     13.57,     17.89,     69.17,     11.58,     18.31,     10.76,     14.67,     55.32,      0.35,      2.46,      0.95,      0.71,      4.47,      0.62,      1.35,      1.07,      0.79,      3.83,      0.93,      2.51,      0.93,      1.93,      6.30,         0,     0.003,     0.002,         0,     0.005,         0,     0.002,     0.001,         0,     0.003,         0,     0.008,     0.001,     0.001,     0.010,     0.001,         0,     0.001,     0.002,     0.004,         0,         0,         0,     0.001,     0.001,     0.193,     0.352,     0.196,     0.259,       4.4,       5.3,       7.5,       4.2,       5.2,       6.4,       9.4,       6.3,       9.8,       8.3
       3.0,0006_149.9,     0.678,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       1.4,       2.0,Principal Arterial,      1065,    1.0000,     380.5,     666.2,     448.7,     541.7,    2037.1,     348.4,     554.3,     401.6,     497.7,    1802.0,      17.0,      87.9,      26.9,      26.0,     157.8,      12.1,      19.0,      17.2,      13.0,      61.3,       3.0,       5.0,       3.0,       5.0,      16.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     0.714,     0.714,     0.714,     0.714,     0.714,     0.714,      6390,     12780,      6390,     25560,     51120,      0.10,      0.07,      0.07,      0.03,      0.10,     258.0,     451.7,     304.2,     367.2,    1381.1,     236.2,     375.8,     272.2,     337.4,    1221.6,      11.5,      59.6,      18.2,      17.7,     107.0,       8.2,      12.9,      11.7,       8.8,      41.6,       2.0,       3.4,       2.1,       3.4,      10.9,     24.23,      4.53,      7.92,      5.34,      6.44,     24.23,      4.14,      6.59,      4.78,      5.92,     21.43,      0.20,      1.04,      0.32,      0.31,      1.87,      0.16,      0.24,      0.21,      0.17,      0.78,      0.04,      0.07,      0.04,      0.07,      0.22,         0,         0,     0.005,     0.002,     0.007,         0,         0,     0.004,     0.001,     0.005,         0,         0,         0,     0.001,     0.001,     0.008,     0.001,         0,     0.007,     0.016,     0.001,     0.005,     0.001,     0.005,     0.012,     0.187,     0.327,     0.220,     0.266,       3.2,       2.9,       3.8,       2.4,       3.0,       0.8,       0.8,       0.7,       0.9,       0.8
       4.0,0006_150.6,     1.973,Both,All,Total,       1.0,      49.0,       1.0,Rural,         8,       2.0,       3.9,       2.0,Principal Arterial,      1065,    1.0000,     440.8,     744.8,     516.0,     613.8,    2315.4,     410.0,     631.4,     468.7,     571.6,    2081.7,      14.8,      88.0,      27.1,      24.2,     154.1,      13.0,      20.4,      17.2,      13.0,      63.6,       3.0,       5.0,       3.0,       5.0,      16.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     2.077,     2.078,     2.077,     2.077,     2.077,     2.077,      6390,     12780,      6390,     25560,     51120,      0.10,      0.07,      0.09,      0.03,      0.10,     869.7,    1469.6,    1018.1,    1211.1,    4568.5,     809.0,    1245.8,     924.8,    1127.9,    4107.5,      29.2,     173.7,      53.5,      47.8,     304.2,      25.6,      40.3,      33.9,      25.6,     125.4,       5.9,       9.8,       5.9,       9.8,      31.4,     80.15,     15.26,     25.78,     17.86,     21.25,     80.15,     14.20,     21.85,     16.22,     19.79,     72.06,      0.51,      3.05,      0.94,      0.84,      5.34,      0.47,      0.75,      0.63,      0.48,      2.33,      0.11,      0.19,      0.12,      0.19,      0.61,     0.007,         0,         0,     0.003,     0.010,     0.007,         0,         0,     0.003,     0.010,         0,     0.004,     0.002,     0.002,     0.008,         0,     0.005,     0.002,     0.005,     0.012,         0,         0,     0.006,         0,     0.006,     0.190,     0.322,     0.223,     0.265,       2.9,       2.7,       3.3,       2.1,       2.7,       0.7,       0.7,       0.6,       0.8,       0.7
       5.0,0006_152.6,     0.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.6,       3.0,Minor Arterial,       983,    1.0000,     590.0,     931.0,     709.6,     801.1,    3031.7,     554.7,     816.7,     664.4,     757.1,    2792.9,      15.0,      81.1,      23.9,      22.0,     142.0,      17.3,      28.2,      18.3,      17.0,      80.8,       3.0,       5.0,       3.0,       5.0,      16.0,      46.0,      46.0,      46.0,      46.0,      46.0,      46.0,     0.412,     0.412,     0.412,     0.412,     0.412,     0.412,      5898,     11796,      5898,     23592,     47184,      0.15,      0.10,      0.12,      0.04,      0.15,     186.6,     294.5,     224.4,     253.3,     958.8,     175.4,     258.3,     210.1,     239.5,     883.3,       4.8,      25.6,       7.5,       6.9,      44.8,       5.5,       8.9,       5.8,       5.4,      25.6,       0.9,       1.5,       0.9,       1.5,       4.8,     20.83,      4.06,      6.39,      4.87,      5.50,     20.82,      3.81,      5.61,      4.56,      5.20,     19.18,      0.10,      0.56,      0.16,      0.15,      0.97,      0.12,      0.20,      0.13,      0.13,      0.58,      0.02,      0.04,      0.03,      0.04,      0.13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.003,         0,         0,     0.003,         0,         0,         0,     0.005,     0.005,         0,     0.001,     0.007,     0.001,     0.009,     0.195,     0.307,     0.234,     0.264,       2.9,       3.0,       2.6,       2.1,       2.7,       0.5,       0.5,       0.4,       0.6,       0.5
       6.0,0006_152.9,     2.923,Both,All,Total,       1.0,      49.0,       1.0,Rural,         4,       2.0,       5.8,       2.0,Principal Arterial,      1011,    1.0000,     738.6,    1197.4,     914.2,     986.1,    3836.3,     702.4,    1068.2,     864.5,     939.5,    3574.6,      18.0,      98.5,      30.4,      23.8,     170.7,      17.2,      29.7,      18.3,      19.8,      85.0,       1.0,       1.0,       1.0,       3.0,       6.0,      47.7,      47.7,      47.7,      47.7,      47.7,      47.7,     3.678,     3.679,     3.679,     3.680,     3.679,     3.679,      6064,     12128,      6064,     24257,     48513,      0.17,      0.11,      0.16,      0.04,      0.17,    2159.1,    3500.3,    2672.4,    2882.6,   11214.4,    2053.3,    3122.6,    2527.1,    2746.4,   10449.4,      52.6,     288.0,      88.9,      69.6,     499.1,      50.3,      86.9,      53.5,      57.9,     248.6,       2.9,       2.9,       2.9,       8.7,      17.4,    235.19,     45.30,     73.41,     56.06,     60.46,    235.23,     43.07,     65.49,     53.02,     57.60,    219.18,      1.11,      6.04,      1.87,      1.46,     10.48,      1.13,      1.94,      1.19,      1.30,      5.56,      0.07,      0.07,      0.07,      0.21,      0.42,     0.009,     0.003,     0.022,     0.003,     0.037,     0.008,     0.002,     0.020,     0.003,     0.033,     0.006,         0,     0.005,         0,     0.011,     0.005,         0,         0,     0.005,     0.010,     0.001,     0.001,     0.001,     0.004,     0.007,     0.193,     0.312,     0.238,     0.257,       2.3,       2.5,       2.0,       2.0,       2.2,       0.1,       0.1,       0.1,       0.3,       0.2
       7.0,0006_155.8,     0.202,Both,All,Total,       1.0,      49.0,       2.0,Transition,         2,       2.0,       0.4,       2.0,Principal Arterial,      1016,    1.0000,     745.8,    1207.0,     923.6,     993.9,    3870.3,     709.3,    1077.6,     874.2,     947.9,    3609.0,      18.0,      98.1,      29.9,      23.0,     169.0,      17.5,      30.3,      18.5,      20.0,      86.3,       1.0,       1.0,       1.0,       3.0,       6.0,      48.0,      48.0,      48.0,      48.0,      48.0,      48.0,     0.252,     0.252,     0.252,     0.253,     0.252,     0.252,      6096,     12192,      6096,     24384,     48768,      0.17,      0.11,      0.16,      0.04,      0.17,     150.3,     243.4,     186.2,     200.4,     780.3,     143.0,     217.2,     176.3,     191.1,     727.6,       3.6,      19.8,       6.0,       4.6,      34.0,       3.5,       6.1,       3.8,       4.0,      17.4,       0.2,       0.2,       0.2,       0.6,       1.2,     16.26,      3.13,      5.07,      3.88,      4.17,     16.25,      2.98,      4.52,      3.68,      3.98,     15.16,      0.07,      0.41,      0.13,      0.09,      0.70,      0.08,      0.13,      0.08,      0.09,      0.38,         0,         0,         0,      0.01,      0.01,     0.001,         0,     0.008,         0,     0.009,     0.001,         0,     0.008,         0,     0.009,         0,         0,     0.004,         0,     0.004,     0.002,         0,         0,         0,     0.002,         0,         0,         0,         0,         0,     0.193,     0.312,     0.238,     0.257,       2.3,       2.5,       2.0,       2.0,       2.2,       0.1,       0.1,       0.1,       0.3,       0.2
       8.0,0006_155.9,     1.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       2.6,       2.0,Principal Arterial,      1065,    1.0000,     681.4,    1089.5,     844.3,     910.5,    3525.7,     650.7,     969.2,     795.3,     862.6,    3277.8,      13.3,      90.0,      31.7,      24.9,     159.9,      16.4,      30.3,      16.3,      20.0,      83.0,       1.0,         0,       1.0,       3.0,       5.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     1.385,     1.385,     1.385,     1.385,     1.385,     1.385,      6390,     12780,      6390,     25560,     51120,      0.15,      0.10,      0.14,      0.04,      0.15,     896.8,    1433.8,    1111.1,    1198.2,    4639.9,     856.3,    1275.5,    1046.7,    1135.2,    4313.7,      17.5,     118.5,      41.7,      32.8,     210.5,      21.6,      39.9,      21.5,      26.3,     109.3,       1.3,         0,       1.3,       3.9,       6.5,     81.38,     15.74,     25.15,     19.50,     21.02,     81.41,     15.02,     22.38,     18.36,     19.91,     75.67,      0.30,      2.07,      0.73,      0.57,      3.67,      0.40,      0.74,      0.40,      0.49,      2.03,      0.03,         0,      0.03,      0.08,      0.14,         0,     0.010,     0.003,         0,     0.013,         0,     0.009,     0.003,         0,     0.012,         0,         0,         0,         0,         0,         0,     0.002,     0.003,     0.003,     0.008,     0.005,         0,     0.005,     0.004,     0.014,     0.193,     0.309,     0.240,     0.258,       2.4,       2.8,       1.9,       2.2,       2.4,       0.1,         0,       0.1,       0.3,       0.1
       9.0,0006_157.3,     0.250,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.5,       2.0,Principal Arterial,      1065,    1.0000,     857.9,    1454.4,    1085.6,    1220.0,    4617.9,     823.3,    1299.8,    1030.3,    1159.0,    4312.4,      16.0,     122.1,      36.9,      35.0,     210.0,      17.6,      32.5,      17.4,      22.0,      89.5,       1.0,         0,       1.0,       4.0,       6.0,      56.9,      56.9,      56.9,      56.9,      56.9,      56.9,     0.263,     0.263,     0.263,     0.263,     0.263,     0.263,      6390,     12780,      6390,     25560,     51120,      0.18,      0.13,      0.18,      0.05,      0.18,     214.2,     363.1,     271.1,     304.5,    1152.9,     205.5,     324.5,     257.2,     289.4,    1076.6,       3.9,      30.5,       9.2,       8.7,      52.3,       4.3,       8.1,       4.3,       5.4,      22.1,       0.2,         0,       0.2,       0.9,       1.3,     20.25,      3.76,      6.37,      4.76,      5.35,     20.24,      3.61,      5.70,      4.52,      5.08,     18.91,      0.07,      0.53,      0.16,      0.15,      0.91,      0.08,      0.15,      0.08,      0.10,      0.41,         0,         0,         0,      0.01,      0.01,         0,     0.001,     0.003,         0,     0.004,         0,     0.001,     0.002,         0,     0.003,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.186,     0.315,     0.235,     0.264,       2.1,       2.2,       1.6,       1.8,       1.9,       0.1,         0,       0.1,       0.3,       0.1
      10.0,0006_157.6,     0.918,Both,All,Total,       1.0,      49.0,       1.0,Rural,        10,       2.0,       1.8,       2.0,Principal Arterial,      1060,    1.0000,     993.2,    1694.5,    1273.7,    1431.8,    5393.2,     951.1,    1525.1,    1208.7,    1362.5,    5047.4,      18.8,     133.9,      44.8,      41.6,     239.1,      21.7,      35.5,      19.2,      23.7,     100.1,       1.6,         0,       1.0,       4.0,       6.6,      55.8,      55.8,      55.8,      55.8,      55.8,      55.8,     0.987,     0.988,     0.987,     0.988,     0.987,     0.987,      6358,     12717,      6358,     25434,     50867,      0.21,      0.15,      0.21,      0.06,      0.21,     912.1,    1556.1,    1169.7,    1314.9,    4952.8,     873.5,    1400.6,    1110.0,    1251.2,    4635.3,      17.2,     122.9,      41.1,      38.2,     219.4,      19.9,      32.6,      17.6,      21.8,      91.9,       1.5,         0,       0.9,       3.7,       6.1,     88.69,     16.34,     27.87,     20.97,     23.55,     88.73,     15.66,     25.09,     19.90,     22.41,     83.06,      0.31,      2.20,      0.74,      0.68,      3.93,      0.38,      0.62,      0.33,      0.41,      1.74,      0.03,         0,      0.02,      0.07,      0.12,     0.020,     0.010,     0.024,     0.004,     0.058,     0.019,     0.009,     0.023,     0.003,     0.054,     0.001,     0.002,     0.005,         0,     0.008,     0.003,     0.003,         0,         0,     0.006,     0.001,         0,     0.002,         0,     0.003,     0.184,     0.314,     0.237,     0.265,       2.2,       2.1,       1.5,       1.7,       1.9,       0.2,         0,       0.1,       0.3,       0.1
