TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
            4) Light-Rail Transit (LRT),      6246,   0.78,  41.19,         0,      0,      0,      8221,   0.21,  39.37,      2090,   0.12,  44.74,-,-,-,     16557,   0.25,  40.67,
                    LRT Walk,      5049,   0.63,  80.83,         0,      0,   0.00,      7492,   0.19,  91.14,      1999,   0.11,  95.64,-,-,-,     14540,   0.22,  87.82,
                    LRT Drive,      1197,   0.15,  19.17,         0,      0,   0.00,       729,   0.02,   8.86,        91,   0.01,   4.36,-,-,-,      2017,   0.03,  12.18
            4) Commuter-Rail Transit (CRT),      2250,   0.28,  14.84,         0,      0,      0,      2276,   0.06,  10.90,       296,   0.02,   6.34,-,-,-,      4823,   0.07,  11.85,
                    CRT Walk,       874,   0.11,  38.86,         0,      0,   0.00,      1108,   0.03,  48.68,       198,   0.01,  66.72,-,-,-,      2180,   0.03,  45.21,
                    CRT Drive,      1376,   0.17,  61.14,         0,      0,   0.00,      1168,   0.03,  51.32,        99,   0.01,  33.28,-,-,-,      2642,   0.04,  54.79,
  
   Model: v10x,
   Scenario: C54,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Off-Peak Period,
   Shares\RegionShares_Ok.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
