TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
45,30045,3,1,2,1043.2,663.2,870.8,441.1,50.5,93.2,145.5,41.0,89.8,0.0,493.6,339.9,38.3,0.0,39.2,0.0,17.7,16.4,45.7,43.8,0.0,0.0,1.0,0.0,50.5,0.0,0.0,93.2
46,30046,3,1,2,90.1,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,30047,3,1,1,129.4,103.9,19.1,7.3,1.3,1.7,2.7,0.0,1.8,0.0,11.1,6.6,0.8,0.0,1.0,0.0,0.1,0.1,0.6,0.6,0.0,0.0,1.0,0.0,1.3,0.0,0.0,1.7
48,30048,3,1,1,199.2,148.6,79.8,33.2,8.5,7.0,13.2,0.0,8.2,0.0,46.0,28.9,4.0,0.0,4.1,0.0,1.0,1.0,3.4,3.4,0.0,0.0,0.0,0.0,8.5,0.0,0.0,7.0
49,30049,3,1,2,730.6,1334.9,525.3,901.7,0.0,212.2,0.0,56.3,0.0,359.2,14.0,10.6,0.0,0.0,0.0,0.0,121.0,112.5,376.3,363.1,0.0,0.0,14.0,0.0,0.0,0.0,0.0,212.2
50,30050,3,1,3,503.8,1417.4,200.8,918.6,4.8,201.2,4.9,422.7,3.3,4.3,18.2,300.1,1.6,0.0,1.7,29.6,83.1,77.8,87.1,84.2,0.0,0.0,1.0,0.0,4.8,0.0,0.0,201.2
51,30051,3,1,3,216.4,404.5,58.8,203.3,2.9,47.2,6.4,107.0,4.7,0.0,25.3,78.6,2.0,0.0,2.0,0.0,12.7,12.0,5.8,5.7,0.0,0.0,0.0,0.0,2.9,0.0,0.0,47.2
52,30052,3,1,3,1959.9,6851.5,526.4,4535.9,40.2,939.1,62.3,790.3,44.5,0.0,219.3,3579.8,10.8,0.0,11.1,0.0,145.0,135.2,31.4,30.6,0.0,0.0,2.0,0.0,40.2,0.0,0.0,939.1
53,30053,3,1,4,4878.9,9284.5,3673.4,6719.7,136.5,1503.1,301.9,830.9,212.4,1260.9,1048.6,2535.7,52.3,0.0,53.5,178.6,563.9,524.4,1436.8,1389.2,0.0,0.0,4.0,0.0,136.5,0.0,0.0,1503.1
54,30054,3,1,4,2542.3,3713.0,1994.6,2665.1,97.3,600.4,208.7,580.6,137.8,119.6,797.5,1289.1,66.4,0.0,67.9,0.0,264.1,245.5,446.1,430.3,0.0,0.0,6.0,0.0,97.3,0.0,0.0,600.4
55,30055,3,1,3,2172.0,3171.1,1802.5,2670.9,184.0,313.6,244.4,227.0,161.3,0.0,925.8,917.4,77.4,0.0,79.1,1228.0,123.6,115.3,190.0,183.2,1.0,0.0,0.0,0.0,184.0,0.0,0.0,313.6
56,30056,3,1,3,515.4,311.2,369.1,168.4,43.7,35.1,61.4,0.5,37.8,0.0,209.9,143.0,17.0,0.0,17.4,0.0,6.9,6.6,18.8,18.4,0.0,0.0,0.0,0.0,43.7,0.0,0.0,35.1
57,30057,3,1,3,646.1,388.4,496.3,227.7,42.4,47.6,82.4,1.6,50.9,0.0,282.1,192.5,22.8,0.0,23.2,0.0,9.4,9.0,25.5,24.7,0.0,0.0,0.0,0.0,42.4,0.0,0.0,47.6
58,30058,3,1,2,196.5,394.8,22.6,177.6,0.0,44.0,0.0,156.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
59,30059,3,1,2,109.3,110.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,30060,3,1,2,109.4,110.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,30061,3,1,3,3166.6,1561.4,2829.5,1134.6,153.6,235.7,443.0,4.1,273.6,0.0,1619.8,957.6,154.8,0.0,157.9,0.0,49.9,46.9,129.4,126.0,0.0,0.0,1.0,0.0,153.6,0.0,0.0,235.7
62,30062,3,1,3,2497.7,1314.5,2196.8,948.8,136.5,198.4,336.8,7.4,219.1,8.5,1259.2,787.8,114.6,0.0,116.9,0.0,41.4,38.8,108.7,106.2,0.0,0.0,0.0,0.0,136.5,0.0,0.0,198.4
63,30063,3,1,4,495.5,2882.2,374.1,2596.6,11.0,175.7,25.9,219.5,18.0,0.0,100.2,347.1,7.2,0.0,7.4,1825.3,95.8,89.6,118.6,115.1,0.0,0.0,1.0,0.0,11.0,0.0,0.0,175.7
64,30064,3,1,3,3446.1,2656.5,2952.4,1881.6,149.4,427.2,383.6,178.1,238.6,114.9,1388.9,932.8,127.8,0.0,130.4,0.0,217.2,202.8,463.9,453.0,0.0,0.0,2.0,0.0,149.4,0.0,0.0,427.2
65,30065,3,1,4,2977.4,2208.7,2619.8,1643.3,150.9,357.3,379.1,27.4,258.7,177.5,1407.9,1080.6,98.8,0.0,100.8,0.0,90.7,85.1,280.8,272.7,0.0,0.0,3.0,0.0,150.9,0.0,0.0,357.3
66,30066,3,1,3,1625.0,1861.1,1358.1,1351.5,68.3,309.1,162.6,61.3,112.1,248.1,570.8,605.4,29.4,0.0,30.1,0.0,115.8,108.6,336.3,328.0,1.0,0.0,0.0,0.0,68.3,0.0,0.0,309.1
67,30067,3,1,4,1965.7,1928.4,1671.4,1400.8,89.3,320.6,197.1,33.6,134.8,351.6,769.9,593.2,64.7,0.0,66.2,0.0,94.5,88.5,344.1,333.9,0.0,0.0,0.0,0.0,89.3,0.0,0.0,320.6
68,30068,3,1,3,1914.0,1204.2,1662.8,877.3,111.9,183.2,238.1,45.0,169.0,0.0,959.9,704.5,80.1,0.0,81.8,0.0,40.8,38.1,92.1,89.8,0.0,0.0,1.0,0.0,111.9,0.0,0.0,183.2
69,30069,3,1,3,396.3,298.3,286.6,179.6,29.6,37.5,42.0,4.7,28.5,0.0,167.0,155.2,14.1,0.0,14.5,0.0,6.1,5.7,14.3,13.9,0.0,0.0,0.0,0.0,29.6,0.0,0.0,37.5
70,30070,3,1,2,898.8,684.5,765.5,502.2,57.6,104.5,123.3,15.3,84.2,0.0,438.3,417.6,23.8,0.0,24.4,0.0,20.3,19.1,51.3,50.1,0.0,0.0,0.0,0.0,57.6,0.0,0.0,104.5
71,30071,3,1,2,40.5,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,30072,3,1,2,1177.4,906.7,903.9,634.8,136.3,131.7,127.2,30.0,91.5,8.6,519.1,521.5,43.1,0.0,44.1,0.0,24.1,22.5,53.8,52.1,0.0,0.0,1.0,0.0,136.3,0.0,0.0,131.7
73,30073,3,1,2,160.9,143.4,31.6,13.5,6.2,3.1,4.9,1.0,3.3,0.0,18.1,10.9,1.9,0.0,1.9,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,6.2,0.0,0.0,3.1
74,30074,3,1,2,109.5,109.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,30075,3,1,3,2031.4,1816.7,1663.7,1285.3,118.5,274.6,225.3,211.9,141.1,41.7,824.9,691.3,76.5,0.0,78.1,53.5,104.6,98.4,192.2,188.5,14.0,0.0,7.0,0.0,118.5,0.0,0.0,274.6
76,30076,3,1,3,1122.3,612.9,952.3,404.6,48.2,85.0,150.3,9.3,92.7,0.0,545.1,334.9,50.3,0.0,51.5,0.0,17.8,16.7,44.7,43.7,0.0,0.0,0.0,0.0,48.2,0.0,0.0,85.0
77,30077,3,1,3,2054.7,5267.7,1328.3,3941.8,47.5,649.5,131.1,1112.5,83.5,0.0,480.3,1204.1,44.2,0.0,45.0,1106.0,261.7,245.1,279.5,273.9,0.0,0.0,3.0,0.0,47.5,0.0,0.0,649.5
78,30078,3,1,3,4803.0,3992.9,4206.0,2951.8,220.8,657.1,567.5,103.0,390.2,329.5,2124.6,1733.8,142.8,0.0,145.6,0.0,217.5,203.5,594.6,581.9,19.0,0.0,4.0,0.0,220.8,0.0,0.0,657.1
79,30079,3,1,3,1832.9,4207.9,1415.7,3267.8,19.9,545.8,52.7,376.4,37.5,417.2,200.2,389.5,13.4,1027.0,13.8,0.0,336.8,315.3,760.2,742.3,0.0,0.0,1.0,0.0,19.9,0.0,0.0,545.8
80,30080,3,1,3,2588.6,3002.4,2182.5,2182.8,98.1,511.1,212.3,271.6,147.8,246.7,801.1,796.5,55.6,0.0,56.8,0.0,285.5,267.4,614.5,600.6,8.0,0.0,1.0,0.0,98.1,0.0,0.0,511.1
81,30081,3,1,2,373.6,786.7,228.9,551.4,27.9,117.3,26.3,87.7,19.1,0.0,96.1,390.0,4.6,0.0,4.8,0.0,34.8,32.7,42.3,41.1,0.0,0.0,1.0,0.0,27.9,0.0,0.0,117.3
82,30082,3,1,3,3836.7,4435.2,3211.8,3227.0,144.4,728.3,400.4,323.4,276.8,315.4,1423.3,1662.6,74.1,0.0,75.7,0.0,286.6,268.4,673.0,657.2,0.0,0.0,2.0,0.0,144.4,0.0,0.0,728.3
83,30083,3,1,3,1391.3,2444.0,1055.6,1681.2,0.0,420.5,0.0,160.2,0.0,482.7,7.0,26.9,0.0,0.0,0.0,0.0,294.3,276.8,747.2,734.6,0.0,0.0,7.0,0.0,0.0,0.0,0.0,420.5
84,30084,3,1,3,1001.1,2090.5,721.2,1448.2,0.0,358.3,0.0,177.4,0.0,429.9,1.0,143.0,0.0,0.0,0.0,0.0,196.0,184.0,523.2,513.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,358.3
85,30085,3,1,3,765.4,978.2,492.9,603.2,37.1,133.9,70.0,147.2,43.7,12.7,247.6,360.5,22.1,0.0,22.5,0.0,35.6,33.4,50.3,49.3,0.0,0.0,1.0,0.0,37.1,0.0,0.0,133.9
86,30086,3,1,2,543.0,927.7,370.7,605.6,1.0,148.3,1.3,41.2,1.0,224.5,11.4,3.4,0.4,0.0,0.4,0.0,89.1,83.8,260.1,252.9,0.0,0.0,7.0,0.0,1.0,0.0,0.0,148.3
87,30087,3,1,2,102.1,101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,30088,3,1,2,127.3,110.6,30.1,12.6,1.6,2.9,4.5,0.1,3.2,0.0,17.5,10.8,1.7,0.0,1.7,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,1.6,0.0,0.0,2.9
89,30089,3,1,2,3207.5,4304.8,2555.7,2963.1,36.0,731.0,115.3,377.8,72.5,431.6,403.3,345.9,32.0,0.0,32.8,0.0,602.7,564.3,1286.9,1243.5,1.0,0.0,9.0,0.0,36.0,0.0,0.0,731.0
90,30090,3,1,3,4136.9,7998.9,3331.1,5782.0,33.5,1433.6,90.8,487.5,56.3,2278.0,323.2,291.2,28.3,0.0,28.9,0.0,641.9,603.9,2157.6,2121.4,0.0,0.0,4.0,0.0,33.5,0.0,0.0,1433.6
91,30091,3,1,3,2459.5,1513.7,2159.2,1084.7,108.7,232.2,348.0,138.0,214.4,0.0,1212.0,807.4,107.3,0.0,109.5,0.0,41.7,39.3,103.3,100.1,21.0,0.0,2.0,0.0,108.7,0.0,0.0,232.2
92,30092,3,1,3,2604.9,1563.3,2255.9,1102.2,131.9,234.6,363.6,66.2,222.4,0.0,1272.3,879.4,114.0,0.0,116.4,0.0,50.3,47.4,111.9,109.2,2.0,0.0,3.0,0.0,131.9,0.0,0.0,234.6
93,30093,3,1,2,95.8,95.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,30094,3,1,2,355.3,247.8,232.7,113.8,12.1,23.9,36.4,11.2,22.7,0.0,133.5,88.1,12.5,0.0,12.9,0.0,4.7,4.6,10.1,9.8,0.0,0.0,0.0,0.0,12.1,0.0,0.0,23.9
95,30095,3,1,2,3628.6,3181.9,3175.0,2473.4,140.8,390.1,440.2,139.8,258.8,77.1,1604.5,1034.6,157.8,704.9,161.1,0.0,171.8,160.8,369.7,356.3,6.0,0.0,5.0,0.0,140.8,0.0,0.0,390.1
96,30096,3,1,2,3161.9,1968.6,2798.7,1417.5,133.1,309.4,424.3,48.5,260.1,90.0,1484.0,937.1,131.3,0.0,134.0,0.0,100.2,94.1,256.7,247.9,0.0,0.0,8.0,0.0,133.1,0.0,0.0,309.4
97,30097,3,1,1,109.4,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,30098,3,1,1,110.2,100.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,30099,3,1,2,100.1,103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,30100,3,1,2,306.3,219.8,189.2,92.8,10.4,19.3,32.6,3.3,19.3,0.0,106.7,75.9,8.2,0.0,8.3,0.0,3.8,3.8,10.2,9.8,0.0,0.0,0.0,0.0,10.4,0.0,0.0,19.3
101,30101,3,1,2,5126.7,3270.6,4541.4,2395.3,232.4,502.7,750.1,112.5,430.4,30.5,2475.2,1816.3,193.5,0.0,197.6,0.0,140.1,131.3,317.5,304.7,21.0,0.0,16.0,0.0,232.4,0.0,0.0,502.7
102,30102,3,1,1,100.2,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,30103,3,1,2,2496.3,1398.0,2181.4,1003.2,118.5,193.9,377.4,18.5,214.5,0.0,1232.9,832.1,96.8,0.0,98.9,0.0,45.8,43.3,114.2,109.3,0.0,0.0,1.0,0.0,118.5,0.0,0.0,193.9
104,30104,3,1,2,951.9,1571.9,765.9,1265.0,35.0,152.2,111.7,134.8,64.8,0.0,365.4,406.7,28.4,476.4,29.0,88.4,68.1,64.1,98.5,94.6,0.0,0.0,0.0,0.0,35.0,0.0,0.0,152.2
105,30105,3,1,2,406.2,325.0,287.9,178.4,13.4,38.5,41.3,8.5,25.5,8.8,137.6,107.9,9.8,0.0,10.0,0.0,16.8,15.9,39.0,37.3,8.0,0.0,0.0,0.0,13.4,0.0,0.0,38.5
106,30106,3,1,2,217.6,258.9,108.6,121.5,3.8,28.3,10.8,10.0,6.8,43.3,38.7,25.1,3.1,0.0,3.1,0.0,8.5,8.0,36.5,35.1,0.0,0.0,1.0,0.0,3.8,0.0,0.0,28.3
107,30107,3,1,1,88.6,90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
