I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  10895.77,         0,   8243.20,  59854.85,  24466.01,         0,         0,         0,  15783.62,   5569.16,   4154.47,         0,         0, 128967.08
    1,    2,     45.58,         0,         0,    352.61,    231.94,         0,         0,         0,    170.72,     48.38,     16.41,         0,         0,    865.64
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.24,         0,         0,         0,         0,      0.24
    1,    4,   1944.86,         0,    581.45,   3776.98,   1510.50,         0,         0,         0,    431.88,    605.77,    536.46,         0,         0,   9387.90
    1,    5,   1231.60,    216.00,     43.78,   1523.13,    834.16,         0,         0,         0,    200.26,    407.56,    364.25,         0,         0,   4820.74
    1,    6,      0.02,         0,         0,      2.05,      0.15,         0,         0,         0,      3.98,      0.03,         0,         0,         0,      6.23
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    1,    8,   1001.86,     24.00,     45.55,    912.99,    716.61,         0,         0,         0,    218.15,    136.93,     20.01,         0,         0,   3076.10
    1,    9,    221.42,         0,      4.06,    235.24,    154.24,         0,         0,         0,     71.68,     53.89,     10.38,         0,         0,    750.91
    1,   10,         0,         0,         0,      0.54,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.55
    1,   11,     88.37,         0,         0,     72.40,      9.93,         0,         0,         0,     15.61,     28.66,     15.64,         0,         0,    230.61
    1,   12,    286.74,      9.00,      0.14,    470.99,     73.43,         0,         0,         0,     72.16,    120.08,     59.50,         0,         0,   1092.04
    1,   13,    107.82,      2.00,         0,    191.83,     39.93,         0,         0,         0,     22.22,     23.13,      6.30,         0,         0,    393.23
    1,   14,    264.70,      7.00,         0,    437.26,     93.27,         0,         0,         0,     51.32,     76.34,     22.64,         0,         0,    952.53
    1,   15,      4.02,         0,         0,      0.57,         0,         0,         0,         0,      0.29,      2.04,      3.88,         0,         0,     10.80
    1,   16,     43.21,         0,         0,     28.49,      4.24,         0,         0,         0,     11.71,     21.34,     19.88,         0,         0,    128.87
    1,   17,     40.76,         0,         0,     37.54,      4.45,         0,         0,         0,     12.37,     18.60,     12.60,         0,         0,    126.32
    1,   18,      0.41,         0,         0,      0.06,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.52
    1,   19,      0.22,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.36
    1,   20,     10.14,         0,         0,         0,         0,         0,         0,         0,      0.17,      2.61,     10.51,         0,         0,     23.43
    1,   21,      6.76,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.73,         0,         0,     14.49
    1,   22,      0.77,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.40,         0,         0,      2.17
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   8119.90,         0,         0,         0,         0,         0,    524.09,    233.79,   8877.78
    2,    1,    493.57,         0,    611.96,   1728.12,    239.25,         0,         0,         0,    298.57,     47.55,     17.17,         0,         0,   3436.19
    2,    2,    116.98,         0,         0,   1725.40,    343.06,         0,         0,         0,    826.07,     29.32,      4.33,         0,         0,   3045.16
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,    4,    121.78,         0,     49.51,    213.49,     67.37,         0,         0,         0,     48.25,     23.15,      8.86,         0,         0,    532.41
    2,    5,     86.56,         0,     17.05,    155.64,     43.12,         0,         0,         0,     15.62,     16.53,      7.01,         0,         0,    341.53
    2,    6,         0,         0,         0,      0.26,      0.02,         0,         0,         0,      0.99,         0,         0,         0,         0,      1.27
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     77.05,         0,     22.38,    109.56,     35.64,         0,         0,         0,     14.38,      6.12,      0.32,         0,         0,    265.45
    2,    9,     19.43,         0,      3.64,     45.05,     10.93,         0,         0,         0,      5.69,      2.87,      0.20,         0,         0,     87.81
    2,   10,         0,         0,         0,      0.12,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.12
    2,   11,      8.65,         0,         0,      7.17,      0.29,         0,         0,         0,      0.95,      0.75,      0.27,         0,         0,     18.08
    2,   12,     27.95,         0,         0,     43.96,      3.01,         0,         0,         0,      4.90,      3.51,      1.05,         0,         0,     84.38
    2,   13,      9.61,         0,         0,     29.35,      2.11,         0,         0,         0,      1.75,      0.77,      0.12,         0,         0,     43.71
    2,   14,     26.13,         0,         0,     47.79,      2.90,         0,         0,         0,      4.12,      2.40,      0.36,         0,         0,     83.70
    2,   15,      0.58,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,      0.07,         0,         0,      0.66
    2,   16,      5.20,         0,         0,      0.17,         0,         0,         0,         0,      0.71,      0.30,      0.34,         0,         0,      6.72
    2,   17,      4.86,         0,         0,      0.14,         0,         0,         0,         0,      0.83,      0.30,      0.26,         0,         0,      6.39
    2,   18,      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.07
    2,   19,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.04
    2,   20,      1.99,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02,         0,         0,      2.01
    2,   21,      1.46,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.46
    2,   22,      0.35,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.35
    2,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   25,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
    2,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   27,         0,         0,         0,         0,         0,    445.79,         0,         0,         0,         0,         0,      3.46,      1.46,    450.71
    3,    1,         0,         0,         0,         0,         0,         0,         0,         0,      0.41,         0,         0,         0,         0,      0.41
    3,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    3,         0,         0,         0,         0,         0,         0,         0,         0,     22.25,         0,         0,         0,         0,     22.25
    3,    4,         0,         0,         0,         0,         0,         0,         0,         0,     72.49,         0,         0,         0,         0,     72.49
    3,    5,         0,         0,         0,         0,         0,         0,         0,         0,      7.35,         0,         0,         0,         0,      7.35
    3,    6,         0,         0,         0,         0,         0,         0,         0,         0,      0.08,         0,         0,         0,         0,      0.08
    3,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
