TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                    LCL Drive,       441,   0.05,   5.97,      1003,   0.89,  16.06,        72,   0.00,   2.42,        15,   0.00,   2.48,-,-,-,      1531,   0.04,   8.90
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1377,   0.15,   6.74,      3835,   3.41,  21.16,       610,   0.03,   7.18,       159,   0.02,   9.21,-,-,-,      5980,   0.14,  12.26,
                    BRT Walk,      1312,   0.15,  95.29,      3137,   2.79,  81.81,       606,   0.03,  99.44,       159,   0.02,  99.85,-,-,-,      5214,   0.12,  87.19,
                    BRT Drive,        65,   0.01,   4.71,       698,   0.62,  18.19,         3,   0.00,   0.56,         0,   0.00,   0.15,-,-,-,       766,   0.02,  12.81
            4) Express Bus (EXP),       421,   0.05,   2.06,       206,   0.18,   1.14,        49,   0.00,   0.57,        13,   0.00,   0.75,-,-,-,       689,   0.02,   1.41,
                    EXP Walk,       180,   0.02,  42.86,        70,   0.06,  33.92,        43,   0.00,  89.04,        13,   0.00,  99.98,-,-,-,       306,   0.01,  44.51,
                    EXP Drive,       240,   0.03,  57.14,       136,   0.12,  66.08,         5,   0.00,  10.96,         0,   0.00,   0.02,-,-,-,       382,   0.01,  55.49
            4) Light-Rail Transit (LRT),      7215,   0.81,  35.31,      4645,   4.13,  25.63,      3843,   0.20,  45.24,       753,   0.09,  43.62,-,-,-,     16456,   0.39,  33.74,
                    LRT Walk,      5730,   0.64,  79.41,      3380,   3.00,  72.76,      3394,   0.17,  88.31,       714,   0.08,  94.81,-,-,-,     13217,   0.31,  80.31,
                    LRT Drive,      1486,   0.17,  20.59,      1266,   1.12,  27.24,       449,   0.02,  11.69,        39,   0.00,   5.19,-,-,-,      3240,   0.08,  19.69
            4) Commuter-Rail Transit (CRT),      4006,   0.45,  19.61,      3193,   2.84,  17.62,      1007,   0.05,  11.86,       185,   0.02,  10.73,-,-,-,      8393,   0.20,  17.21,
                    CRT Walk,      1300,   0.15,  32.45,       883,   0.78,  27.64,       407,   0.02,  40.37,       134,   0.02,  72.49,-,-,-,      2724,   0.06,  32.45,
                    CRT Drive,      2707,   0.30,  67.55,      2311,   2.05,  72.36,       601,   0.03,  59.63,        51,   0.01,  27.51,-,-,-,      5669,   0.13,  67.55,
  
   Model: v10x,
   Scenario: C60,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
