TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
1) Total Trips,    890984, 100.00, 100.00,    112528, 100.00, 100.00,   1952163, 100.00, 100.00,    862691, 100.00, 100.00,    445435, 100.00, 100.00,   4263801, 100.00, 100.00,
    2) Non-Motorized,     29767,   3.34,   3.34,     26917,  23.92,  23.92,    162861,   8.34,   8.34,     59921,   6.95,   6.95,     74669,  16.76,  16.76,    354134,   8.31,   8.31,
    2) Motorized,    861217,  96.66,  96.66,     85612,  76.08,  76.08,   1789302,  91.66,  91.66,    802771,  93.05,  93.05,    370766,  83.24,  83.24,   3909667,  91.69,  91.69
        3) Auto,    840785,  94.37,  97.63,     67488,  59.97,  78.83,   1780810,  91.22,  99.53,    801044,  92.85,  99.78,-,-,-,   3860893,  90.55,  98.75,
            4) Auto 1 pers,    722110,  81.05,  85.89,     48536,  43.13,  71.92,    573247,  29.36,  32.19,    362389,  42.01,  45.24,-,-,-,   1706282,  40.02,  44.19,
                    GP use,    721027,  80.92,  99.85,     48475,  43.08,  99.87,    573330,  29.37, 100.01,    362207,  41.99,  99.95,-,-,-,   1705038,  39.99,  99.93,
                    Toll use,      1145,   0.13,   0.16,        61,   0.05,   0.13,       222,   0.01,   0.04,       304,   0.04,   0.08,-,-,-,      1732,   0.04,   0.10
            4) Auto 2 pers,     88688,   9.95,  10.55,     13912,  12.36,  20.61,    595386,  30.50,  33.43,    210919,  24.45,  26.33,-,-,-,    908904,  21.32,  23.54,
                    GP use,     65906,   7.40,  74.31,     10482,   9.32,  75.35,    557325,  28.55,  93.61,    188804,  21.89,  89.51,-,-,-,    822516,  19.29,  90.50,
                    HOV use,     22797,   2.56,  25.70,      3429,   3.05,  24.65,     38100,   1.95,   6.40,     22135,   2.57,  10.49,-,-,-,     86461,   2.03,   9.51,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     29924,   3.36,   3.56,      5041,   4.48,   7.47,    611825,  31.34,  34.36,    227605,  26.38,  28.41,-,-,-,    874395,  20.51,  22.65,
                    GP use,     22225,   2.49,  74.27,      3798,   3.38,  75.35,    572682,  29.34,  93.60,    203722,  23.61,  89.51,-,-,-,    802427,  18.82,  91.77,
                    HOV use,      7690,   0.86,  25.70,      1243,   1.10,  24.65,     39149,   2.01,   6.40,     23883,   2.77,  10.49,-,-,-,     71965,   1.69,   8.23,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),        75,   0.01,   0.01,         0,      0,      0,       359,   0.02,   0.02,       143,   0.02,   0.02,-,-,-,       577,   0.01,   0.01,
                    IMZ D2D 1 pers,        64,   0.01,  85.33,         0,      0,      0,       306,   0.02,  85.24,       123,   0.01,  86.01,-,-,-,       493,   0.01,  85.44,
                    IMZ D2D 2 pers,         9,   0.00,  12.00,         0,      0,      0,        42,   0.00,  11.70,        16,   0.00,  11.19,-,-,-,        67,   0.00,  11.61,
                    IMZ D2D 3+ pers,         2,   0.00,   2.67,         0,      0,      0,        11,   0.00,   3.06,         4,   0.00,   2.80,-,-,-,        17,   0.00,   2.95
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    370766,  83.24,  83.24,    370766,   8.70,  83.24,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     49431,  11.10,  13.33,     49431,   1.16,  13.33,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54446,  12.22,  14.68,     54446,   1.28,  14.68,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    266889,  59.92,  71.98,    266889,   6.26,  71.98,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    170777,  38.34,  46.06,    170777,   4.01,  46.06,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     18785,   4.22,  11.00,     18785,   0.44,  11.00,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    151992,  34.12,  89.00,    151992,   3.56,  89.00,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    199989,  44.90,  53.94,    199989,   4.69,  53.94,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     30646,   6.88,  15.32,     30646,   0.72,  15.32,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54446,  12.22,  27.22,     54446,   1.28,  27.22,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    114897,  25.79,  57.45,    114897,   2.69,  57.45
        3) Transit,     20435,   2.29,   2.37,     18123,  16.11,  21.17,      8493,   0.44,   0.47,      1726,   0.20,   0.21,-,-,-,     48778,   1.14,   1.25
            4) Local Bus (LCL),      7395,   0.83,  36.19,      6244,   5.55,  34.45,      2965,   0.15,  34.91,       607,   0.07,  35.18,-,-,-,     17211,   0.40,  35.28,
                    LCL Walk,      6954,   0.78,  94.03,      5241,   4.66,  83.94,      2893,   0.15,  97.58,       592,   0.07,  97.52,-,-,-,     15680,   0.37,  91.10,
