Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       93561.22,      126842.57,      823206.78,      115572.22,       50281.76,      158015.85,      417565.48,              0,              0,              0,              0,           0.25,              0,              0,              0,      259396.93,        9707.15,       22529.52,        4492.81,        2613.17,       10506.55,         914.34,       15088.29,       21882.96,         783.78,         273.55,        1950.74,        1342.59,         806.28,        6276.84,         362.01,         328.62,        1453.65
         1,      149812.36,      232021.19,     1112364.00,      117528.54,       92641.12,      135197.44,      375066.87,           1.30,              0,           0.29,           0.08,          39.90,              0,           0.54,           0.40,       45887.25,        9729.52,       24519.29,        4243.68,        1998.59,        9993.84,         466.64,       12115.41,       18142.01,         606.91,         173.32,        1439.35,         614.87,         547.11,        3388.49,         269.81,         188.88,         785.12
         2,      137428.50,      177971.22,      758595.37,       47976.59,       84614.62,       99790.43,      250860.06,          13.53,              0,           4.81,           2.56,         159.36,              0,           4.70,           3.41,       16394.78,        7488.73,       19975.84,        3530.22,        1587.88,        7893.05,         358.49,       10489.74,       13179.19,         577.76,         136.33,        1034.98,         628.66,         341.67,        2782.29,         245.17,         164.45,         612.70
         3,      122335.98,      116616.10,      516205.71,       30589.90,       48877.06,       69885.83,      161677.08,         584.94,              0,          28.08,           2.73,         578.08,              0,          52.62,           5.40,       12005.96,        5983.17,       16319.65,        3079.55,        1260.95,        6422.23,         298.88,        9345.62,        9954.35,         529.79,         110.96,         782.50,         623.63,         255.16,        2140.61,         195.28,         131.17,         489.51
         4,      110396.58,       73416.90,      347879.14,       11380.92,       26455.94,       54866.54,      112973.18,        1345.53,              0,         118.53,          11.98,        1182.53,              0,         141.91,          16.09,        9237.27,        4525.86,       12556.47,        2521.84,         964.48,        4971.60,         228.27,        8018.92,        7675.69,         459.69,          86.45,         608.75,         545.07,         191.21,        1599.27,         142.33,          96.92,         367.39
         5,      101126.46,       45795.01,      248940.70,        6161.64,       16719.75,       42563.09,       80709.15,        1733.39,              0,         195.71,          14.07,        2267.09,              0,         224.69,          22.29,        6914.51,        3420.28,        9686.12,        1999.54,         731.91,        3832.62,         170.13,        6771.30,        5682.53,         384.81,          59.16,         433.22,         439.63,         142.21,        1145.82,          96.03,          63.95,         251.46
         6,       93506.42,       28385.33,      183547.69,        3814.41,        9200.32,       32840.46,       57996.30,        2005.66,              0,         111.85,          23.99,        2680.68,              0,         120.18,          27.55,        5159.21,        2597.16,        7464.16,        1576.82,         557.95,        2970.92,         136.59,        5490.03,        4175.45,         307.33,          39.86,         305.81,         352.33,          90.63,         729.52,          57.69,          38.66,         162.94
         7,       84238.47,       19808.38,      140661.33,        2659.66,        5907.17,       27427.81,       44893.26,        2914.51,              0,         166.19,          31.24,        6799.57,              0,         212.80,          46.10,        4012.96,        2103.26,        6101.33,        1333.74,         466.11,        2443.09,         126.08,        4873.94,        3344.88,         275.23,          32.35,         240.70,         317.17,          78.41,         589.00,          49.01,          32.95,         135.40
         8,       75714.59,       13643.56,      109293.97,        1927.19,        3811.00,       23113.80,       36447.82,        1944.53,              0,         195.95,          50.69,        8893.49,              0,         265.51,          67.99,        3074.79,        1722.11,        5132.14,        1162.90,         401.41,        2051.43,         107.57,        4180.82,        2750.65,         234.25,          25.18,         200.54,         264.09,          58.74,         398.59,          37.07,          24.27,          91.38
         9,       67965.42,        9950.26,       91406.33,        1399.28,        2524.18,       20276.15,       29686.27,        1626.58,              0,         168.26,          60.34,        7849.79,              0,         207.25,          83.97,        2358.93,        1437.54,        4399.76,        1016.78,         360.63,        1766.77,         106.25,        3668.52,        2330.33,         208.93,          19.62,         166.85,         204.90,          49.32,         320.06,          31.14,          20.33,          71.65
        10,       60985.50,        7043.75,       73504.52,        1072.50,        1776.15,       18243.59,       24913.03,        1314.30,              0,         210.81,          93.67,        5770.55,              0,         235.60,         118.11,        1823.78,        1228.50,        3820.36,         879.34,         300.56,        1513.55,          89.82,        3069.69,        2016.16,         172.39,          17.90,         145.36,         176.63,          40.31,         227.09,          27.24,          17.84,          58.91
        11,       55213.15,        4992.06,       61521.06,         829.64,        1361.02,       15482.15,       20378.71,        1353.30,              0,         281.83,          95.61,        5462.92,              0,         285.99,         119.97,        1423.33,        1017.46,        3306.63,         773.62,         256.76,        1301.60,          81.18,        2695.60,        1790.52,         154.65,          15.84,         131.17,         171.15,          32.33,         187.85,          20.65,          13.73,          47.49
        12,       49181.51,        3836.62,       51806.06,         683.33,        1171.49,       13897.03,       17548.42,        1984.20,              0,         292.40,         201.13,        5975.19,              0,         309.50,         229.33,        1133.61,         899.27,        2984.33,         714.87,         247.37,        1177.17,          75.41,        2399.69,        1600.58,         147.71,          12.91,         114.76,         146.56,          28.35,         154.91,          17.87,          11.62,          40.98
        13,       43909.62,        3046.01,       44559.58,         571.00,         948.49,       12210.54,       15038.67,        1955.47,              0,         355.89,         359.08,        6855.52,              0,         364.67,         368.90,         924.20,         785.35,        2707.47,         657.40,         228.23,        1058.91,          72.55,        2071.54,        1557.84,         129.93,          11.15,         109.79,         125.10,          23.50,         125.98,          15.79,          10.41,          33.87
        14,       41044.67,        2663.45,       39145.26,         456.87,         852.11,       10982.27,       13045.68,        2357.28,              0,         257.36,         194.90,        6305.06,              0,         287.30,         226.34,         733.82,         692.86,        2489.33,         598.41,         202.56,         955.76,          63.54,        1804.93,        1397.84,         123.91,           7.82,          89.72,         112.02,          20.99,         104.77,          14.50,           8.95,          30.13
        15,       36764.90,        2290.80,       33665.70,         379.81,         722.86,       10189.28,       11779.12,        2164.70,              0,         310.24,         235.13,        7240.27,              0,         339.25,         266.53,         565.53,         626.62,        2337.38,         573.00,         200.54,         888.78,          58.67,        1651.33,        1355.32,         118.60,           8.74,          87.61,         101.41,          20.47,          97.77,          14.75,           8.94,          27.31
        16,       33072.67,        1833.42,       30138.37,         324.70,         718.28,        8797.23,        9873.08,        2337.02,              0,         267.47,         229.20,        6975.73,              0,         318.12,         273.99,         413.09,         553.82,        2125.22,         527.84,         180.96,         801.24,          51.88,        1420.02,        1226.86,         105.50,           7.62,          78.07,          84.80,          18.33,          84.40,          13.76,           7.70,          25.25
        17,       29221.28,        1490.05,       26024.89,         285.78,         665.89,        7778.39,        8537.58,        2606.37,              0,         304.62,         278.11,        7202.45,              0,         354.73,         325.45,         322.63,         493.08,        1948.15,         478.89,         157.01,         722.05,          45.24,        1164.97,        1154.60,          90.16,           6.56,          70.78,          77.92,          19.02,          77.31,          14.99,           8.69,          24.47
        18,       26451.93,        1337.96,       23007.00,         240.40,         574.24,        7296.25,        7718.42,        2558.64,              0,         290.87,         209.11,        5978.34,              0,         325.35,         244.30,         188.86,         453.71,        1818.85,         440.41,         150.52,         655.96,          38.70,        1053.57,        1072.89,          84.20,           6.12,          61.77,          62.76,          17.07,          71.90,          13.50,           7.31,          22.44
        19,       23261.80,        1137.93,       20195.66,         209.07,         525.59,        6566.46,        6818.60,        2852.00,              0,         305.65,         225.44,        7550.30,              0,         356.30,         287.47,         158.49,         410.39,        1689.85,         411.15,         134.54,         598.02,          35.20,         957.83,        1041.10,          73.90,           6.04,          62.24,          48.98,          16.21,          67.39,          12.79,           6.65,          19.90
        20,       20724.45,        1076.48,       17804.90,         177.11,         511.21,        6126.32,        6227.22,        3114.20,              0,         321.15,         398.61,        6249.48,              0,         367.30,         463.29,          80.17,         393.70,        1615.06,         402.04,         130.34,         565.02,          30.10,         832.71,        1016.46,          64.80,           6.38,          59.19,          47.36,          15.70,          64.53,          13.21,           6.29,          20.36
        21,       18497.43,         977.34,       15918.81,         158.85,         416.38,        5231.17,        5388.81,        3403.55,              0,         245.19,         277.93,        4346.59,              0,         335.34,         376.51,          54.63,         354.98,        1480.56,         373.79,         114.07,         510.51,          26.28,         689.77,         916.42,          54.92,           4.73,          51.58,          43.89,          16.63,          68.05,          14.82,           6.69,          21.46
        22,       16545.36,         831.82,       14563.50,         138.38,         343.12,        4770.33,        4919.78,        2801.68,              0,         245.30,         282.70,        3821.58,              0,         313.09,         357.16,          31.86,         315.19,        1355.38,         341.52,         103.87,         459.10,          21.33,         619.43,         831.51,          48.86,           5.45,          44.48,          39.33,          18.12,          70.42,          16.19,           7.56,          23.52
        23,       14651.99,         759.31,       13156.03,         128.89,         287.02,        4319.10,        4344.04,        2869.50,              0,         183.70,         192.45,        2760.48,              0,         239.12,         280.31,          27.45,         287.77,        1288.03,         323.78,          97.61,         427.48,          17.16,         485.83,         826.18,          38.68,           6.63,          45.82,          37.72,          21.05,          77.49,          19.65,           9.05,          27.43
        24,       12612.71,         737.20,       11610.58,         109.46,         266.39,        4062.39,        4026.97,        2876.85,              0,         153.92,         209.96,        2607.17,              0,         214.64,         290.29,           4.21,         269.55,        1227.31,         315.93,          97.13,         402.19,          15.16,         417.91,         773.98,          34.01,           5.65,          40.17,          35.09,          19.81,          78.34,          18.62,           8.52,          24.97
        25,       11705.33,         685.53,       10385.90,          94.46,         230.38,        3837.43,        3750.26,        2655.60,              0,         183.12,         250.95,        2484.93,              0,         247.46,         345.80,           2.14,         259.31,        1177.56,         311.83,         102.37,         384.92,          15.28,         357.67,         759.54,          29.22,           6.34,          38.13,          40.76,          22.41,          82.19,          20.98,           9.85,          28.90
        26,       10851.29,         649.72,        9615.89,          87.17,         208.34,        3699.24,        3549.97,        2426.59,              0,         196.68,         228.83,        2189.02,              0,         257.34,         321.11,           0.01,         244.00,        1116.20,         297.24,          98.78,         368.72,          12.47,         268.60,         726.92,          23.12,           5.87,          37.63,          31.25,          19.05,          76.23,          16.67,           7.56,          22.40
        27,        9810.04,         639.78,        8880.84,          82.55,         159.39,        3458.31,        3187.02,        2129.72,              0,         124.99,         162.22,        1562.81,              0,         156.83,         213.73,              0,         231.60,        1040.25,         275.66,          90.73,         346.74,          10.73,         240.58,         682.82,          20.65,           6.09,          38.71,          27.06,          15.64,          63.83,          12.62,           5.72,          19.29
        28,        8910.58,         606.66,        8170.73,          77.78,         133.15,        3092.77,        2813.68,        2089.64,              0,         177.59,         191.32,        1811.93,              0,         252.46,         241.80,              0,         218.46,         971.80,         256.38,          80.48,         323.69,           8.35,         237.71,         615.00,          18.64,           3.83,          27.79,          20.26,          12.73,          54.96,           9.49,           4.24,          14.61
        29,        8213.93,         609.39,        7991.94,          69.20,         110.31,        2898.36,        2533.22,        1953.55,              0,         155.32,         156.91,        1413.55,              0,         217.33,         206.49,              0,         217.57,         938.66,         254.47,          84.71,         316.52,          11.06,         188.21,         568.94,          16.58,           3.55,          24.93,          17.92,          10.71,          50.55,           7.10,           3.11,          10.91
        30,        7220.66,         662.87,        6823.37,          69.93,          87.76,        2534.02,        2246.70,        2148.87,              0,         125.40,          79.95,        1480.75,              0,         187.46,         114.39,              0,         203.61,         880.13,         248.79,          75.73,         294.78,           9.00,         177.17,         516.20,          14.50,           3.48,          23.79,          18.00,           8.60,          41.54,           6.04,           2.67,           9.29
        31,        6619.59,         697.39,        6338.32,          65.53,          65.91,        2359.80,        2036.38,        2058.63,              0,         145.34,         107.59,        1388.72,              0,         196.36,         128.24,              0,         193.07,         836.87,         239.38,          76.55,         275.42,           8.53,         185.74,         478.30,          15.49,           3.32,          22.63,          17.16,           7.49,          44.42,           5.01,           2.31,           8.28
        32,        6090.04,         658.39,        5832.00,          57.18,          41.96,        2101.09,        1821.48,        1611.08,              0,          89.67,          92.33,        1153.06,              0,         130.30,         116.63,              0,         200.38,         815.21,         240.17,          70.53,         266.79,          10.35,         211.51,         443.38,          15.45,           2.78,          19.93,          17.59,           7.88,          48.08,           5.42,           2.71,           8.35
        33,        5462.10,         651.37,        5433.25,          56.63,          23.93,        1936.91,        1692.72,        1502.16,              0,          92.68,         140.46,        1185.73,              0,         126.64,         145.50,              0,         185.92,         764.48,         234.58,          66.88,         245.09,           8.66,         184.19,         425.82,          16.36,           2.92,          20.97,          16.96,           9.08,          53.30,           6.59,           3.56,          10.05
        34,        5247.06,         692.44,        5275.61,          58.21,          12.29,        1870.94,        1582.58,        1365.85,              0,         111.76,         145.94,        1172.10,              0,         142.33,         157.00,              0,         200.53,         780.18,         238.29,          70.25,         246.70,          10.80,         222.46,         433.16,          19.76,           2.76,          22.33,          18.38,          11.21,          67.07,           7.25,           3.81,          12.08
        35,        4753.96,         663.08,        4823.32,          49.99,           4.53,        1708.96,        1451.93,        1353.84,              0,          90.92,         125.76,        1116.72,              0,         119.31,         130.81,              0,         179.53,         747.99,         232.49,          66.81,         230.76,          10.87,         233.43,         411.52,          21.41,           2.66,          20.91,          18.29,          11.49,          71.87,           8.06,           4.44,          14.45
        36,        4235.24,         626.58,        4218.05,          48.53,           0.77,        1575.83,        1301.51,        1166.49,              0,          79.78,          63.86,        1067.50,              0,         105.75,          76.07,              0,         170.62,         713.09,         222.95,          63.03,         214.72,          10.86,         264.19,         390.86,          24.90,           2.67,          18.58,          18.34,          14.95,          85.18,          10.47,           6.53,          16.82
        37,        3932.44,         577.57,        3772.72,          43.76,              0,        1424.93,        1169.51,        1197.44,              0,          69.29,          37.92,        1061.96,              0,          90.06,          47.27,              0,         160.41,         687.04,         215.61,          60.65,         204.71,           8.83,         256.12,         355.01,          23.92,           2.63,          15.46,          16.50,          14.45,          82.54,          10.76,           7.11,          17.85
        38,        3500.50,         467.50,        3296.38,          37.71,              0,        1355.06,        1106.77,        1253.35,              0,          58.79,          24.31,        1030.10,              0,          87.34,          33.95,              0,         144.91,         647.42,         204.38,          57.90,         188.89,           8.86,         263.53,         343.11,          24.48,           2.39,          15.05,          14.81,          14.99,          82.55,          11.84,           7.60,          18.28
        39,        3297.79,         478.36,        3208.25,          37.32,              0,        1254.80,        1036.38,        1101.07,              0,          74.48,          32.74,        1089.93,              0,         103.50,          43.45,              0,         153.00,         655.63,         207.97,          62.55,         194.44,           8.71,         278.74,         341.57,          28.08,           2.62,          14.96,          15.56,          17.37,          87.53,          13.97,           9.74,          21.35
        40,        3052.83,         426.21,        2886.46,          33.73,              0,        1144.14,         972.60,        1151.85,              0,          61.39,          29.97,         919.19,              0,          86.77,          35.21,              0,         129.96,         607.73,         189.38,          53.25,         171.99,           6.17,         232.31,         308.45,          22.22,           1.92,          13.55,          13.09,          13.29,          78.13,          10.45,           7.12,          17.05
        41,        2678.90,         269.75,        2536.04,          25.53,              0,        1054.76,         919.61,         982.96,              0,          54.72,          21.74,         671.17,              0,          72.37,          28.09,              0,         120.76,         571.64,         184.57,          53.15,         164.05,           5.62,         243.21,         293.57,          23.63,           2.36,          13.80,          11.33,          14.00,          79.70,          11.34,           7.86,          19.01
        42,        2446.68,         230.29,        2415.69,          27.23,              0,         943.71,         823.12,         859.77,              0,          51.56,          31.16,         809.11,              0,          69.53,          31.87,              0,         109.23,         532.06,         167.74,          49.38,         149.39,           4.73,         220.44,         264.31,          20.85,           1.88,          12.47,          10.01,          12.89,          73.00,          10.43,           7.50,          16.93
