I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   129136.32,    11065.25,     9715.87,    50138.98,     4138.80,     4104.40,           0,     7230.76,    17235.25,           0,           0,           0,    15783.62,     5569.16,     4154.47,           0,           0,     8243.20,    59854.66,    24466.24,           0,    50138.98,    12294.08,     1228.20,     7703.84,      472.77,    12697.83,      588.20,     1491.75,      274.96,      113.61,      617.26,       57.79,      746.18,     4233.36,      122.52,       82.80,      326.48,      471.23,      339.71,     2372.30,      201.97,      144.43,      624.98,           0,           0,           0,           0,           0,           0
         1,         2,      888.60,       68.89,        3.97,      348.64,           0,           0,           0,       80.81,      151.13,           0,           0,           0,      170.72,       48.38,       16.41,           0,           0,           0,      352.60,      231.86,           0,      348.64,       76.05,        7.21,       84.09,        3.27,      133.95,        6.80,       19.68,        2.51,        0.76,        7.02,        0.13,        2.95,       42.54,        0.67,        0.39,        1.71,        2.29,        1.10,        9.91,        0.66,        0.28,        2.17,           0,           0,           0,           0,           0,           0
         1,         3,        0.24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9289.00,     1846.51,      435.71,     3341.27,      240.34,      341.11,           0,      637.51,      872.99,           0,           0,           0,      431.88,      605.77,      536.46,           0,           0,      581.45,     3776.97,     1510.39,           0,     3341.27,     2058.21,      211.53,      668.03,       30.21,      130.06,       41.75,      168.18,       29.60,        7.97,       54.30,        3.03,       75.75,      469.28,       18.56,       11.48,       27.68,       82.20,       65.14,      211.71,       58.51,       32.03,       86.87,           0,           0,           0,           0,           0,           0
         1,         5,     4816.74,     1230.97,       91.65,     1431.48,       15.61,       28.17,      216.00,      419.75,      414.41,           0,           0,           0,      200.26,      407.56,      364.25,           0,           0,       43.78,     1522.93,      833.60,           0,     1431.48,     1388.57,      159.51,      446.93,       27.25,        9.48,       25.85,      104.12,       22.79,        7.05,       30.97,        3.57,       54.07,      307.03,       13.42,        8.94,       20.53,       47.77,       39.99,      175.90,       32.19,       15.21,       53.20,           0,           0,           0,           0,           0,           0
         1,         6,        6.27,        0.06,           0,        2.05,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        3.98,        0.03,           0,           0,           0,           0,        2.05,        0.15,           0,        2.05,        0.06,           0,        0.04,           0,        3.98,           0,           0,           0,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.06,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2981.15,      908.54,       15.39,      897.60,       14.56,       30.99,       24.00,      383.32,      333.29,           0,           0,           0,      218.15,      136.93,       20.01,           0,           0,       45.55,      912.99,      716.24,           0,      897.60,     1048.10,      141.10,      409.10,       26.21,        1.25,       28.07,      120.13,       24.97,        7.55,       36.18,        0.19,       11.68,      106.47,        1.87,        2.23,       14.49,        5.06,        1.50,        9.81,        1.40,        0.54,        1.70,           0,           0,           0,           0,           0,           0
         1,         9,      696.40,      167.20,       15.86,      219.38,        1.98,        2.08,           0,       77.95,       76.29,           0,           0,           0,       71.68,       53.89,       10.38,           0,           0,        4.06,      235.24,      154.20,           0,      219.38,      188.70,       21.27,       80.23,        2.31,           0,        7.17,       40.88,       10.77,        3.03,        9.83,        0.02,        4.05,       41.23,        0.25,        1.08,        7.26,        0.74,        0.65,        7.32,        0.49,        0.25,        0.93,           0,           0,           0,           0,           0,           0
         1,        10,        0.55,           0,           0,        0.54,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.54,        0.01,           0,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        11,      232.68,       90.59,        5.92,       66.48,           0,           0,           0,        7.68,        2.25,           0,           0,           0,       15.61,       28.66,       15.64,           0,           0,           0,       72.41,        9.89,           0,       66.48,      101.13,       10.29,        7.94,        0.32,           0,        0.89,        7.74,        3.12,        1.04,        2.83,           0,       17.50,        8.57,        2.26,        0.14,        0.22,           0,        1.68,        6.64,        1.35,        2.14,        3.83,           0,           0,           0,           0,           0,           0
         1,        12,     1098.08,      293.43,       10.48,      460.51,        0.14,           0,        9.00,       48.67,       24.76,           0,           0,           0,       72.16,      120.08,       59.50,           0,           0,        0.14,      470.99,       73.26,      168.00,      292.51,      327.76,       34.32,       49.66,        1.00,           0,        3.91,       37.31,       13.78,        4.78,       12.38,        0.02,       73.57,       37.18,        8.44,        0.43,        0.56,           0,        6.28,       30.22,        4.21,        6.33,       12.49,           0,           0,           0,           0,           0,           0
         1,        13,      411.60,      126.30,       11.19,      180.64,           0,           0,        2.00,       21.92,       18.01,           0,           0,           0,       22.22,       23.13,        6.30,           0,           0,           0,      191.83,       39.91,           0,      180.64,      148.55,       22.10,       22.12,        0.23,           0,        0.82,       13.31,        4.19,        1.33,        2.57,           0,       14.27,        7.71,        1.12,           0,        0.03,           0,        0.18,        4.85,        0.12,        0.14,        1.01,           0,           0,           0,           0,           0,           0
         1,        14,     1023.61,      336.75,       14.41,      422.85,           0,           0,        7.00,       60.64,       32.63,           0,           0,           0,       51.32,       76.34,       22.64,           0,           0,           0,      437.25,       92.98,           0,      422.85,      372.23,       35.33,       63.69,        3.22,           0,        4.29,       29.35,        9.79,        1.32,        6.69,        0.01,       50.61,       23.51,        2.00,        0.03,        0.27,           0,        1.28,       17.02,        0.38,        0.60,        3.36,           0,           0,           0,           0,           0,           0
         1,        15,        9.68,        2.91,           0,        0.57,           0,           0,           0,           0,           0,           0,           0,           0,        0.29,        2.04,        3.88,           0,           0,           0,        0.57,           0,           0,        0.57,        2.94,        0.04,           0,           0,           0,           0,        0.08,        0.17,        0.01,        0.03,           0,        1.67,        0.33,        0.05,           0,           0,           0,        0.12,        1.49,        0.14,        0.35,        1.78,           0,           0,           0,           0,           0,           0
