Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,        5323.85,        1465.89,       19094.35,        3216.37,        1148.15,       10067.56,       14527.54,              0,              0,              0,              0,           0.25,              0,              0,              0,       68843.36,         976.94,        1986.01,         496.04,         270.41,        1088.00,          78.82,         821.50,        2093.99,          61.95,          38.74,         190.98,         181.47,          33.44,        1009.93,          39.73,          40.17,         177.08
         3,       14375.50,       12238.56,      181721.57,       31390.71,       10966.74,       28495.22,       54928.93,              0,              0,              0,              0,              0,              0,              0,              0,       97240.71,        1712.77,        4071.16,         796.41,         380.78,        2178.86,         159.79,        2903.45,        4761.20,         188.51,          82.95,         475.05,         494.23,         217.11,        2050.94,         161.88,         154.01,         583.93
         4,       20667.79,       22376.30,      174479.66,       20873.09,        8839.25,       25139.83,       83430.28,           0.03,              0,              0,              0,           4.96,              0,              0,              0,       65783.33,        2521.70,        5730.52,        1151.89,         602.76,        2671.92,         288.99,        3319.53,        3886.78,         142.45,          31.36,         330.12,         308.76,         197.75,         817.83,          60.23,          54.80,         237.61
         5,       30017.49,       41557.96,      307915.79,       52839.16,       24773.93,       28385.27,       89863.00,           0.52,              0,           0.29,           0.03,          19.33,              0,           0.34,           0.18,       41841.61,        2280.05,        5703.18,        1015.08,         483.06,        2586.05,         145.02,        2641.67,        4052.46,         118.05,          40.97,         327.34,         177.57,         183.96,         699.68,          44.52,          41.44,         209.46
         6,       34665.13,       50881.97,      293418.40,       50130.14,       27606.67,       30002.24,       95642.13,           1.68,              0,              0,           0.05,          35.72,              0,           0.21,           0.22,       10765.72,        2458.29,        6194.89,        1116.91,         524.13,        2662.27,          67.74,        1897.38,        5609.31,         105.93,          59.76,         471.37,          94.36,         242.91,        1076.24,          56.39,          48.15,         256.05
         7,       46143.23,       68163.94,      319210.83,       38732.31,       23992.54,       41975.33,      129378.70,           0.15,              0,           2.02,           0.45,          34.74,              0,           1.34,           0.62,        9729.22,        3339.30,        8640.90,        1523.13,         797.08,        3499.15,          93.43,        2466.78,        5806.20,         128.81,          60.00,         490.77,         125.42,         192.87,        1170.53,          71.84,          50.54,         228.18
         8,       46834.86,       69789.73,      307088.68,       21714.98,       23959.45,       41261.12,      117511.69,           9.30,              0,           0.32,           0.46,          97.65,              0,           0.52,           0.41,        7160.98,        3268.28,        8323.31,        1449.45,         708.56,        3304.82,         128.63,        3052.29,        5157.16,         158.88,          54.04,         428.35,         152.22,         100.05,         987.16,          72.07,          45.71,         188.61
         9,       45504.62,       68812.69,      292168.94,       17773.10,       25502.53,       35162.54,      101945.34,          51.73,              0,           4.00,           1.97,         287.22,              0,           3.88,           2.73,        6369.02,        2857.25,        7545.94,        1364.83,         651.63,        3059.85,         141.79,        3285.45,        4989.45,         184.31,          49.31,         413.81,         166.56,         111.67,         893.93,          75.70,          48.90,         191.36
        10,       44679.07,       63929.18,      267622.20,       13822.93,       29826.56,       33257.35,       93201.47,         348.16,              0,           9.36,           2.23,         259.63,              0,          18.59,           4.22,        6320.59,        2657.24,        7218.83,        1313.67,         575.73,        2905.91,         149.41,        3273.39,        4450.65,         185.23,          42.66,         361.02,         203.62,         125.14,         897.77,          91.13,          60.33,         222.35
        11,       46987.04,       62024.93,      243254.24,       16567.29,       31069.97,       37214.57,       94318.29,         179.68,              0,          11.71,           1.40,         318.32,              0,          20.31,           3.11,        6094.73,        3026.40,        7901.59,        1428.30,         671.07,        3069.00,         154.41,        3605.67,        4159.30,         173.89,          40.19,         325.55,         165.66,          99.34,         848.72,          68.52,          45.26,         171.24
        12,       47683.29,       56546.80,      219661.48,       15417.34,       28440.70,       34780.45,       85047.55,         483.58,              0,          54.37,           4.03,         502.22,              0,          59.78,           5.48,        5464.11,        2626.19,        7412.27,        1320.59,         611.21,        2817.56,         110.86,        3069.53,        3847.55,         158.06,          39.20,         295.89,         190.41,          86.89,         725.06,          66.21,          44.35,         165.00
        13,       44472.85,       48197.23,      196802.19,       14025.65,       19417.25,       26982.63,       66464.92,        1119.62,              0,          48.38,           8.17,         577.56,              0,          61.08,           9.68,        4875.37,        2511.42,        6607.49,        1264.99,         540.39,        2619.82,         112.93,        3404.15,        4011.63,         183.72,          40.53,         319.80,         207.81,          96.08,         837.33,          71.35,          47.34,         178.44
        14,       42099.28,       41731.00,      178292.95,       10782.62,       13051.31,       21868.90,       54187.46,         760.16,              0,         142.38,           5.00,         505.46,              0,         165.86,           8.03,        4659.84,        2331.65,        6009.22,        1208.32,         479.12,        2416.67,         103.52,        3170.30,        3791.83,         173.83,          39.02,         291.21,         212.83,          93.13,         800.15,          69.75,          46.97,         171.61
        15,       45268.87,       36648.15,      157753.54,        6555.19,       10470.30,       32993.39,       67235.75,        1252.83,              0,          37.97,           4.87,        1101.70,              0,          48.67,           9.21,        4113.29,        2139.12,        5932.48,        1114.08,         476.57,        2273.84,          99.02,        3121.05,        3343.45,         182.02,          38.94,         264.79,         177.66,          73.27,         691.69,          51.54,          35.03,         143.27
