Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       11036.76,        6429.92,       93661.77,       18356.30,        6136.50,       27300.69,       45620.19,              0,              0,              0,              0,              0,              0,              0,              0,      110809.37,        1554.25,        3373.48,         778.52,         392.39,        1822.30,         158.83,        2130.92,        5004.96,         156.52,          88.13,         483.79,         393.92,         132.11,        2306.93,         125.22,         120.02,         476.51
         3,       15805.39,       16109.72,      203521.37,       30336.99,       11976.72,       19395.93,       47419.20,           0.55,              0,           0.15,           0.03,          24.08,              0,           0.22,           0.03,       72464.08,        1681.55,        4131.26,         789.98,         424.81,        2184.75,         165.87,        3153.73,        2812.29,         182.22,          45.34,         257.55,         493.89,         208.71,         937.02,         114.01,         110.93,         431.21
         4,       37771.32,       57091.81,      419500.17,       69324.69,       33444.13,       41200.52,      143617.65,           1.65,              0,           0.21,           0.05,          67.12,              0,           0.58,           0.37,       79603.23,        3265.17,        7685.77,        1464.38,         680.17,        3456.33,         305.08,        3481.30,        6397.48,         133.70,          50.31,         517.90,         237.06,         270.54,        1119.64,          62.70,          54.72,         262.17
         5,       41322.15,       67846.05,      394678.16,       59887.05,       35092.91,       38151.18,      113891.79,          30.99,              0,           3.62,           0.45,         259.15,              0,           2.64,           0.62,       18708.37,        2676.03,        6632.33,        1159.32,         531.91,        2922.48,          96.78,        2643.12,        6063.77,         140.93,          68.17,         494.67,         123.14,         251.57,        1187.66,          60.34,          52.98,         272.15
         6,       58296.52,       96547.47,      434111.02,       38183.42,       34506.55,       55410.00,      169130.60,         327.71,              0,          53.73,           4.24,         436.83,              0,          58.68,           6.56,       11771.00,        3750.67,        9614.55,        1713.06,         834.13,        3939.69,         122.70,        3112.88,        7387.55,         165.76,          74.87,         632.42,         180.00,         245.12,        1491.02,         106.26,          72.33,         321.48
         7,       64565.06,      101012.46,      430925.95,       26338.38,       41054.76,       57063.68,      162446.12,         403.37,              0,          63.05,           5.66,         430.16,              0,          78.47,           8.93,        9435.96,        4267.53,       10861.60,        1899.13,         948.56,        4330.55,         172.74,        4081.48,        7495.00,         222.24,          78.93,         629.17,         196.29,         142.93,        1305.09,          94.88,          60.29,         243.93
         8,       61282.63,       95095.52,      379084.30,       24070.76,       47074.78,       49153.93,      134920.92,        1903.72,              0,         116.54,          11.74,        1312.27,              0,         121.19,          14.49,        8198.76,        3498.99,        9365.97,        1694.97,         784.36,        3799.65,         201.03,        4481.08,        6479.89,         244.59,          61.44,         525.55,         269.95,         169.54,        1246.06,         123.10,          81.02,         303.30
         9,       65630.29,       87962.55,      328916.36,       23168.59,       36929.27,       49752.38,      126901.78,        1911.57,              0,         137.81,           7.05,        1957.37,              0,         189.99,          14.65,        8057.43,        3554.31,        9890.74,        1791.67,         815.07,        3874.69,         168.00,        4437.08,        5765.93,         234.87,          57.04,         464.69,         253.70,         146.67,        1193.11,         107.99,          71.89,         264.30
