I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  11008.14,         0,   8247.00,  60033.56,  24567.38,         0,         0,         0,  15782.64,   5432.05,   4178.16,         0,         0, 129248.93
    1,    2,     45.13,         0,         0,    349.29,    231.84,         0,         0,         0,    170.81,     46.59,     16.54,         0,         0,    860.20
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.25,         0,         0,         0,         0,      0.25
    1,    4,   1945.55,         0,    581.99,   3774.90,   1504.70,         0,         0,         0,    473.25,    717.35,    534.57,         0,         0,   9532.31
    1,    5,   1217.39,    217.00,     42.74,   1494.28,    819.31,         0,         0,         0,    218.57,    481.03,    362.53,         0,         0,   4852.85
    1,    6,      0.02,         0,         0,      2.02,      0.15,         0,         0,         0,      4.26,      0.04,         0,         0,         0,      6.49
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    1,    8,    971.65,     24.00,     43.67,    875.90,    687.44,         0,         0,         0,    208.60,    124.13,     15.59,         0,         0,   2950.98
    1,    9,    211.13,         0,      3.60,    226.12,    147.74,         0,         0,         0,     68.81,     47.82,      7.96,         0,         0,    713.18
    1,   10,         0,         0,         0,      0.52,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.53
    1,   11,     82.48,         0,         0,     67.08,      8.54,         0,         0,         0,     14.23,     27.37,     15.36,         0,         0,    215.06
    1,   12,    268.91,      9.00,      0.12,    448.78,     63.92,         0,         0,         0,     64.85,    116.54,     58.26,         0,         0,   1030.38
    1,   13,    102.91,      2.00,         0,    180.77,     35.71,         0,         0,         0,     20.17,     22.62,      6.06,         0,         0,    370.24
    1,   14,    249.29,      7.00,         0,    396.23,     77.93,         0,         0,         0,     44.68,     73.23,     21.92,         0,         0,    870.28
    1,   15,      3.57,         0,         0,      0.44,         0,         0,         0,         0,      0.20,      1.50,      3.83,         0,         0,      9.54
    1,   16,     38.50,         0,         0,     22.44,      2.62,         0,         0,         0,      8.91,     17.66,     19.38,         0,         0,    109.51
    1,   17,     36.70,         0,         0,     29.43,      2.69,         0,         0,         0,      9.45,     16.01,     12.26,         0,         0,    106.54
    1,   18,      0.38,         0,         0,      0.06,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,      0.46
    1,   19,      0.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.31
    1,   20,      8.37,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.78,      8.73,         0,         0,     17.97
    1,   21,      5.46,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.42,         0,         0,     12.88
    1,   22,      0.55,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.12,         0,         0,      1.67
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   8901.82,         0,         0,         0,         0,         0,    541.00,    230.61,   9673.43
    2,    1,    504.01,         0,    612.97,   1743.08,    240.75,         0,         0,         0,    296.79,     45.00,     17.32,         0,         0,   3459.92
    2,    2,    117.98,         0,         0,   1738.25,    346.39,         0,         0,         0,    825.78,     27.88,      4.40,         0,         0,   3060.68
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,    4,    121.56,         0,     49.70,    214.21,     67.23,         0,         0,         0,     52.44,     26.99,      8.92,         0,         0,    541.05
    2,    5,     84.90,         0,     16.92,    153.33,     42.37,         0,         0,         0,     16.70,     18.86,      7.08,         0,         0,    340.16
    2,    6,         0,         0,         0,      0.26,      0.02,         0,         0,         0,      1.08,      0.01,         0,         0,         0,      1.37
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     74.28,         0,     21.85,    106.88,     34.57,         0,         0,         0,     14.10,      5.52,      0.25,         0,         0,    257.45
    2,    9,     18.46,         0,      3.08,     43.65,     10.55,         0,         0,         0,      5.40,      2.53,      0.15,         0,         0,     83.82
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
