Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       11122.97,        6448.89,       94158.55,       18385.66,        6148.98,       27478.73,       45865.13,              0,              0,              0,              0,              0,              0,              0,              0,      112949.54,        1620.07,        3507.38,         813.85,         410.35,        1898.66,         183.82,        2500.91,        5524.85,         187.39,         103.91,         525.44,         397.62,         133.36,        2317.30,         126.19,         120.77,         479.69
         3,       15860.34,       16139.58,      204429.72,       30357.34,       11993.70,       19537.31,       47671.82,           0.59,              0,           0.16,           0.03,          25.65,              0,           0.22,           0.02,       74034.17,        1745.26,        4279.40,         820.20,         437.06,        2258.23,         192.89,        3693.74,        3300.18,         217.27,          56.82,         304.76,         497.52,         210.35,         942.42,         114.87,         111.52,         433.71
         4,       38098.32,       56837.26,      420594.80,       69181.97,       33461.32,       41423.35,      144081.51,           1.78,              0,           0.21,           0.04,          69.91,              0,           0.57,           0.35,       80835.86,        3359.97,        7906.49,        1508.90,         694.78,        3555.83,         343.53,        3968.61,        6870.23,         152.88,          56.27,         550.88,         239.43,         272.82,        1124.63,          63.20,          55.20,         263.92
         5,       41626.63,       68184.39,      396125.11,       59902.76,       35144.66,       38370.13,      114571.48,          14.38,              0,           2.01,           0.43,         135.37,              0,           1.16,           0.60,       19071.47,        2754.62,        6840.03,        1197.57,         546.29,        3010.82,         108.73,        2972.66,        6653.11,         159.79,          79.34,         537.87,         122.64,         252.20,        1191.27,          60.38,          52.95,         271.77
         6,       58654.07,       96407.38,      435364.38,       38366.05,       34406.31,       55337.47,      169071.36,         418.09,              0,          10.62,           2.91,         613.06,              0,          18.24,           4.64,       11938.62,        3841.11,        9842.50,        1753.80,         850.82,        4030.80,         139.75,        3605.29,        7984.29,         199.44,          88.06,         679.66,         182.29,         247.35,        1494.22,         107.43,          73.04,         324.10
         7,       64781.34,      101074.68,      430533.97,       26210.42,       40870.50,       57321.62,      162559.01,         324.95,              0,          58.80,           6.94,         353.19,              0,          70.62,          10.78,        9547.50,        4369.48,       11124.94,        1947.35,         973.02,        4430.92,         198.90,        4696.04,        8234.18,         266.46,          94.91,         687.79,         198.38,         144.04,        1304.99,          95.34,          60.37,         245.05
         8,       61337.44,       94884.55,      378961.13,       24098.99,       47088.63,       49219.31,      135407.90,        1566.44,              0,         109.55,           4.25,        1393.50,              0,         126.49,           6.71,        8272.79,        3556.87,        9548.35,        1727.01,         798.93,        3870.13,         229.92,        5111.76,        7008.54,         286.03,          73.97,         564.60,         269.06,         168.05,        1226.42,         121.89,          80.19,         300.84
         9,       65613.70,       87463.41,      328622.34,       23115.61,       37116.49,       49655.76,      125973.14,        1933.83,              0,         153.83,          14.15,        1560.92,              0,         191.80,          21.47,        8097.91,        3607.71,       10005.31,        1810.92,         819.34,        3922.35,         192.58,        4983.75,        6285.04,         273.09,          69.15,         504.13,         253.07,         146.02,        1178.23,         107.10,          71.30,         262.33
