O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,741,11743,922,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2128,43640,2129,47004
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,868,15149,1043,14701
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,729,6492,669,6451
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,852,19845,904,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,817,7318,794,7322
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,734,9161,738,9564
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,1961,37463,1927,37181
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1686,32376,1641,32304
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,1996,32797,2001,36602
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1573,33864,1540,32268
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1171,26430,1242,26130
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1051,12478,1009,19184
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,644,6996,583,8468
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,824,14883,804,14856
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,920,9465,930,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,495,5412,517,5394
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1230,31028,1460,26832
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1138,17077,1164,16736
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1058,18974,1098,19405
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1114,14425,1049,17450
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1178,16511,1192,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1739,37870,1853,37977
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1490,40660,1564,42518
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1546,35060,1548,37523
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1402,23714,1374,23654
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,699,11878,675,11874
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1549,39733,1512,39529
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,758,15375,866,15694
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,739,10839,740,11394
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1518,28888,1565,28942
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1299,21760,1357,22017
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1789,43651,1799,43909
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2775,69708,2783,72207
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,633,9586,672,9640
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1026,10566,849,10791
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,567,6446,535,6388
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2114,56917,2143,58884
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1023,14911,952,14656
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1100,14856,1122,14931
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1808,32524,1613,32196
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,2985,73275,2854,75294
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,682,8034,722,7811
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1624,37120,1550,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2111,46682,2107,49154
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2354,59721,2364,59678
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1010,10754,906,10697
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,493,6516,545,6549
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,870,10722,966,11058
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2038,45306,2002,45260
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,2959,72800,3146,72582
