O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,975,11730,1098,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2847,43641,2166,47002
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,1301,14187,1190,14701
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,850,6492,862,6451
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,1117,19845,1091,20058
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2240,35889,2775,37909
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2188,32797,2535,34254
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1853,33864,2859,31395
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1339,26430,1618,21779
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,723,6664,727,8468
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,602,5412,643,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,517,7414,650,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,2209,31028,1697,31503
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2542,40744,3233,42503
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1399,19802,1457,19313
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1334,19938,1434,20072
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1219,15521,1462,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,2223,37870,2056,37976
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1896,40053,2208,39693
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1604,35059,2098,35555
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,798,11877,986,11874
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,746,7505,681,7535
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1817,39734,2143,39529
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1933,31441,2289,31708
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1536,26283,1621,26932
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,681,5839,676,6018
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,2005,46561,2567,47091
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,968,10839,1056,10864
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1836,35020,1847,28942
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,813,9298,782,9296
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1583,21760,1576,22017
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1962,43650,2187,43909
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,714,8230,706,8230
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,993,10635,1014,10791
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,770,6446,610,6388
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1161,15577,1049,14656
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1480,18333,1519,18401
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1274,14844,1275,14920
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3086,73274,3642,73505
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,811,8034,815,7801
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,1973,47972,2221,47781
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1670,37119,1828,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2322,46681,2821,47150
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2759,59720,3263,59678
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1081,10101,948,10697
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,545,6516,629,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,990,10722,1156,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1867,39533,1842,39017
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2235,45306,2310,45260
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,3259,40822,2205,41818
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,4791,71938,3815,72582
