O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,769,11744,963,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2138,43641,2168,47015
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,896,6440,740,6399
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,937,19849,950,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,949,7519,894,7339
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,723,9433,713,9446
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1848,31479,1723,32298
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2025,32780,2115,32895
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1675,32622,1641,32262
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1288,26432,1328,26132
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1144,14185,1023,19168
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,925,14882,870,14852
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1027,9465,1000,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,600,5421,545,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,553,7719,652,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1233,30791,1495,31497
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1194,17027,1156,17618
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,763,10889,876,12136
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1413,29379,1397,31597
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1092,19940,1098,14424
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1801,37870,1821,36186
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1502,40661,1612,43739
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,712,11877,706,11873
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,760,7948,638,7533
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1706,37935,1718,37818
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1583,39734,1581,39530
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,777,15374,866,15626
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1377,26264,1351,26930
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,771,5838,650,7572
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1311,21750,1371,22019
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1745,43650,1787,43875
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2743,69708,2774,69820
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,646,9586,674,9606
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,606,6445,558,6387
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2033,56918,2172,58806
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1357,18347,1356,18771
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1430,18334,1304,20963
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1687,32594,1623,34748
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,710,7788,697,7812
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,1837,47974,1807,47783
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1581,37119,1537,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2184,46681,2211,46801
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,958,10756,853,10702
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,545,6515,563,6515
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1643,39303,1623,39025
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2072,45294,2013,45227
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,1751,41680,1864,41817
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,3132,72796,3160,72581
