O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,1055,15402,997,13641
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,1039,20154,940,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,918,7519,922,7488
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,731,9161,688,9445
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2057,38507,1970,37177
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,2009,32766,1685,32300
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1046,12478,998,19026
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,659,6648,601,8333
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,925,14882,957,14707
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1085,10649,1010,9558
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,569,5420,565,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,499,7414,626,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1235,30791,1604,31497
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2356,42319,2182,45110
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1170,17026,1141,16737
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,714,10889,889,12136
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1093,18975,1114,19320
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1354,29379,1556,31559
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1031,19940,1076,17447
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1784,40445,1905,39971
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1737,40687,1617,42518
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1481,23694,1463,23652
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,806,11877,687,11873
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1805,37936,1727,37818
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1543,39734,1646,39530
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1939,31441,1884,31319
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1359,26264,1393,26930
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,670,5838,641,6019
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,785,10838,742,11394
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1635,28887,1695,28948
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1355,21750,1387,19342
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1798,43650,1794,43875
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2782,69708,2830,69820
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,678,9586,679,9606
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,943,10637,904,10716
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,578,6448,546,6390
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1720,32417,1612,32195
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,676,7788,710,7812
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,1843,47973,1860,47782
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1603,37119,1590,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2284,46681,2265,46801
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2497,59720,2574,59680
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,517,6516,534,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,887,10722,968,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1649,39303,1640,39025
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2096,45294,2045,45227
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,1700,41679,2190,41817
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,3153,72795,3410,72582
