O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,768,11744,913,13641
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,893,15148,1007,14698
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,869,19849,886,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,727,7519,731,7242
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,1823,37854,1762,37177
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1580,31928,1561,32300
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1504,34262,1490,32264
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,545,6980,567,7003
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,766,14882,729,14852
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,882,10649,889,9558
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,461,5412,477,5394
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1218,30791,1379,31497
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2036,45823,2044,45110
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1108,17027,996,17619
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,651,10889,750,12136
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,972,18582,1032,19320
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1270,29379,1394,31559
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,951,14426,933,20073
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1135,15519,1128,15485
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1504,35060,1536,37524
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1286,23694,1313,23652
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,669,11877,646,11873
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,656,7948,652,7533
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,739,15374,794,15626
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,1880,46558,1943,49063
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,611,10838,661,11357
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1430,28886,1476,28948
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,640,9299,654,9290
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1146,21750,1159,22019
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1722,43650,1738,43875
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2724,69708,2640,69820
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,629,9586,623,9606
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,775,10636,785,13264
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2045,56918,2083,58806
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1229,18347,1210,18771
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1184,18334,1164,18497
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1085,14851,1053,14886
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1603,32594,1597,34748
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,2890,73275,2775,72940
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1562,37119,1501,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2044,46681,1977,46801
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2293,59721,2223,59680
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,844,10756,777,10702
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,819,10722,885,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1601,39303,1576,39025
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,1980,45294,1954,45227
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,1643,41679,1750,41817
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,2953,72796,2947,72581
