O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,756,11743,1005,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2120,43641,2430,47389
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,889,19847,930,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,900,7266,893,7488
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2454,38275,2011,37181
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,2025,30079,1673,31817
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2440,32797,2120,32891
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1535,21960,1320,26130
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1214,12478,1149,19184
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,871,14883,1079,14856
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1028,9465,1007,9545
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,491,7414,622,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1232,31028,1792,31503
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2914,42478,2247,45114
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,786,10889,965,12136
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1140,18583,1160,19405
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1161,19938,1197,20072
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1374,15521,1222,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1861,36701,2198,37971
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1551,40659,1615,42518
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1443,23714,1463,23654
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,804,13715,704,11874
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,800,7588,678,7534
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1918,39486,1692,40171
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1984,31441,1833,31319
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,780,15375,1161,15693
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1375,26283,1424,26932
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,797,5770,677,6018
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,795,10839,767,11394
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1626,28888,1623,34862
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,3193,69707,2769,72207
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,685,9586,702,9640
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1106,10566,922,10791
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,619,6446,566,6388
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1471,18359,1466,18804
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3412,73274,2895,75294
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,752,7787,712,8050
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,2125,47972,1827,47781
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1896,37119,1549,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2638,46681,2160,49154
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2886,59720,2421,59678
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1016,10755,1022,10988
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,603,6516,605,6516
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1719,39305,1687,39259
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2142,45306,2099,45260
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,1677,41684,2376,41818
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,3045,72800,3920,72582
