O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,714,5167,682,5154
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,809,11743,1003,13641
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,955,15149,1140,14701
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,1140,19845,1308,18038
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,973,7318,924,7313
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,762,9161,702,9564
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2071,38559,2338,35899
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1901,32376,2129,31221
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1771,33864,2220,32268
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1149,18992,1027,19184
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,697,6996,685,8468
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,1275,14272,1001,14856
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1012,9465,1022,9545
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,505,7414,636,6449
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2413,41028,2357,42057
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1207,17077,1168,16736
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,799,10889,807,12136
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1882,31526,1569,31558
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1079,19937,1246,20072
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,2164,37870,1879,37976
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1896,40053,1881,39971
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1673,40659,1803,42518
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1501,23714,1494,23654
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,693,7504,666,7535
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1527,39733,1922,39529
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1893,31440,2035,31319
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,813,15375,1012,15693
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1369,26283,1447,26932
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,599,5770,606,6018
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,1982,46561,2193,49094
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,779,9298,703,9296
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1891,43650,1814,43909
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,661,9586,671,9640
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,876,10566,852,10791
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,646,6446,566,6388
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2111,56916,2376,58884
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1105,14911,1027,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1373,18359,1388,18804
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1341,18264,1325,18489
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1698,32524,1572,32196
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,2987,73274,3081,75294
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1690,37119,1548,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2221,46681,2376,49154
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2470,59720,2763,59678
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,912,10754,860,10697
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,985,10722,1150,11058
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2255,45306,2061,45260
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,2465,41684,2081,41818
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,4120,72800,3575,72582
