O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,744,5167,666,5154
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,876,11743,1027,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2557,43641,2267,47383
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,1037,15149,1153,14700
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,970,7266,993,7488
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,762,9439,726,9564
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2160,38559,2289,38461
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1952,31325,2410,32304
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1309,26430,1612,22272
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1193,14043,1052,19044
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,703,6642,672,8413
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,1261,14272,1028,14856
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,611,5412,626,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,522,7414,655,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1539,31027,1565,31503
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2468,40745,2583,42946
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1251,17078,1294,17626
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1939,31526,1530,31798
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1314,19938,1269,14385
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1950,40052,2103,44656
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1640,41745,1878,42519
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,864,11877,768,11873
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,786,7506,692,7533
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1877,39733,1897,39529
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1937,31441,2110,31319
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1417,26282,1584,26931
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,668,5838,697,5984
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1786,28888,1769,28941
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,820,9299,785,9296
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1579,21750,1577,19334
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1026,10637,1048,10789
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,743,6446,631,6388
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1130,15333,1075,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1495,18359,1456,18804
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1871,32596,2196,30734
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3260,73275,3888,75294
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,851,7787,854,8050
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,2081,47974,2308,47782
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2377,46681,2643,49155
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1134,10234,1018,10707
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,546,6516,584,6516
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1817,39305,1972,34077
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,2392,41841,2008,41835
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,4053,72800,3514,75775
