O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,699,5167,682,5154
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2248,43650,2207,47015
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,898,7519,941,7488
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,735,9161,742,9402
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2055,38506,2019,37518
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2168,32788,2209,32889
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1648,33811,1685,32605
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,671,6996,638,8383
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,512,7414,649,6449
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1158,18584,1164,19316
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1031,19938,1058,20072
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1252,15521,1258,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1815,37870,1867,37971
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1797,40445,1838,39971
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1553,40661,1598,42519
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1656,35060,1675,35170
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1505,23716,1440,23649
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1578,39733,1568,39529
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,825,15374,899,15687
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1384,26286,1417,26928
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,676,5769,638,5984
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,1985,46558,2031,45876
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,833,10840,824,11358
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1684,28888,1635,28948
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,800,9299,764,9296
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2772,69708,2800,69853
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,673,9586,675,9640
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,937,10568,867,10789
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,688,6447,596,6390
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1135,15285,1081,15175
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1431,18266,1363,18488
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1195,14847,1146,14922
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1777,32348,1650,32195
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3017,73096,3009,72940
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,738,7788,804,7812
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,1865,47974,1878,47782
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1635,37119,1603,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2213,46681,2315,46801
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2421,59720,2526,59679
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,527,6516,545,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,873,10722,938,11058
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2192,45306,2152,45263
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,3234,72800,3202,75863
