O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,3000,43979,2161,47015
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,888,6440,1180,6399
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,1491,17521,1107,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,1086,7504,1161,7339
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,747,9161,752,9445
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,2144,31551,2507,38721
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1436,26432,1771,22273
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1455,12535,1134,17970
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,1458,14137,1117,14852
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1267,11788,1177,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,653,5599,658,5394
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,2136,30791,1634,31497
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,1012,10889,1127,12136
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,2360,31527,1632,31798
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,2260,37870,1856,36186
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1568,43376,2068,41199
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1614,35060,2444,35556
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1650,23693,1740,23652
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,787,7957,677,7533
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1773,37936,2544,38204
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1663,39734,2731,39530
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,948,15374,984,15625
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,617,5838,667,6019
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,1989,46558,2885,47094
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,1091,14794,1152,11394
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,791,9299,777,9296
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1524,21750,1584,22019
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1782,43650,1992,43875
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2758,69708,3657,70206
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,660,9586,672,9606
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1098,10637,1362,10788
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,823,6448,827,6390
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1126,14666,1036,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1473,18347,1546,18771
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1566,18335,1951,18486
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1221,14851,1287,14886
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,798,7788,779,7812
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,1892,47973,2256,47782
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1612,37119,1771,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2273,46681,3124,47187
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2558,59721,3723,59680
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1036,10765,939,10702
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,558,6516,675,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,1057,10722,1168,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1736,39303,1755,36551
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2178,45294,2282,42753
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,5112,72795,4036,71206
