O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,741,5167,726,5154
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,833,11743,997,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2512,43641,2222,47002
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,1117,19845,986,20058
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,747,9439,726,9564
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2157,38559,2695,36617
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,2074,30079,2387,31221
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1547,22270,1601,22272
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,701,6664,715,8468
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,1288,14272,1175,14950
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1026,9465,1071,9545
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1684,31028,2066,31503
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2487,42086,3051,41394
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1259,17077,1343,16736
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,879,10889,1069,12136
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,2245,31526,1574,31558
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1293,19938,1280,20072
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1251,15521,1351,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,2104,37870,2071,37976
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1592,40659,1809,42518
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1675,35059,1882,35169
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1566,23714,1602,23654
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,747,7505,692,7535
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1802,37935,2092,40171
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1772,39734,1917,39529
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1963,31441,2084,31319
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,978,15375,987,15693
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1448,26283,1557,26932
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,665,5770,717,6018
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,2059,46561,2444,47055
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,932,14795,1052,10864
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1828,28888,1834,28942
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,828,9298,804,9296
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1547,21760,1533,22017
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,702,8230,705,8230
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1024,10566,999,12273
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2130,56916,2531,60365
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1230,15577,1055,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1550,18359,1477,18804
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1491,18264,1634,18489
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1858,32346,1734,32196
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3080,73095,3346,75294
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,789,8034,837,7801
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1091,10031,956,10697
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,521,6516,583,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,978,10722,1072,11058
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2250,45306,2146,45260
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,2679,41684,2472,41818
