O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,986,11743,1064,13641
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,1395,15149,1157,14700
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,1018,7481,1063,7543
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,747,9439,722,9564
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2209,38559,3111,37181
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,2280,32376,2393,40878
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2197,32788,2688,32050
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1511,26432,1579,22272
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1365,12478,1186,19044
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,715,6642,777,6768
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,1388,14414,1149,14856
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1045,9465,1113,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,608,5412,632,5394
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1780,31027,1816,31481
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2474,41245,3383,45114
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,864,10889,1582,12136
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1993,31526,1683,31797
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1297,19938,1471,14385
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1253,15529,1360,15485
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1483,23716,1695,23652
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,822,13715,784,11873
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1882,39733,2381,39573
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,943,15375,1168,15687
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1397,26286,1658,26930
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,2328,49030,2521,49062
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1945,28890,1761,28948
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,829,9299,763,9296
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,698,9586,688,9640
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1057,10637,986,10607
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,738,7269,658,6390
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1144,15836,1127,15160
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1498,18863,1533,19311
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1562,18335,1543,18402
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1208,14847,1280,14922
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3295,75746,3619,75294
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,808,7787,740,8050
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,2120,47974,2338,47782
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1918,37119,1923,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2560,49153,2675,46990
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1050,10757,986,10702
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,557,6516,580,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,1000,10722,1103,10912
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1811,39305,1826,39021
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2206,45306,2198,45263
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,2870,41841,2652,41818
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,4646,72800,4362,75758
