O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,666,5167,664,5154
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2107,43642,2540,47384
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,910,15149,1292,14701
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,967,6440,744,6399
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,961,19849,947,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,975,7266,880,7488
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,737,9439,727,9564
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,2038,30845,1695,32304
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2389,32797,2144,32890
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1962,32001,1570,32268
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1538,20189,1339,26130
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1110,12478,1034,19186
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,759,6996,618,8555
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,927,14883,1057,14856
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1113,9465,984,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,561,5412,567,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,499,7414,668,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1239,31027,1700,31503
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2372,42086,2173,45114
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1198,16794,1244,16736
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,801,10889,980,12136
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1115,18583,1131,19405
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1399,29618,1488,31558
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1246,14426,1124,17450
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1384,18982,1236,15485
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1839,40445,1801,39693
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1733,41248,1611,42519
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1509,23714,1664,23653
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,815,13715,693,11873
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,713,7506,672,7533
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1715,39736,1678,39529
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,2187,34409,1837,31319
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,792,15375,1194,15693
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1455,26283,1590,26931
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,822,5770,657,6018
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,2373,49035,2013,49095
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1822,28888,1605,34861
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1306,21750,1433,19335
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,2051,43650,1790,43908
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,3121,72182,2756,72207
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,699,8230,704,8230
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1076,10566,900,10791
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,642,6446,584,6388
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1136,15285,1053,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1444,18952,1501,18804
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1566,18264,1400,18489
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1803,32524,1636,32196
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3319,75570,2879,75295
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,755,7787,699,8050
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,2070,47974,1797,47782
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2490,49155,2183,49155
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1098,10757,905,10707
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,564,6516,556,6516
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1707,39305,1679,39259
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,3084,72800,3835,72582
