O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,767,11743,927,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2140,43640,2230,47013
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,901,15149,1017,14701
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,718,6492,681,6451
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,844,19845,899,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,811,7318,767,7322
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,693,9439,711,9445
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,1987,37463,1884,37181
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1690,32376,1657,32304
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2051,32797,2039,32890
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1567,33864,1535,32268
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1117,12477,1006,19042
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,635,6996,570,8326
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,515,5412,529,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,480,7414,621,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1223,31027,1420,26832
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2203,45430,2132,41940
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,760,10889,920,12136
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1351,29617,1587,31558
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1108,14426,1070,17450
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1187,18982,1165,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1757,37870,1841,37987
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1713,40446,1760,39971
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1550,40672,1576,42518
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1363,23714,1400,23654
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1771,37946,1638,40171
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1523,39734,1538,39529
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,2076,46571,1997,49094
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,745,10839,757,11394
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1549,28888,1546,28942
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1285,21760,1245,22017
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1839,43661,1786,43909
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1004,10566,868,10791
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,563,6446,540,6388
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1133,14856,1115,14931
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1820,32346,1607,32196
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3053,73106,2875,75294
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,707,7809,746,7832
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,1957,47983,1819,47781
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1705,37130,1542,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2176,46692,2095,49154
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1004,10754,882,10697
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,527,6515,549,6549
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,902,10625,932,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1675,39324,1714,39045
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2019,45306,2020,45260
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,1678,41684,1800,41818
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,3044,72800,3090,72582
