O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,703,5167,757,5154
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2545,46475,2141,47004
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,1011,15167,1115,14701
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,1232,19845,961,20058
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,712,9439,706,9206
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2113,38275,2385,38464
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2105,32797,2577,32051
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1349,24850,1542,22272
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1247,12619,1037,19042
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,715,6397,661,8327
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1041,9465,1039,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,581,5412,610,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,501,7414,611,6449
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2500,42363,2701,42058
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1501,18973,1262,19312
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1987,31526,1547,31558
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1210,19938,1237,20072
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1235,15521,1284,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,2022,37869,1934,37977
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1500,40659,1785,42518
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1581,35059,1855,37523
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,753,11878,794,11874
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,722,7504,661,7535
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1707,37936,1915,40171
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1673,39734,1776,39529
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1923,31440,2073,34193
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1429,26283,1523,26932
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,643,5839,665,6018
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,909,10840,924,11394
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1753,28888,1727,28942
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,805,9298,769,9296
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2781,69708,3020,70170
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,657,9586,673,9640
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,955,10635,1001,10793
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2119,56916,2469,58885
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1087,15333,1063,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1474,18359,1484,18804
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1415,18333,1501,18491
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1784,32594,1669,32376
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3040,73275,3258,75473
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,753,8034,776,8050
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1634,37119,1670,37030
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2291,46682,2536,49154
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2654,59722,2849,59678
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,547,6515,590,6515
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,939,10722,1003,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1802,39302,1752,39988
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2319,45303,2188,46231
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,2567,41681,1963,41818
