O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,591,5167,566,5154
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,736,11743,904,13641
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,668,6492,668,6451
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,880,19845,964,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,737,7318,740,7322
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,677,9161,721,9564
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1578,32376,1585,32304
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1482,33864,1523,32268
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1149,26430,1227,26130
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,999,12478,998,12640
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,557,6996,567,8468
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,745,14883,752,14974
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,864,9465,910,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,472,5412,474,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,470,7414,553,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1208,31028,1331,26832
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1043,16793,1046,16736
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,660,10889,776,12136
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1011,18974,1032,19313
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1307,29618,1386,29677
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1007,14425,942,20073
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1664,37870,1747,37987
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1539,40672,1573,42573
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1543,35071,1515,37578
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1312,23714,1346,23709
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,635,7504,597,7535
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1704,37946,1602,40171
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1593,39733,1435,39530
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1769,31441,1657,31319
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,769,15375,791,15703
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1290,26283,1356,26932
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,539,5770,549,6018
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,1947,46571,1885,49094
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,654,10839,657,11394
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1528,28888,1476,28942
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,663,9298,639,9296
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1164,21760,1203,22017
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2718,69718,2670,72173
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,742,10566,772,10791
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2092,56927,2111,58884
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,968,14911,898,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1172,18359,1180,18804
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1194,18264,1194,18489
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,1841,47983,1749,47781
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,818,10754,767,10697
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,493,6516,510,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,807,10722,882,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1656,39533,1607,39017
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,1973,45306,1963,45260
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,1694,41684,1681,41818
