O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,749,5167,754,5154
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,1171,19849,1042,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,1049,7519,1021,7339
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,751,9161,737,9563
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2136,38506,2523,38323
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1980,32317,2388,31556
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2149,31997,3186,34253
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1704,33813,2343,32601
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1259,26432,1611,22273
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1222,14043,1086,19044
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,718,6664,667,8414
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1132,11788,1026,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,600,5412,600,5394
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1569,31030,1576,31497
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2561,42318,2727,41539
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,1033,10889,1100,12136
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1322,15521,1392,15485
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1974,40051,2086,44655
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1620,41745,1801,42518
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1700,35060,2008,35170
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1815,39487,2120,37818
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1820,39734,1913,39530
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1480,26263,1571,26930
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,675,5838,773,7101
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,2194,46558,2468,46262
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,967,10840,953,10830
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1831,28887,1789,28947
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,827,9299,795,9290
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1905,21750,1578,19334
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,2087,43650,1923,43875
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,3087,69708,3255,69820
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,701,9586,690,9606
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,715,6447,592,6390
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2278,59633,2572,60366
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1210,15285,1103,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1547,18347,1591,18771
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1263,14851,1238,14886
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1982,32596,1967,32195
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,2148,47973,2074,47782
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,541,6516,616,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,987,10722,1068,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1742,39303,1730,39025
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2187,45309,2165,45227
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,4220,72795,3456,75863
