O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,578,5167,573,5154
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2037,43642,1932,43752
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,805,15147,927,14698
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,633,6440,644,6399
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,811,19849,872,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,716,7266,668,7352
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,649,9439,658,9564
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,1767,37463,1792,37181
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1517,32376,1578,32304
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,1865,32788,1923,32889
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,1466,33864,1490,32268
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1131,26432,1218,26130
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,939,12478,902,12492
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,573,6642,554,7107
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,752,14883,735,14856
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,911,9465,890,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,451,5412,487,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,483,7414,586,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1207,31027,1335,26832
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2007,45428,2042,45114
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,984,17078,1094,17626
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1247,29618,1420,31797
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1113,15521,1084,17404
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1697,36702,1701,36856
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1668,40445,1667,39971
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1430,40661,1586,42519
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1446,35060,1587,37524
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1311,23716,1281,23649
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,651,7500,588,7533
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1566,37936,1622,40172
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1625,31441,1690,31319
