O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,669,5167,645,5154
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2232,46476,2098,43760
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,969,7481,995,7564
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1865,32376,2357,32304
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2078,32788,2253,32050
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,2076,33093,2275,32268
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1611,22108,1603,22272
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1268,12478,1036,19044
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,683,6642,674,8413
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,1315,14137,1077,14856
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1032,9465,996,9545
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,621,5420,610,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,513,7414,632,6449
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2433,42478,2729,42112
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1224,17078,1153,17626
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,859,10889,832,12136
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1337,18585,1225,19315
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1135,19938,1102,20072
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1246,15529,1270,15485
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1639,37531,1695,37524
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1408,23716,1525,23652
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,748,11877,742,11873
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1583,39733,1603,39529
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,835,15375,860,15687
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1336,26286,1504,26930
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,581,5838,591,5984
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,1972,49030,2059,49062
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,767,9299,737,9681
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1316,21750,1335,19334
152,"41.2988910355,-112.035010723" ,972,"40.7660876563,-111.889660847" ,2748,72179,2824,72207
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,647,9586,648,9640
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,842,10637,841,10789
268,"41.1810342356,-112.112721728" ,480,"41.1122950258,-111.983491621" ,1305,18335,1348,18488
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1165,14847,1204,14922
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1619,32596,1568,32195
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,2940,75746,2942,75294
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,769,7772,740,8050
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1564,37119,1583,37029
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,984,10103,926,10702
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,984,10722,1135,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1695,39305,1686,39021
46,"41.5094275697,-112.013403371" ,383,"41.1912699262,-111.943197091" ,2087,45306,2087,45263
