O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,792,11743,970,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2129,43650,2190,47015
1153,"40.729610314,-111.850966053" ,1075,"40.7635231122,-111.844001402" ,732,6440,723,6399
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,820,7519,810,7242
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2072,37410,1958,37515
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2084,32788,2095,32889
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1078,12478,1091,12492
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,662,6996,574,8326
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,835,14883,790,14711
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,519,5412,554,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,483,7414,633,6449
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2263,45374,2195,45448
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,728,10889,943,12136
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1106,19938,1084,17450
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1264,15521,1275,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1770,37870,1879,37971
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1752,40445,1763,39971
520,"41.0314446881,-111.953212184" ,972,"40.7660876563,-111.889660847" ,1678,35060,1615,35170
520,"41.0314446881,-111.953212185" ,383,"41.1912699262,-111.943197091" ,1383,23694,1443,23985
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,734,7509,670,7533
541,"41.0667418181,-111.953137429" ,972,"40.7660876563,-111.889660847" ,1785,37936,1655,37818
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1565,39733,1538,39529
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1809,31441,1799,31319
570,"40.985157543,-111.8864262" ,527,"41.083494348,-111.979403442" ,775,15374,915,15687
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,805,7635,666,5984
469,"41.1174540933,-112.021162865" ,972,"40.7660876563,-111.889660847" ,2121,46558,2036,46708
469,"41.1174540933,-112.021162866" ,364,"41.1916789322,-111.986637648" ,781,10840,738,11358
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,683,9299,706,9290
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1282,21750,1315,22019
152,"41.2988910355,-112.035010722" ,565,"40.9845140308,-111.904247099" ,1835,43650,1790,43908
152,"41.2988910355,-112.035010724" ,215,"41.2636773225,-111.998400377" ,674,9586,674,9640
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,1143,10568,944,10789
296,"41.1656460013,-112.036667145" ,669,"40.7768665731,-112.012243655" ,2133,56917,2176,58885
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1074,15285,990,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1378,18347,1362,18771
191,"41.3086296347,-111.959284706" ,383,"41.1912699262,-111.943197091" ,1147,14851,1102,14886
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1835,32526,1605,32195
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3103,73275,2881,72940
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,695,7788,712,7812
213,"41.2581611606,-112.015602984" ,565,"40.9845140308,-111.904247099" ,1680,37119,1556,37029
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2223,46681,2151,46801
467,"41.0963910392,-112.0549464" ,1234,"40.6589866456,-111.892400751" ,2447,59720,2376,59679
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1008,10765,895,10702
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,534,6516,558,6516
934,"40.6457884605,-112.020107497" ,1469,"40.6061126176,-111.943808272" ,909,10722,959,11058
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1642,39303,1664,39025
