O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,788,11744,1168,13642
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2179,43641,2416,47015
1153,"40.729610314,-111.850966054" ,669,"40.7768665731,-112.012243655" ,931,19849,982,20058
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,1106,7266,987,7488
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,750,9161,767,9445
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2107,38275,2131,37177
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,2205,32370,1734,32300
1743,"40.5504323408,-111.838388037" ,1075,"40.7635231122,-111.844001402" ,2483,33142,2158,32889
1763,"40.5090001685,-111.875919319" ,972,"40.7660876563,-111.889660847" ,2088,31571,1616,32264
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1532,20189,1343,26132
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1104,14043,1030,19044
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,667,6996,585,8414
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,873,14883,984,14707
1218,"40.6934674976,-111.874152093" ,972,"40.7660876563,-111.889660847" ,1099,9465,1011,9558
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,558,5412,532,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,513,7414,690,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1266,31030,1791,31476
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2562,40743,2279,45110
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1273,16795,1188,17622
852,"40.7002349733,-111.996183842" ,742,"40.7810990702,-111.978586809" ,788,10889,970,12136
852,"40.7002349733,-111.996183843" ,1647,"40.6218715135,-111.859731914" ,1117,18585,1105,19316
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1461,29618,1684,31558
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1206,14426,1197,14385
637,"40.8605977528,-111.864157055" ,972,"40.7660876563,-111.889660847" ,1421,16888,1301,15485
637,"40.8605977528,-111.864157056" ,468,"41.098871553,-112.031130041" ,1852,37870,2059,37063
