Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
        10,       61280.12,        7071.20,       73970.09,        1082.40,        1796.90,       18267.67,       25029.95,        1310.15,              0,         210.36,          93.50,        5756.48,              0,         235.03,         117.84,        1851.59,        1241.30,        3848.72,         885.62,         301.06,        1525.90,          89.25,        3062.58,        2020.57,         172.49,          18.12,         146.24,         178.31,          40.90,         230.04,          27.44,          18.09,          59.52
        11,       55384.34,        5037.31,       61907.14,         838.42,        1365.63,       15560.49,       20559.90,        1345.28,              0,         281.43,          95.44,        5428.01,              0,         285.47,         119.62,        1444.00,        1030.13,        3338.09,         780.00,         262.54,        1314.89,          82.00,        2730.21,        1803.00,         156.98,          15.93,         131.55,         172.58,          32.26,         188.60,          20.76,          13.81,          48.08
        12,       49390.99,        3870.02,       52178.68,         688.23,        1178.92,       13959.16,       17672.10,        1979.74,              0,         291.87,         176.65,        5981.58,              0,         303.41,         205.94,        1152.35,         902.91,        2999.58,         717.93,         246.14,        1181.28,          76.63,        2406.16,        1605.92,         145.41,          12.88,         115.21,         146.69,          28.61,         156.62,          17.91,          11.63,          40.82
        13,       44217.45,        3065.14,       44952.78,         575.92,         954.59,       12349.61,       15214.18,        2013.34,              0,         365.76,         382.78,        6917.02,              0,         370.51,         390.62,         939.62,         797.30,        2732.58,         663.34,         230.30,        1068.92,          71.93,        2083.62,        1563.30,         131.33,          11.20,         110.05,         124.18,          23.59,         126.41,          15.73,          10.36,          34.00
        14,       41259.38,        2684.09,       39211.63,         460.14,         850.50,       10956.37,       13079.91,        2291.25,              0,         248.33,         195.73,        6311.80,              0,         286.63,         227.66,         744.03,         691.99,        2488.48,         598.99,         201.31,         955.27,          63.26,        1803.13,        1399.15,         122.91,           7.87,          90.11,         113.70,          20.99,         105.46,          14.52,           8.98,          30.29
        15,       36836.93,        2305.66,       34114.77,         383.60,         723.50,       10238.38,       11834.17,        2177.86,              0,         307.18,         234.61,        7106.95,              0,         336.96,         264.68,         573.87,         629.88,        2346.52,         574.12,         202.01,         893.18,          58.34,        1652.83,        1357.60,         118.55,           8.81,          87.99,         101.44,          20.51,          97.99,          14.75,           8.94,          27.30
        16,       33172.46,        1846.51,       30276.68,         326.99,         724.65,        8844.76,        9956.66,        2360.20,              0,         268.78,         229.28,        6955.50,              0,         319.27,         276.19,         420.27,         556.24,        2128.33,         528.07,         179.29,         802.71,          52.37,        1431.26,        1226.32,         105.63,           7.63,          78.03,          85.09,          18.43,          84.85,          13.80,           7.70,          25.34
        17,       29529.69,        1491.23,       26114.00,         287.05,         657.35,        7868.26,        8617.17,        2571.25,              0,         304.84,         277.94,        7318.69,              0,         354.10,         324.59,         329.40,         493.56,        1953.54,         477.93,         158.85,         723.43,          45.34,        1172.21,        1155.47,          90.99,           6.59,          70.91,          78.03,          18.95,          76.96,          14.90,           8.71,          24.54
        18,       26587.87,        1341.43,       23117.74,         241.89,         583.31,        7248.21,        7712.29,        2518.45,              0,         289.50,         196.14,        5952.13,              0,         322.17,         244.56,         194.29,         453.45,        1817.33,         440.44,         150.14,         656.57,          39.22,        1059.12,        1072.61,          84.47,           6.07,          61.51,          62.90,          16.95,          72.25,          13.47,           7.29,          22.28
        19,       23209.21,        1146.17,       20315.53,         210.68,         520.20,        6547.59,        6819.68,        2850.23,              0,         303.16,         245.58,        7456.08,              0,         356.72,         301.65,         160.80,         408.34,        1682.86,         409.45,         134.15,         596.01,          35.11,         957.63,        1043.01,          73.56,           6.00,          62.44,          49.44,          16.25,          68.03,          12.84,           6.69,          20.15
        20,       20814.69,        1079.77,       17838.45,         177.97,         515.92,        6133.71,        6243.30,        3099.07,              0,         312.08,         388.49,        6254.95,              0,         362.98,         445.40,          81.80,         392.85,        1609.59,         400.29,         129.84,         563.36,          30.36,         835.48,        1017.65,          65.30,           6.47,          59.13,          47.45,          15.88,          65.09,          13.21,           6.28,          20.36
        21,       18541.49,         977.37,       15960.25,         159.49,         411.53,        5216.58,        5395.64,        3433.65,              0,         258.85,         279.98,        4443.06,              0,         344.53,         376.90,          56.49,         355.13,        1483.90,         374.11,         114.30,         512.43,          26.16,         682.85,         916.20,          54.41,           4.72,          51.48,          44.05,          16.51,          67.77,          14.82,           6.70,          21.45
        22,       16659.00,         830.22,       14623.91,         139.37,         345.06,        4790.13,        4932.15,        2864.98,              0,         244.49,         283.93,        3855.61,              0,         312.01,         359.61,          33.67,         316.28,        1360.81,         342.80,         103.95,         460.14,          21.42,         620.68,         833.43,          49.20,           5.39,          44.59,          39.88,          18.18,          70.41,          16.20,           7.57,          23.66
        23,       14690.50,         763.13,       13144.27,         129.49,         288.02,        4333.72,        4353.28,        2839.24,              0,         183.91,         190.05,        2761.50,              0,         238.47,         275.74,          28.68,         286.99,        1286.52,         322.09,          96.73,         426.52,          16.79,         493.67,         825.31,          38.95,           6.65,          45.67,          37.74,          21.03,          77.64,          19.67,           9.05,          27.53
        24,       12689.46,         733.60,       11694.99,         110.31,         270.96,        4054.29,        4035.99,        2866.78,              0,         155.50,         216.50,        2623.70,              0,         215.46,         295.15,           4.63,         269.44,        1225.93,         316.72,          96.45,         401.51,          15.21,         407.08,         774.49,          33.29,           5.62,          40.07,          35.16,          19.87,          78.45,          18.65,           8.51,          24.95
        25,       11729.06,         699.57,       10386.56,          94.75,         234.21,        3865.02,        3783.93,        2695.62,              0,         181.30,         246.22,        2480.67,              0,         245.45,         341.51,           2.26,         261.29,        1186.31,         314.81,         104.06,         387.94,          15.10,         353.41,         759.28,          29.10,           6.38,          38.21,          40.81,          22.40,          82.18,          20.93,           9.84,          28.94
        26,       10910.72,         644.82,        9694.03,          87.56,         210.40,        3708.24,        3552.53,        2414.97,              0,         197.85,         248.88,        2218.12,              0,         259.28,         343.74,           0.02,         244.24,        1118.26,         296.92,          98.02,         368.25,          12.51,         268.61,         728.09,          22.82,           5.81,          37.67,          31.39,          18.98,          75.95,          16.62,           7.55,          22.36
        27,        9809.30,         644.98,        8897.50,          82.63,         158.38,        3476.92,        3214.16,        2080.69,              0,         125.52,         145.01,        1560.61,              0,         160.52,         190.22,              0,         233.42,        1043.37,         276.01,          92.20,         348.17,          10.75,         238.76,         682.72,          20.77,           6.11,          38.66,          26.88,          15.44,          62.78,          12.71,           5.74,          19.42
        28,        9009.44,         605.97,        8256.00,          78.26,         137.13,        3095.80,        2818.92,        2122.69,              0,         177.73,         192.26,        1811.23,              0,         249.76,         250.22,              0,         216.50,         972.96,         255.71,          79.36,         322.59,           8.51,         235.77,         617.40,          18.82,           3.81,          27.97,          20.12,          12.93,          55.83,           9.39,           4.24,          14.46
        29,        8226.67,         610.38,        7990.86,          69.21,         110.40,        2889.13,        2531.60,        1963.67,              0,         155.01,         158.39,        1409.09,              0,         217.43,         208.23,              0,         218.97,         939.68,         255.78,          84.83,         317.20,          10.90,         190.97,         568.63,          16.56,           3.59,          24.82,          17.98,          10.67,          49.99,           7.11,           3.10,          10.94
        30,        7305.74,         650.23,        6876.77,          69.66,          89.62,        2544.13,        2257.12,        2128.53,              0,         125.34,          85.20,        1463.43,              0,         188.22,         115.17,              0,         202.46,         881.27,         248.72,          76.64,         294.77,           9.09,         175.98,         516.24,          14.47,           3.51,          23.65,          18.02,           8.61,          41.69,           6.06,           2.69,           9.28
        31,        6640.35,         696.07,        6369.21,          65.48,          67.11,        2384.00,        2052.77,        2070.69,              0,         146.29,         103.82,        1365.21,              0,         196.04,         130.51,              0,         195.09,         842.40,         239.52,          76.76,         277.49,           8.53,         187.28,         478.69,          15.68,           3.27,          22.60,          17.16,           7.49,          44.39,           4.98,           2.29,           8.31
        32,        6159.85,         660.74,        5857.23,          57.48,          43.34,        2125.18,        1847.16,        1616.08,              0,          89.74,          95.03,        1151.46,              0,         130.68,         118.04,              0,         198.92,         810.78,         238.29,          69.26,         265.22,          10.12,         210.05,         443.68,          15.17,           2.75,          20.12,          17.60,           7.80,          47.84,           5.33,           2.69,           8.31
        33,        5459.74,         652.19,        5428.29,          56.46,          25.25,        1939.63,        1685.59,        1475.18,              0,          93.64,         145.52,        1192.47,              0,         128.03,         150.09,              0,         188.28,         766.75,         234.40,          66.61,         246.55,           8.82,         184.76,         424.76,          16.65,           2.95,          20.78,          17.04,           9.11,          53.46,           6.56,           3.54,          10.26
        34,        5233.27,         690.46,        5290.15,          58.51,          12.75,        1876.19,        1594.59,        1401.19,              0,         111.34,         141.35,        1184.45,              0,         142.56,         152.90,              0,         196.54,         774.38,         237.37,          69.77,         245.05,          10.80,         219.62,         431.45,          19.10,           2.70,          22.33,          18.45,          11.35,          67.23,           7.41,           3.90,          12.08
        35,        4765.12,         657.91,        4843.37,          50.30,           4.96,        1706.19,        1450.69,        1320.48,              0,          90.32,         127.18,        1113.64,              0,         119.38,         132.61,              0,         179.34,         746.52,         232.11,          66.67,         231.07,          10.75,         235.10,         412.90,          21.99,           2.74,          20.98,          18.36,          11.37,          71.45,           7.97,           4.38,          14.40
        36,        4295.70,         617.65,        4243.41,          47.57,           0.87,        1580.16,        1308.53,        1154.89,              0,          80.52,          64.30,        1054.92,              0,         105.39,          76.62,              0,         170.43,         710.83,         221.37,          62.70,         213.59,          10.69,         259.84,         388.03,          24.28,           2.54,          18.38,          18.30,          15.11,          85.34,          10.53,           6.54,          16.87
        37,        3997.23,         596.73,        3786.15,          44.94,           0.02,        1426.21,        1168.10,        1195.07,              0,          68.97,          38.51,        1074.84,              0,          90.06,          48.07,              0,         160.38,         684.63,         215.74,          60.54,         204.01,           9.15,         258.72,         356.24,          24.09,           2.70,          15.86,          16.56,          14.49,          82.87,          10.77,           7.11,          17.74
        38,        3471.19,         471.68,        3307.90,          37.81,              0,        1351.36,        1104.65,        1255.62,              0,          58.80,          24.36,        1012.14,              0,          86.79,          34.41,              0,         144.85,         646.20,         203.96,          58.51,         188.68,           8.58,         258.02,         339.93,          23.58,           2.26,          14.88,          14.78,          14.84,          81.74,          11.78,           7.54,          18.29
        39,        3261.01,         470.15,        3207.90,          37.22,              0,        1266.45,        1045.45,        1114.52,              0,          73.97,          32.73,        1115.70,              0,         104.37,          43.20,              0,         152.21,         652.82,         207.88,          61.86,         193.60,           8.70,         278.80,         340.33,          28.55,           2.73,          14.75,          15.65,          17.42,          87.68,          14.05,           9.78,          21.32
        40,        3028.34,         443.82,        2907.06,          34.40,              0,        1145.43,         967.53,        1143.90,              0,          62.38,          29.59,         926.32,              0,          87.94,          35.34,              0,         130.14,         608.15,         188.93,          53.12,         172.05,           6.37,         232.30,         307.87,          22.29,           1.95,          13.60,          13.16,          13.22,          77.28,          10.39,           7.08,          16.83
        41,        2687.42,         276.17,        2563.23,          25.80,              0,        1053.24,         922.53,         965.95,              0,          54.50,          22.45,         675.38,              0,          71.89,          28.53,              0,         120.79,         570.31,         183.84,          53.21,         163.64,           5.69,         243.45,         294.81,          23.89,           2.37,          13.75,          11.23,          13.92,          79.70,          11.16,           7.66,          18.82
        42,        2530.49,         229.49,        2404.13,          27.46,              0,         945.47,         821.42,         868.62,              0,          50.96,          30.96,         817.31,              0,          69.08,          31.96,              0,         107.83,         527.77,         166.29,          49.23,         147.90,           4.77,         220.55,         262.91,          20.78,           1.89,          12.35,          10.47,          12.99,          73.23,          10.64,           7.68,          17.17
        43,        2267.54,         240.00,        2230.37,          20.66,              0,         865.06,         749.32,         889.89,              0,          57.93,          38.19,         664.04,              0,          69.55,          35.87,              0,          99.48,         486.44,         153.98,          41.53,         134.71,           3.73,         214.83,         243.97,          17.79,           1.37,           9.96,           8.57,          11.76,          67.35,           9.47,           6.59,          15.34
        44,        2107.62,         195.79,        1964.96,          20.12,              0,         851.14,         720.28,         796.37,              0,          43.35,          38.21,         449.57,              0,          54.13,          36.15,              0,          95.22,         471.93,         150.81,          44.42,         132.40,           3.89,         198.17,         237.59,          17.55,           1.34,          10.52,           6.61,          10.22,          66.11,           8.26,           5.82,          14.67
        45,        1959.23,         174.02,        1965.73,          16.20,              0,         727.87,         621.29,         740.56,              0,          40.61,          43.23,         397.43,              0,          50.35,          38.95,              0,          82.06,         435.38,         140.42,          39.68,         119.73,           2.89,         202.23,         221.54,          17.84,           1.54,          10.34,           4.71,          11.49,          67.96,           8.82,           6.71,          15.85
        46,        1865.43,         161.08,        1819.87,          13.43,              0,         724.45,         583.00,         700.77,              0,          41.00,          48.91,         256.35,              0,          49.04,          54.30,              0,          72.20,         394.37,         127.94,          34.44,         108.43,           2.31,         184.22,         205.26,          14.91,           1.34,          11.06,           3.26,           9.26,          61.69,           6.74,           5.01,          13.56
        47,        1755.80,         161.49,        1653.17,          13.22,              0,         582.81,         487.36,         629.44,              0,          65.99,          87.47,         318.63,              0,          79.18,          76.65,              0,          63.01,         364.00,         115.67,          32.06,          97.28,           1.35,         168.52,         189.65,          14.74,           1.22,          10.27,           2.63,           9.62,          59.20,           7.47,           5.75,          14.22
        48,        1581.98,         143.58,        1496.15,           8.32,              0,         505.12,         422.50,         717.69,              0,          54.36,          97.47,         197.87,              0,          69.28,         108.80,              0,          56.96,         325.58,         108.22,          29.25,          89.21,           1.03,         163.70,         180.65,          14.39,           1.41,          10.62,           1.33,           9.11,          58.86,           6.91,           5.59,          14.22
        49,        1472.08,         115.77,        1390.37,           6.16,              0,         442.77,         372.94,         737.10,              0,          45.47,          80.76,         155.41,              0,          58.75,          89.26,              0,          45.44,         289.07,          99.37,          23.97,          77.73,           0.60,         142.23,         163.45,          11.48,           1.21,          10.76,           0.40,           6.85,          51.46,           5.18,           4.19,          12.32
        50,        1320.41,         102.69,        1190.38,           5.94,              0,         406.83,         324.74,         558.83,              0,          44.33,         106.11,         122.93,              0,          56.34,         111.10,              0,          36.41,         261.71,          89.12,          23.04,          67.79,           0.43,         132.52,         150.10,           9.97,           0.98,           9.91,           0.17,           6.52,          47.88,           4.56,           3.72,          11.71
        51,        1211.09,          98.25,        1068.93,           4.54,              0,         358.26,         286.62,         501.24,              0,          33.93,          92.63,          96.28,              0,          46.04,         113.40,              0,          29.10,         231.67,          76.62,          20.82,          58.01,           0.16,         116.46,         133.49,           9.02,           0.89,           9.59,           0.01,           5.80,          41.75,           4.32,           3.92,          11.03
        52,        1150.55,          76.60,        1013.08,           2.66,              0,         312.02,         242.22,         537.00,              0,          34.69,          88.14,          95.14,              0,          46.65,         106.03,              0,          24.75,         202.62,          71.10,          17.55,          50.34,           0.10,         100.14,         120.79,           7.57,           0.71,           8.68,           0.01,           5.33,          35.35,           4.16,           4.15,          10.35
        53,        1143.73,          63.66,         995.92,           2.75,              0,         272.11,         201.51,         503.06,              0,          30.43,         107.08,          76.03,              0,          43.83,         130.10,              0,          22.56,         185.21,          63.01,          15.94,          45.97,           0.01,          90.58,         112.81,           7.02,           0.74,           9.01,              0,           4.74,          30.70,           3.52,           3.71,          10.16
        54,        1078.54,          61.99,         944.01,           1.09,              0,         236.17,         166.09,         423.14,              0,          36.74,         155.16,          96.11,              0,          53.86,         200.38,              0,          17.82,         163.59,          55.63,          13.34,          39.42,              0,          76.85,         106.52,           5.97,           0.42,           8.65,              0,           4.15,          29.09,           3.02,           3.17,           9.00
        55,        1009.88,          58.61,         927.43,           0.58,              0,         211.82,         137.03,         560.27,              0,          32.84,         104.27,         117.23,              0,          46.78,         136.86,              0,          15.63,         147.86,          49.85,          11.45,          35.85,              0,          67.15,         104.45,           5.10,           0.52,           9.25,              0,           3.81,          26.03,           2.58,           2.79,           7.60
        56,         946.85,          53.59,         876.42,           0.30,              0,         163.24,         102.12,         526.21,              0,          31.13,         111.37,         166.40,              0,          45.89,         164.33,              0,          11.49,         128.09,          44.48,          10.46,          30.77,              0,          64.47,          97.64,           4.97,           0.53,           7.42,              0,           3.36,          24.24,           2.03,           2.47,           7.90
        57,         883.65,          46.72,         775.70,           0.13,              0,         146.59,          87.48,         375.89,              0,          20.98,         109.35,         112.23,              0,          33.30,         143.45,              0,          10.16,         117.67,          43.86,           9.79,          29.30,              0,          59.63,          97.61,           5.23,           0.56,           7.75,              0,           3.52,          24.46,           1.96,           2.45,           8.34
        58,         800.34,          38.57,         673.87,              0,              0,         130.44,          70.02,         374.47,              0,          16.79,         112.67,         104.98,              0,          26.72,         146.75,              0,           7.44,         105.03,          39.89,           8.54,          25.15,              0,          54.79,          99.58,           4.39,           0.93,           8.04,              0,           3.28,          22.91,           1.82,           2.21,           8.13
        59,         779.50,          30.56,         627.39,              0,              0,         117.02,          51.24,         299.15,              0,          24.72,         138.01,         214.10,              0,          36.65,         179.10,              0,           5.95,          97.98,          38.46,           7.60,          23.77,              0,          50.20,          99.87,           4.40,           0.57,           7.51,              0,           3.75,          25.49,           1.93,           2.53,           7.91
        60,         745.32,          26.08,         591.94,              0,              0,         108.46,          40.51,         313.96,              0,          22.66,         122.54,         177.98,              0,          36.68,         196.69,              0,           5.52,          94.41,          37.53,           8.21,          23.38,              0,          52.62,         109.94,           5.29,           0.87,           7.87,              0,           5.21,          28.09,           2.80,           3.70,          10.97
        61,         679.03,          19.69,         489.49,              0,              0,          85.85,          25.22,         366.37,              0,          23.50,         186.04,         165.64,              0,          35.12,         233.57,              0,           4.02,          81.04,          33.01,           5.55,          19.37,              0,          52.56,         102.48,           5.06,           0.68,           6.77,              0,           5.17,          27.87,           2.87,           4.20,          11.44
        62,         587.89,          15.86,         393.78,              0,              0,          67.63,          14.56,         383.58,              0,          29.44,         206.82,         227.22,              0,          39.75,         304.08,              0,           2.65,          66.71,          28.41,           5.05,          16.77,              0,          45.07,          93.83,           4.79,           0.79,           5.80,              0,           5.67,          27.43,           3.10,           4.85,          12.19
        63,         535.30,          13.29,         300.08,              0,              0,          51.85,           6.85,         350.14,              0,          33.31,         239.84,         223.28,              0,          46.71,         330.31,              0,           1.36,          60.24,          26.33,           4.16,          14.45,              0,          32.15,          91.59,           2.61,           0.77,           6.12,              0,           5.14,          23.73,           2.70,           4.18,          10.04
        64,         468.86,           9.04,         263.68,              0,              0,          37.62,           2.58,         318.50,              0,          33.11,         224.09,         196.04,              0,          45.01,         312.55,              0,           0.92,          49.87,          23.68,           3.40,          11.86,              0,          26.82,          89.58,           2.26,           0.88,           5.64,              0,           4.73,          21.98,           2.30,           3.75,           9.21
        65,         415.13,           5.75,         203.79,              0,              0,          27.89,           1.46,         307.44,              0,          42.40,         345.16,         295.45,              0,          53.87,         414.02,              0,           0.60,          43.21,          19.66,           3.15,           9.99,              0,          22.07,          79.08,           1.82,           0.57,           4.27,              0,           3.68,          19.01,           1.77,           3.00,           7.90
        66,         361.33,           2.20,         146.79,              0,              0,          17.77,           0.39,         270.90,              0,          37.19,         343.18,         274.67,              0,          48.29,         432.04,              0,           0.19,          34.80,          18.22,           2.41,           7.68,              0,          14.80,          71.82,           0.74,           0.66,           4.22,              0,           3.51,          15.95,           1.80,           2.73,           6.82
        67,         332.02,           0.81,          99.97,              0,              0,          11.96,           0.04,         263.36,              0,          41.96,         492.42,         297.86,              0,          53.99,         589.47,              0,           0.03,          32.06,          16.71,           2.05,           6.67,              0,          10.61,          70.61,           0.44,           0.73,           4.26,              0,           3.16,          14.65,           1.87,           2.81,           6.61
        68,         291.42,           0.08,          80.11,              0,              0,           5.38,              0,         286.64,              0,          24.88,         242.45,         207.50,              0,          35.55,         335.49,              0,           0.02,          27.16,          16.49,           1.88,           6.09,              0,           9.90,          66.35,           0.56,           0.79,           3.72,              0,           3.21,          13.83,           1.99,           3.01,           6.87
        69,         232.27,           0.03,          31.75,              0,              0,           2.54,              0,         303.86,              0,          24.20,         225.42,         202.55,              0,          34.01,         273.77,              0,              0,          21.16,          13.58,           1.27,           4.38,              0,           8.55,          54.91,           0.35,           0.36,           2.21,              0,           2.59,          13.73,           1.77,           2.53,           6.14
        70,         196.57,              0,          12.46,              0,              0,           0.88,              0,         269.80,              0,          21.34,         142.54,         192.76,              0,          29.00,         187.19,              0,              0,          17.10,          11.79,           0.69,           3.44,              0,           8.45,          50.24,           0.18,           0.48,           2.19,              0,           2.80,          14.33,           1.91,           2.93,           6.95
        71,         156.92,              0,           6.34,              0,              0,           0.25,              0,         226.38,              0,          16.85,         139.59,         113.24,              0,          22.84,         180.41,              0,              0,          12.87,          10.96,           0.85,           2.70,              0,           7.52,          42.01,           0.37,           0.42,           1.83,              0,           2.75,          14.74,           2.03,           2.99,           7.01
        72,         123.54,              0,           2.03,              0,              0,           0.01,              0,         249.15,              0,          14.03,         129.17,         139.99,              0,          19.56,         168.37,              0,              0,           8.92,           9.46,           0.52,           1.82,              0,           5.87,          37.00,           0.15,           0.49,           1.36,              0,           2.27,          13.05,           1.63,           2.72,           6.49
        73,         103.68,              0,           0.18,              0,              0,              0,              0,         244.26,              0,          16.46,         212.25,         138.81,              0,          23.78,         265.15,              0,              0,           6.31,           8.57,           0.21,           1.27,              0,           5.62,          30.15,           0.23,           0.27,           0.76,              0,           2.33,          12.86,           1.92,           3.00,           7.54
        74,          78.52,              0,              0,              0,              0,              0,              0,         228.55,              0,          16.89,         131.47,         135.33,              0,          22.89,         166.56,              0,              0,           4.18,           7.63,           0.32,           1.02,              0,           3.98,          25.15,           0.22,           0.22,           0.72,              0,           2.03,          12.91,           1.70,           2.59,           6.48
        75,          62.64,              0,           2.00,              0,              0,              0,              0,         184.36,              0,          10.26,         112.70,          58.41,              0,          13.36,         137.72,              0,              0,           2.85,           6.80,           0.17,           0.77,              0,           3.26,          18.88,           0.16,           0.26,           0.55,              0,           1.90,          11.66,           1.59,           2.42,           6.31
        76,          48.46,              0,           2.00,              0,              0,              0,              0,         175.83,              0,          12.53,         118.85,          51.31,              0,          15.58,         135.46,              0,              0,           1.42,           5.46,           0.01,           0.32,              0,           1.94,          14.95,           0.03,           0.20,           0.26,              0,           1.67,          10.91,           1.69,           2.50,           6.23
        77,          34.85,              0,              0,              0,              0,              0,              0,         174.44,              0,           9.05,         100.31,          27.57,              0,          13.59,         101.72,              0,              0,           0.66,           3.72,           0.04,           0.13,              0,           1.20,           8.74,           0.05,           0.14,           0.07,              0,           1.31,           8.85,           1.50,           2.30,           6.01
        78,          23.36,              0,           1.00,              0,              0,              0,              0,         139.98,              0,           8.40,          58.71,          15.35,              0,          12.21,          67.39,              0,              0,           0.24,           2.42,              0,           0.09,              0,           0.73,           5.66,              0,           0.06,           0.05,              0,           1.13,           7.06,           1.15,           1.87,           4.82
        79,          15.88,              0,              0,              0,              0,              0,              0,         133.92,              0,           8.84,          52.29,           8.13,              0,          11.33,          53.40,              0,              0,           0.02,           2.48,              0,              0,              0,           0.37,           4.08,              0,           0.11,              0,              0,           1.08,           6.68,           1.39,           1.97,           5.58
        80,           9.45,              0,              0,              0,              0,              0,              0,         132.04,              0,           8.53,          44.32,           4.36,              0,          10.41,          40.72,              0,              0,              0,           1.79,              0,              0,              0,           0.17,           1.91,              0,           0.04,              0,              0,           0.59,           6.32,           0.91,           1.33,           4.21
        81,           4.98,              0,              0,              0,              0,              0,              0,         125.42,              0,          10.33,          30.11,           2.16,              0,          13.54,          27.10,              0,              0,              0,           1.43,              0,              0,              0,           0.01,           0.84,              0,           0.01,              0,              0,           0.65,           5.31,           1.16,           1.63,           4.81
