Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,        5313.39,        1464.06,       19066.07,        3215.51,        1148.02,       10052.14,       14505.12,              0,              0,              0,              0,           0.25,              0,              0,              0,       68821.64,         974.69,        1981.50,         494.93,         269.72,        1085.57,          78.67,         820.00,        2091.63,          61.80,          38.73,         190.82,         181.22,          33.39,        1008.71,          39.64,          40.11,         176.78
         3,       14339.69,       12222.33,      181470.30,       31385.16,       10962.53,       28439.92,       54821.04,              0,              0,              0,              0,              0,              0,              0,              0,       97203.60,        1708.41,        4061.19,         794.79,         379.82,        2173.62,         159.48,        2897.21,        4755.80,         188.18,          82.83,         474.46,         493.49,         216.92,        2048.45,         161.73,         153.88,         583.37
         4,       20620.54,       22342.53,      174230.60,       20868.64,        8834.60,       25073.66,       83224.90,           0.03,              0,              0,              0,           4.95,              0,              0,              0,       65703.74,        2514.25,        5711.40,        1148.84,         600.93,        2663.78,         288.50,        3309.48,        3881.34,         142.14,          31.35,         329.58,         308.35,         197.63,         816.95,          60.20,          54.77,         237.42
         5,       29942.56,       41521.34,      307414.76,       52826.95,       24773.08,       28315.17,       89785.38,           0.50,              0,           0.29,           0.07,          31.46,              0,           0.33,           0.24,       41809.63,        2273.46,        5686.55,        1012.90,         481.42,        2578.96,         144.66,        2630.11,        4044.22,         117.68,          40.89,         326.37,         177.12,         183.76,         698.38,          44.46,          41.40,         209.19
         6,       34562.35,       50843.63,      293299.85,       50162.28,       27617.46,       29951.46,       95334.32,           1.60,              0,              0,              0,          23.13,              0,           0.21,           0.16,       10748.23,        2451.68,        6180.26,        1114.55,         522.35,        2655.47,          67.69,        1893.93,        5605.00,         105.87,          59.75,         471.08,          94.24,         242.70,        1075.37,          56.33,          48.11,         255.84
         7,       46024.09,       68149.02,      318584.10,       38687.91,       23884.78,       41853.12,      129015.40,           0.15,              0,           2.01,           0.45,          38.08,              0,           1.34,           0.62,        9718.17,        3331.62,        8621.62,        1520.85,         795.82,        3492.06,          93.11,        2453.10,        5782.89,         127.94,          59.62,         488.81,         125.16,         192.66,        1169.13,          71.72,          50.46,         227.98
         8,       46769.29,       69660.05,      306921.53,       21662.74,       24026.54,       41220.21,      117272.81,           8.65,              0,           0.32,           0.45,          93.57,              0,           0.51,           0.41,        7150.48,        3258.54,        8301.94,        1446.38,         706.98,        3296.09,         128.79,        3051.66,        5164.15,         158.97,          54.31,         429.28,         152.07,         100.10,         986.84,          72.03,          45.74,         188.54
         9,       45377.10,       68697.93,      291313.98,       17778.63,       25509.50,       35111.19,      101894.45,          56.80,              0,           4.76,           1.97,         285.17,              0,           3.85,           2.71,        6360.61,        2850.16,        7527.81,        1361.50,         649.00,        3052.06,         141.85,        3285.59,        5019.57,         185.55,          50.04,         417.96,         166.15,         111.49,         892.41,          75.56,          48.81,         191.05
        10,       44591.00,       63878.74,      267231.10,       13797.48,       29793.46,       33178.20,       93008.71,         335.23,              0,           8.17,           2.22,         258.82,              0,          18.47,           4.20,        6324.08,        2660.40,        7227.11,        1316.74,         576.59,        2909.40,         148.75,        3250.72,        4411.71,         183.31,          41.91,         356.36,         203.23,         125.05,         896.49,          91.01,          60.24,         222.18
        11,       46905.80,       62344.62,      243246.60,       16587.38,       31096.70,       37241.96,       94184.59,         178.30,              0,          11.59,           1.39,         317.04,              0,          19.04,           3.10,        6091.45,        3018.23,        7877.86,        1425.48,         669.79,        3061.18,         154.99,        3619.71,        4153.65,         174.97,          40.13,         324.85,         163.38,          96.57,         839.85,          66.42,          43.92,         167.51
        12,       47563.81,       56204.08,      219602.70,       15354.01,       28252.15,       35407.64,       85501.35,         476.24,              0,          52.74,           4.01,         586.93,              0,          58.06,           5.46,        5472.07,        2630.56,        7422.00,        1324.06,         612.77,        2821.57,         110.21,        3056.93,        3848.36,         157.31,          39.38,         295.89,         192.43,          89.37,         732.60,          68.15,          45.67,         168.39
        13,       44615.35,       48169.18,      196783.81,       14128.20,       19485.59,       26283.14,       65658.76,        1107.80,              0,         100.56,           8.25,         488.43,              0,         113.05,           9.77,        4883.08,        2511.54,        6626.57,        1268.95,         545.16,        2625.93,         113.21,        3404.34,        4039.46,         183.77,          40.76,         323.05,         208.21,          96.41,         838.36,          71.48,          47.54,         178.75
        14,       42173.58,       41793.75,      178069.07,       10766.45,       13015.37,       21998.00,       54736.72,         829.22,              0,          89.09,           4.89,         530.70,              0,         112.98,           7.90,        4681.26,        2355.84,        6079.97,        1225.43,         488.07,        2443.45,         103.53,        3174.50,        3783.41,         174.34,          39.06,         290.83,         211.94,          92.80,         798.72,          69.54,          46.65,         171.28
        15,       45281.69,       36704.18,      157668.33,        6544.18,       10543.10,       32802.70,       67295.94,        1188.32,              0,          46.39,           4.85,        1071.44,              0,          56.65,           9.18,        4125.14,        2142.44,        5931.17,        1116.27,         476.59,        2279.10,          99.35,        3132.90,        3340.99,         182.42,          39.02,         264.90,         180.06,          75.89,         701.27,          53.73,          36.57,         146.92
