I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   129078.39,    11050.14,     9713.92,    50118.75,     4138.60,     4104.06,           0,     7225.57,    17227.75,           0,           0,           0,    15779.92,     5566.47,     4153.45,           0,           0,     8242.65,    59832.43,    24453.76,           0,    50118.75,    12277.34,     1226.52,     7698.53,      472.40,    12696.86,      587.72,     1490.35,      274.77,      113.52,      616.67,       57.77,      745.63,     4231.51,      122.40,       82.81,      326.33,      470.86,      339.60,     2371.92,      201.95,      144.38,      624.92,           0,           0,           0,           0,           0,           0
         1,         2,      888.30,       68.81,        3.97,      348.62,           0,           0,           0,       80.73,      151.12,           0,           0,           0,      170.67,       48.31,       16.40,           0,           0,           0,      352.58,      231.75,           0,      348.62,       75.95,        7.21,       83.97,        3.26,      133.93,        6.80,       19.65,        2.51,        0.76,        7.02,        0.13,        2.93,       42.49,        0.67,        0.39,        1.71,        2.28,        1.10,        9.91,        0.66,        0.28,        2.17,           0,           0,           0,           0,           0,           0
         1,         3,        0.24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9309.03,     1852.63,      437.00,     3347.42,      240.43,      341.13,           0,      638.72,      875.56,           0,           0,           0,      432.76,      606.80,      537.19,           0,           0,      581.56,     3784.41,     1514.12,           0,     3347.42,     2064.89,      212.17,      669.29,       30.27,      130.54,       41.87,      168.33,       29.65,        7.95,       54.40,        3.04,       75.93,      470.01,       18.57,       11.50,       27.75,       82.41,       65.22,      212.00,       58.51,       32.05,       87.01,           0,           0,           0,           0,           0,           0
         1,         5,     4834.89,     1236.84,       92.49,     1437.64,       15.71,       28.46,      216.00,      420.75,      416.31,           0,           0,           0,      201.05,      408.14,      364.63,           0,           0,       44.17,     1530.00,      836.53,           0,     1437.64,     1395.20,      160.25,      447.99,       27.34,        9.71,       25.88,      104.41,       22.86,        7.06,       31.13,        3.57,       54.06,      307.59,       13.43,        8.96,       20.53,       47.91,       39.98,      176.04,       32.19,       15.20,       53.32,           0,           0,           0,           0,           0,           0
         1,         6,        6.33,        0.06,           0,        2.05,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        4.04,        0.03,           0,           0,           0,           0,        2.05,        0.15,           0,        2.05,        0.06,           0,        0.04,           0,        4.04,           0,           0,           0,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.06,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2992.86,      912.79,       15.39,      901.89,       14.63,       31.16,       24.00,      384.57,      334.72,           0,           0,           0,      218.41,      137.02,       20.00,           0,           0,       45.79,      917.28,      718.95,           0,      901.89,     1052.87,      141.92,      410.39,       26.27,        1.32,       28.03,      120.29,       25.02,        7.56,       36.19,        0.19,       11.67,      106.57,        1.87,        2.23,       14.49,        5.06,        1.50,        9.80,        1.40,        0.54,        1.70,           0,           0,           0,           0,           0,           0
         1,         9,      696.95,      166.98,       15.75,      220.08,        1.97,        2.09,           0,       78.04,       76.43,           0,           0,           0,       71.61,       53.86,       10.38,           0,           0,        4.06,      235.83,      154.44,           0,      220.08,      188.45,       21.20,       80.34,        2.32,           0,        7.15,       40.84,       10.77,        3.03,        9.82,        0.02,        4.03,       41.20,        0.25,        1.09,        7.27,        0.74,        0.65,        7.32,        0.49,        0.25,        0.93,           0,           0,           0,           0,           0,           0
         1,        10,        0.56,           0,           0,        0.55,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.55,        0.01,           0,        0.55,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        11,      233.56,       90.70,        5.92,       66.84,           0,           0,           0,        7.75,        2.35,           0,           0,           0,       15.73,       28.80,       15.63,           0,           0,           0,       72.77,       10.06,           0,       66.84,      101.14,       10.27,        8.01,        0.32,           0,        0.92,        7.81,        3.13,        1.04,        2.84,           0,       17.55,        8.65,        2.26,        0.14,        0.22,           0,        1.69,        6.63,        1.35,        2.14,        3.82,           0,           0,           0,           0,           0,           0
         1,        12,     1099.85,      292.67,       10.51,      461.46,        0.14,           0,        9.00,       49.07,       25.23,           0,           0,           0,       72.40,      120.41,       59.46,           0,           0,        0.14,      471.97,       74.18,      168.00,      293.46,      327.18,       34.30,       50.11,        1.01,           0,        3.94,       37.52,       13.75,        4.81,       12.40,        0.02,       73.71,       37.31,        8.45,        0.43,        0.57,           0,        6.28,       30.16,        4.22,        6.33,       12.48,           0,           0,           0,           0,           0,           0
         1,        13,      411.16,      125.80,       11.15,      180.55,           0,           0,        2.00,       21.98,       18.14,           0,           0,           0,       22.24,       23.14,        6.28,           0,           0,           0,      191.70,       40.09,           0,      180.55,      147.95,       21.99,       22.19,        0.23,           0,        0.82,       13.32,        4.19,        1.33,        2.58,           0,       14.27,        7.72,        1.12,           0,        0.03,           0,        0.18,        4.83,        0.12,        0.14,        1.01,           0,           0,           0,           0,           0,           0
         1,        14,     1024.70,      335.68,       14.28,      424.24,           0,           0,        7.00,       61.03,       33.08,           0,           0,           0,       51.42,       76.47,       22.62,           0,           0,           0,      438.52,       93.74,           0,      424.24,      370.97,       35.19,       64.03,        3.21,           0,        4.31,       29.44,        9.78,        1.31,        6.70,        0.01,       50.69,       23.59,        2.00,        0.03,        0.27,           0,        1.28,       17.00,        0.39,        0.60,        3.35,           0,           0,           0,           0,           0,           0
         1,        15,        9.91,        2.99,           0,        0.60,           0,           0,           0,           0,           0,           0,           0,           0,        0.32,        2.11,        3.89,           0,           0,           0,        0.60,           0,           0,        0.60,        3.03,        0.05,           0,           0,           0,           0,        0.11,        0.17,        0.01,        0.03,           0,        1.72,        0.34,        0.05,           0,           0,           0,        0.12,        1.50,        0.14,        0.35,        1.78,           0,           0,           0,           0,           0,           0
         1,        16,      130.53,       44.35,        1.62,       27.24,           0,           0,           0,        3.48,        0.91,           0,           0,           0,       11.91,       21.46,       19.85,           0,           0,           0,       28.84,        4.38,           0,       27.24,       47.47,        3.24,        3.48,        0.02,           0,           0,        6.74,        3.72,        0.42,        1.04,           0,       15.49,        5.44,        0.61,           0,        0.01,           0,        0.80,       12.04,        0.77,        1.61,        4.63,           0,           0,           0,           0,           0,           0
         1,        17,      129.42,       43.34,        1.91,       36.02,           0,           0,           0,        3.67,        0.93,           0,           0,           0,       12.44,       18.66,       12.60,           0,           0,           0,       37.93,        4.59,           0,       36.02,       47.02,        3.91,        3.67,           0,           0,           0,        7.50,        3.71,        0.28,        0.97,           0,       13.02,        5.14,        0.49,           0,        0.01,           0,        0.33,        8.83,        0.25,        0.61,        2.58,           0,           0,           0,           0,           0,           0
         1,        18,        0.28,        0.17,           0,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,        0.06,           0,           0,        0.06,        0.17,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
