ScreenlineID,SEGID_LIST,NUM_SEGMENTS,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV
1.01,"['0015_349.4', '0089_422.7', '0126_020.8']",3,13045.3,24051.2,16317.8,17528.2,70942.5,10353.1,17396.7,13100.5,13528.3,54378.6,216.7,1172.4,402.9,365.0,2157.0,1179.0,2199.7,1458.6,1273.4,6110.7,1296.5,3282.4,1355.8,2361.5,8296.2
1.02,"['0015_337.0', '0060_000.8', '0084_081.7', '0089_408.1', '0126_007.7', 'WFRC_8006', 'WFRC_8414']",7,43063.9,76902.2,56932.3,60095.3,236993.7,36645.2,57577.2,48647.6,51098.8,193968.8,1857.9,9525.9,3299.1,2859.7,17542.6,2687.8,4940.7,3078.0,2788.4,13494.9,1873.0,4858.4,1907.6,3348.4,11987.4
1.03,"['0108_000.1', '0126_004.6', '0193_003.8', '1470_000.4']",4,14429.2,26710.8,21102.4,21737.1,83979.5,13172.3,22565.6,18840.6,20237.1,74815.6,601.7,3043.1,1179.8,920.1,5744.7,512.4,766.0,878.3,375.7,2532.4,142.8,336.1,203.7,204.2,886.8
1.04,"['0015_319.5', '0067_007.3', '1428_001.7']",3,37076.1,69117.7,49062.2,52788.3,208044.3,31071.2,48715.8,41240.1,43764.7,164791.8,2435.7,12064.3,4195.3,3616.2,22311.5,1635.4,3410.5,1717.0,1891.6,8654.5,1933.8,4927.1,1909.8,3515.8,12286.5
1.05,"['0015_311.8', '0068_062.6', '0089_383.5', '0215_025.7', '2338_001.9']",5,53948.6,102008.8,73415.7,80080.5,309453.6,45898.8,75390.2,62459.7,68436.0,252184.7,3263.2,16283.0,5740.6,4933.7,30220.5,2652.1,4972.5,3134.7,2820.9,13580.2,2134.5,5363.1,2080.7,3889.9,13468.2
2.01,"['0080_113.3', '0201_010.8', '2250_000.0', '2290_000.0', 'WFRC_8256', 'WFRC_8257']",6,33630.3,58438.8,42882.5,48232.4,183184.0,29615.0,45904.9,37286.8,42358.8,155165.5,1254.8,6357.0,2169.8,1928.2,11709.8,1780.6,3692.7,2318.1,2106.7,9898.1,979.9,2484.2,1107.8,1838.7,6410.6
2.02,"['0080_117.7', '0201_015.3', '2250_004.6', '2254_001.0', '2269_000.0', '2290_004.6', '2292_001.1', '2322_000.7', '2330_001.0']",9,45761.1,91648.8,64159.9,74427.5,275997.3,39160.9,70788.1,55139.4,64675.2,229763.6,2199.4,11648.1,3969.1,3647.3,21463.9,3265.2,6104.4,3796.0,3584.4,16750.0,1135.6,3108.2,1255.4,2520.6,8019.8
2.03,"['0015_305.2', '0071_020.6', '0089_376.8', '0186_006.9', '2076_005.1', '2128_006.5', '2148_004.3', '2176_002.3', '2178_004.1', '2180_004.7', '2204_002.5', '2258_002.4', '2264_003.2', '2266_006.7', '2274_000.6', '2282_000.5', '2284_000.5', 'WFRC_8409']",18,84730.6,167832.3,119191.0,132495.5,504249.4,74384.9,132965.9,105254.6,117452.4,430057.8,4340.1,22336.8,7420.8,6959.1,41056.8,4246.8,8026.0,4817.9,4677.7,21768.4,1758.8,4503.6,1697.7,3406.3,11366.4
2.04,"['0068_054.8', '0111_009.6', '0154_019.5', '0172_004.5', '0215_017.5', '2040_016.1', '2094_011.5', '2151_001.5', '2154_003.7', '2156_012.1', '2164_003.5', '2168_002.6', '2238_001.5', 'WFRC_8155']",14,69217.3,120336.8,93439.7,99115.4,382109.2,62638.1,99947.7,84236.5,91203.6,338025.9,2740.5,13181.5,4889.4,3709.5,24520.9,3137.4,5573.2,3721.2,3038.8,15470.6,701.3,1634.4,592.6,1163.5,4091.8
2.05,"['0071_018.3', '0089_374.5', '0215_000.7', '2076_003.0', '2148_002.0', '2178_001.8', '2180_002.4', '2186_004.6', '2191_000.0', '2194_001.8', '2204_000.0', '2214_000.0', '2264_000.9', '2266_004.3']",14,41885.7,77718.0,60611.6,58069.1,238284.4,37983.5,65962.1,54977.6,53956.4,212879.6,1642.8,7807.2,3035.8,2126.2,14612.0,1866.5,3037.1,2219.5,1425.8,8548.9,392.9,911.6,378.7,560.7,2243.9
2.06,"['0171_008.8', '0173_007.7', '0266_001.7', '2142_000.3', '2172_008.5']",5,19679.5,42105.9,29931.3,35892.3,127609.0,17842.9,36200.0,27452.7,33450.1,114945.7,819.5,3995.6,1392.8,1309.9,7517.8,976.3,1779.2,1046.5,1037.2,4839.2,40.8,131.1,39.3,95.1,306.3
