I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  10897.31,         0,   8242.66,  59832.67,  24453.32,         0,         0,         0,  15779.92,   5566.47,   4153.45,         0,         0, 128925.80
    1,    2,     45.58,         0,         0,    352.59,    231.85,         0,         0,         0,    170.67,     48.31,     16.40,         0,         0,    865.40
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.24,         0,         0,         0,         0,      0.24
    1,    4,   1945.43,         0,    581.56,   3784.42,   1514.28,         0,         0,         0,    432.76,    606.80,    537.19,         0,         0,   9402.44
    1,    5,   1231.94,    216.00,     44.17,   1530.13,    837.06,         0,         0,         0,    201.05,    408.14,    364.63,         0,         0,   4833.12
    1,    6,      0.02,         0,         0,      2.05,      0.15,         0,         0,         0,      4.04,      0.03,         0,         0,         0,      6.29
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    1,    8,   1001.64,     24.00,     45.79,    917.28,    719.29,         0,         0,         0,    218.41,    137.02,     20.00,         0,         0,   3083.43
    1,    9,    221.37,         0,      4.06,    235.83,    154.47,         0,         0,         0,     71.61,     53.86,     10.38,         0,         0,    751.58
    1,   10,         0,         0,         0,      0.55,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.56
    1,   11,     87.38,         0,         0,     72.76,     10.10,         0,         0,         0,     15.73,     28.80,     15.63,         0,         0,    230.40
    1,   12,    285.96,      9.00,      0.14,    471.97,     74.30,         0,         0,         0,     72.40,    120.41,     59.46,         0,         0,   1093.64
    1,   13,    107.98,      2.00,         0,    191.70,     40.12,         0,         0,         0,     22.24,     23.14,      6.28,         0,         0,    393.46
    1,   14,    264.72,      7.00,         0,    438.52,     94.11,         0,         0,         0,     51.42,     76.47,     22.62,         0,         0,    954.86
    1,   15,      3.99,         0,         0,      0.60,         0,         0,         0,         0,      0.32,      2.11,      3.89,         0,         0,     10.91
    1,   16,     43.10,         0,         0,     28.86,      4.39,         0,         0,         0,     11.91,     21.46,     19.85,         0,         0,    129.57
    1,   17,     40.62,         0,         0,     37.93,      4.60,         0,         0,         0,     12.44,     18.66,     12.60,         0,         0,    126.85
    1,   18,      0.41,         0,         0,      0.06,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.52
    1,   19,      0.21,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.35
    1,   20,     10.08,         0,         0,         0,         0,         0,         0,         0,      0.16,      2.61,     10.44,         0,         0,     23.29
    1,   21,      6.70,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.72,         0,         0,     14.42
    1,   22,      0.77,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.40,         0,         0,      2.17
