Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       11013.02,        6420.78,       93550.43,       18351.11,        6135.17,       27252.58,       45534.66,              0,              0,              0,              0,              0,              0,              0,              0,      110773.47,        1550.55,        3365.75,         776.87,         391.43,        1818.23,         158.55,        2126.96,        4999.35,         156.21,          88.05,         483.27,         393.42,         131.96,        2304.14,         125.06,         119.89,         475.88
         3,       15770.13,       16091.22,      203294.96,       30334.12,       11971.68,       19352.51,       47323.36,           0.53,              0,           0.15,           0.03,          23.89,              0,           0.21,           0.03,       72430.91,        1676.86,        4119.46,         788.11,         423.51,        2178.79,         165.54,        3145.24,        2808.85,         181.85,          45.28,         257.17,         493.17,         208.53,         935.69,         113.91,         110.85,         430.87
         4,       37674.33,       57188.71,      418793.32,       69308.63,       33428.75,       41101.40,      143315.13,           1.57,              0,           0.21,           0.04,          66.78,              0,           0.58,           0.37,       79514.84,        3256.46,        7664.24,        1461.02,         678.32,        3447.44,         304.56,        3469.81,        6388.44,         133.37,          50.26,         517.07,         236.53,         270.43,        1118.75,          62.65,          54.70,         261.93
         5,       41230.13,       67682.02,      394432.89,       59811.26,       35069.24,       38083.03,      113958.15,          29.73,              0,           3.54,           0.45,         257.31,              0,           2.51,           0.62,       18690.64,        2667.76,        6613.62,        1156.89,         529.78,        2914.00,          96.65,        2636.53,        6061.06,         140.70,          68.17,         494.62,         122.91,         251.14,        1185.83,          60.26,          52.88,         271.85
         6,       58195.15,       96443.85,      433720.77,       38210.95,       34500.15,       55306.70,      168715.42,         321.65,              0,          51.97,           4.22,         434.90,              0,          56.53,           6.52,       11754.28,        3741.91,        9594.58,        1709.74,         832.44,        3931.47,         122.59,        3109.49,        7371.96,         165.52,          74.75,         630.86,         180.03,         246.90,        1505.12,         107.61,          73.58,         324.28
         7,       64383.98,      100824.79,      430151.48,       26343.76,       40892.77,       56921.43,      161848.74,         394.39,              0,          62.33,           5.63,         437.84,              0,          77.22,           8.90,        9419.78,        4254.29,       10828.58,        1895.19,         945.64,        4317.75,         172.46,        4063.22,        7494.21,         221.71,          78.89,         629.43,         196.23,         141.16,        1290.83,          93.45,          59.13,         241.14
         8,       61232.35,       94874.77,      378468.65,       24168.99,       47286.88,       49071.58,      134941.53,        1891.60,              0,         116.33,          11.71,        1297.47,              0,         120.88,          14.46,        8194.17,        3494.91,        9358.30,        1694.22,         783.22,        3795.93,         200.63,        4476.34,        6466.41,         244.80,          61.66,         524.07,         268.84,         169.20,        1242.21,         122.73,          80.76,         302.48
         9,       65454.71,       88112.06,      328304.65,       23046.03,       36951.10,       49784.25,      126797.54,        1941.65,              0,         140.08,           7.02,        1951.76,              0,         192.84,          14.60,        8049.87,        3545.86,        9869.08,        1789.93,         816.61,        3868.03,         167.74,        4421.11,        5747.58,         233.79,          56.62,         463.13,         253.66,         146.65,        1192.59,         108.00,          71.96,         264.29
