"SITE","DATE_ONLY","HOUR","LENGTH_BIN","LENGTH_DEF","COUNT"
"-0677",09/11/2023,15,4,"L30-50",215
"-0677",09/11/2023,15,5,"L50-79",231
"-0677",09/11/2023,15,6,"L79-120",77
"-0677",09/11/2023,16,1,"L0-8",21
"-0677",09/11/2023,16,2,"L8-20",2767
"-0677",09/11/2023,16,3,"L20-30",862
"-0677",09/11/2023,16,4,"L30-50",180
"-0677",09/11/2023,16,5,"L50-79",185
"-0677",09/11/2023,16,6,"L79-120",52
"-0677",09/11/2023,17,1,"L0-8",22
"-0677",09/11/2023,17,2,"L8-20",3996
"-0677",09/11/2023,17,3,"L20-30",956
"-0677",09/11/2023,17,4,"L30-50",173
"-0677",09/11/2023,17,5,"L50-79",191
"-0677",09/11/2023,17,6,"L79-120",55
"-0677",09/11/2023,18,1,"L0-8",14
"-0677",09/11/2023,18,2,"L8-20",2680
"-0677",09/11/2023,18,3,"L20-30",683
"-0677",09/11/2023,18,4,"L30-50",120
"-0677",09/11/2023,18,5,"L50-79",196
"-0677",09/11/2023,18,6,"L79-120",49
"-0677",09/11/2023,19,1,"L0-8",7
"-0677",09/11/2023,19,2,"L8-20",1753
"-0677",09/11/2023,19,3,"L20-30",435
"-0677",09/11/2023,19,4,"L30-50",81
"-0677",09/11/2023,19,5,"L50-79",154
"-0677",09/11/2023,19,6,"L79-120",51
"-0677",09/11/2023,20,1,"L0-8",3
"-0677",09/11/2023,20,2,"L8-20",1493
"-0677",09/11/2023,20,3,"L20-30",266
"-0677",09/11/2023,20,4,"L30-50",53
"-0677",09/11/2023,20,5,"L50-79",154
"-0677",09/11/2023,20,6,"L79-120",45
"-0677",09/11/2023,21,1,"L0-8",5
"-0677",09/11/2023,21,2,"L8-20",978
"-0677",09/11/2023,21,3,"L20-30",156
"-0677",09/11/2023,21,4,"L30-50",22
"-0677",09/11/2023,21,5,"L50-79",159
"-0677",09/11/2023,21,6,"L79-120",41
"-0677",09/11/2023,22,1,"L0-8",1
"-0677",09/11/2023,22,2,"L8-20",664
"-0677",09/11/2023,22,3,"L20-30",91
"-0677",09/11/2023,22,4,"L30-50",30
"-0677",09/11/2023,22,5,"L50-79",128
"-0677",09/11/2023,22,6,"L79-120",37
"-0677",09/11/2023,23,1,"L0-8",4
"-0677",09/11/2023,23,2,"L8-20",412
"-0677",09/11/2023,23,3,"L20-30",59
"-0677",09/11/2023,23,4,"L30-50",10
"-0677",09/11/2023,23,5,"L50-79",99
"-0677",09/11/2023,23,6,"L79-120",35
"-0677",09/12/2023,0,1,"L0-8",1
"-0677",09/12/2023,0,2,"L8-20",198
"-0677",09/12/2023,0,3,"L20-30",27
"-0677",09/12/2023,0,4,"L30-50",15
"-0677",09/12/2023,0,5,"L50-79",83
"-0677",09/12/2023,0,6,"L79-120",28
"-0677",09/12/2023,1,1,"L0-8",0
"-0677",09/12/2023,1,2,"L8-20",109
"-0677",09/12/2023,1,3,"L20-30",15
"-0677",09/12/2023,1,4,"L30-50",8
"-0677",09/12/2023,1,5,"L50-79",77
"-0677",09/12/2023,1,6,"L79-120",29
"-0677",09/12/2023,2,1,"L0-8",0
"-0677",09/12/2023,2,2,"L8-20",66
"-0677",09/12/2023,2,3,"L20-30",17
"-0677",09/12/2023,2,4,"L30-50",9
"-0677",09/12/2023,2,5,"L50-79",81
"-0677",09/12/2023,2,6,"L79-120",32
"-0677",09/12/2023,3,1,"L0-8",2
"-0677",09/12/2023,3,2,"L8-20",85
"-0677",09/12/2023,3,3,"L20-30",22
"-0677",09/12/2023,3,4,"L30-50",16
"-0677",09/12/2023,3,5,"L50-79",105
"-0677",09/12/2023,3,6,"L79-120",38
"-0677",09/12/2023,4,1,"L0-8",0
"-0677",09/12/2023,4,2,"L8-20",208
"-0677",09/12/2023,4,3,"L20-30",57
"-0677",09/12/2023,4,4,"L30-50",21
"-0677",09/12/2023,4,5,"L50-79",106
"-0677",09/12/2023,4,6,"L79-120",40
"-0677",09/12/2023,5,1,"L0-8",0
"-0677",09/12/2023,5,2,"L8-20",747
"-0677",09/12/2023,5,3,"L20-30",145
"-0677",09/12/2023,5,4,"L30-50",26
"-0677",09/12/2023,5,5,"L50-79",143
"-0677",09/12/2023,5,6,"L79-120",59
"-0677",09/12/2023,6,1,"L0-8",5
"-0677",09/12/2023,6,2,"L8-20",2414
"-0677",09/12/2023,6,3,"L20-30",548
"-0677",09/12/2023,6,4,"L30-50",128
"-0677",09/12/2023,6,5,"L50-79",179
"-0677",09/12/2023,6,6,"L79-120",66
"-0677",09/12/2023,7,1,"L0-8",10
"-0677",09/12/2023,7,2,"L8-20",3343
"-0677",09/12/2023,7,3,"L20-30",835
"-0677",09/12/2023,7,4,"L30-50",225
"-0677",09/12/2023,7,5,"L50-79",168
"-0677",09/12/2023,7,6,"L79-120",80
"-0677",09/12/2023,8,1,"L0-8",15
"-0677",09/12/2023,8,2,"L8-20",3729
"-0677",09/12/2023,8,3,"L20-30",978
"-0677",09/12/2023,8,4,"L30-50",247
"-0677",09/12/2023,8,5,"L50-79",213
"-0677",09/12/2023,8,6,"L79-120",70
"-0677",09/12/2023,9,1,"L0-8",19
"-0677",09/12/2023,9,2,"L8-20",2839
"-0677",09/12/2023,9,3,"L20-30",851
"-0677",09/12/2023,9,4,"L30-50",271
"-0677",09/12/2023,9,5,"L50-79",248
"-0677",09/12/2023,9,6,"L79-120",89
"-0677",09/12/2023,10,1,"L0-8",11
"-0677",09/12/2023,10,2,"L8-20",2468
"-0677",09/12/2023,10,3,"L20-30",696
"-0677",09/12/2023,10,4,"L30-50",241
"-0677",09/12/2023,10,5,"L50-79",261
"-0677",09/12/2023,10,6,"L79-120",105
"-0677",09/12/2023,11,1,"L0-8",12
"-0677",09/12/2023,11,2,"L8-20",2338
"-0677",09/12/2023,11,3,"L20-30",669
"-0677",09/12/2023,11,4,"L30-50",200
"-0677",09/12/2023,11,5,"L50-79",275
"-0677",09/12/2023,11,6,"L79-120",99
"-0677",09/12/2023,12,1,"L0-8",11
"-0677",09/12/2023,12,2,"L8-20",2236
"-0677",09/12/2023,12,3,"L20-30",631
"-0677",09/12/2023,12,4,"L30-50",195
"-0677",09/12/2023,12,5,"L50-79",287
"-0677",09/12/2023,12,6,"L79-120",99
"-0677",09/12/2023,13,1,"L0-8",13
"-0677",09/12/2023,13,2,"L8-20",2385
"-0677",09/12/2023,13,3,"L20-30",705
"-0677",09/12/2023,13,4,"L30-50",212
"-0677",09/12/2023,13,5,"L50-79",265
"-0677",09/12/2023,13,6,"L79-120",86
"-0677",09/12/2023,14,1,"L0-8",4
"-0677",09/12/2023,14,2,"L8-20",2096
"-0677",09/12/2023,14,3,"L20-30",578
"-0677",09/12/2023,14,4,"L30-50",159
"-0677",09/12/2023,14,5,"L50-79",201
"-0677",09/12/2023,14,6,"L79-120",51
"-0677",09/12/2023,15,1,"L0-8",22
"-0677",09/12/2023,15,2,"L8-20",3258
"-0677",09/12/2023,15,3,"L20-30",1002
"-0677",09/12/2023,15,4,"L30-50",198
"-0677",09/12/2023,15,5,"L50-79",281
"-0677",09/12/2023,15,6,"L79-120",91
"-0677",09/12/2023,16,1,"L0-8",27
"-0677",09/12/2023,16,2,"L8-20",3792
"-0677",09/12/2023,16,3,"L20-30",1143
"-0677",09/12/2023,16,4,"L30-50",198
"-0677",09/12/2023,16,5,"L50-79",256
"-0677",09/12/2023,16,6,"L79-120",79
"-0677",09/12/2023,17,1,"L0-8",25
"-0677",09/12/2023,17,2,"L8-20",4091
"-0677",09/12/2023,17,3,"L20-30",1129
"-0677",09/12/2023,17,4,"L30-50",182
"-0677",09/12/2023,17,5,"L50-79",245
"-0677",09/12/2023,17,6,"L79-120",71
"-0677",09/12/2023,18,1,"L0-8",5
"-0677",09/12/2023,18,2,"L8-20",2722
"-0677",09/12/2023,18,3,"L20-30",751
"-0677",09/12/2023,18,4,"L30-50",112
"-0677",09/12/2023,18,5,"L50-79",237
"-0677",09/12/2023,18,6,"L79-120",74
"-0677",09/12/2023,19,1,"L0-8",6
"-0677",09/12/2023,19,2,"L8-20",1773
"-0677",09/12/2023,19,3,"L20-30",431
"-0677",09/12/2023,19,4,"L30-50",85
"-0677",09/12/2023,19,5,"L50-79",211
"-0677",09/12/2023,19,6,"L79-120",56
"-0677",09/12/2023,20,1,"L0-8",5
"-0677",09/12/2023,20,2,"L8-20",1544
"-0677",09/12/2023,20,3,"L20-30",282
"-0677",09/12/2023,20,4,"L30-50",46
"-0677",09/12/2023,20,5,"L50-79",213
"-0677",09/12/2023,20,6,"L79-120",38
"-0677",09/12/2023,21,1,"L0-8",2
"-0677",09/12/2023,21,2,"L8-20",1054
"-0677",09/12/2023,21,3,"L20-30",161
"-0677",09/12/2023,21,4,"L30-50",37
"-0677",09/12/2023,21,5,"L50-79",215
"-0677",09/12/2023,21,6,"L79-120",47
"-0677",09/12/2023,22,1,"L0-8",2
"-0677",09/12/2023,22,2,"L8-20",701
"-0677",09/12/2023,22,3,"L20-30",88
"-0677",09/12/2023,22,4,"L30-50",31
"-0677",09/12/2023,22,5,"L50-79",171
"-0677",09/12/2023,22,6,"L79-120",45
"-0677",09/12/2023,23,1,"L0-8",2
"-0677",09/12/2023,23,2,"L8-20",387
"-0677",09/12/2023,23,3,"L20-30",37
"-0677",09/12/2023,23,4,"L30-50",12
"-0677",09/12/2023,23,5,"L50-79",155
"-0677",09/12/2023,23,6,"L79-120",36
"-0677",09/13/2023,0,1,"L0-8",0
"-0677",09/13/2023,0,2,"L8-20",160
"-0677",09/13/2023,0,3,"L20-30",29
"-0677",09/13/2023,0,4,"L30-50",10
"-0677",09/13/2023,0,5,"L50-79",137
"-0677",09/13/2023,0,6,"L79-120",23
"-0677",09/13/2023,1,1,"L0-8",0
"-0677",09/13/2023,1,2,"L8-20",68
"-0677",09/13/2023,1,3,"L20-30",25
"-0677",09/13/2023,1,4,"L30-50",9
"-0677",09/13/2023,1,5,"L50-79",127
"-0677",09/13/2023,1,6,"L79-120",33
"-0677",09/13/2023,2,1,"L0-8",0
"-0677",09/13/2023,2,2,"L8-20",56
"-0677",09/13/2023,2,3,"L20-30",18
"-0677",09/13/2023,2,4,"L30-50",14
"-0677",09/13/2023,2,5,"L50-79",118
"-0677",09/13/2023,2,6,"L79-120",32
"-0677",09/13/2023,3,1,"L0-8",2
"-0677",09/13/2023,3,2,"L8-20",81
"-0677",09/13/2023,3,3,"L20-30",20
"-0677",09/13/2023,3,4,"L30-50",14
"-0677",09/13/2023,3,5,"L50-79",132
"-0677",09/13/2023,3,6,"L79-120",38
"-0677",09/13/2023,4,1,"L0-8",1
"-0677",09/13/2023,4,2,"L8-20",214
"-0677",09/13/2023,4,3,"L20-30",50
"-0677",09/13/2023,4,4,"L30-50",27
"-0677",09/13/2023,4,5,"L50-79",156
"-0677",09/13/2023,4,6,"L79-120",43
"-0677",09/13/2023,5,1,"L0-8",2
"-0677",09/13/2023,5,2,"L8-20",782
"-0677",09/13/2023,5,3,"L20-30",172
"-0677",09/13/2023,5,4,"L30-50",44
"-0677",09/13/2023,5,5,"L50-79",133
"-0677",09/13/2023,5,6,"L79-120",51
"-0677",09/13/2023,6,1,"L0-8",9
"-0677",09/13/2023,6,2,"L8-20",2325
"-0677",09/13/2023,6,3,"L20-30",570
"-0677",09/13/2023,6,4,"L30-50",126
"-0677",09/13/2023,6,5,"L50-79",194
"-0677",09/13/2023,6,6,"L79-120",72
"-0677",09/13/2023,7,1,"L0-8",13
"-0677",09/13/2023,7,2,"L8-20",3404
"-0677",09/13/2023,7,3,"L20-30",791
"-0677",09/13/2023,7,4,"L30-50",229
"-0677",09/13/2023,7,5,"L50-79",226
"-0677",09/13/2023,7,6,"L79-120",89
"-0677",09/13/2023,8,1,"L0-8",14
"-0677",09/13/2023,8,2,"L8-20",3588
"-0677",09/13/2023,8,3,"L20-30",1002
"-0677",09/13/2023,8,4,"L30-50",314
"-0677",09/13/2023,8,5,"L50-79",276
"-0677",09/13/2023,8,6,"L79-120",89
"-0677",09/13/2023,9,1,"L0-8",13
"-0677",09/13/2023,9,2,"L8-20",2797
"-0677",09/13/2023,9,3,"L20-30",823
"-0677",09/13/2023,9,4,"L30-50",256
"-0677",09/13/2023,9,5,"L50-79",316
"-0677",09/13/2023,9,6,"L79-120",101
"-0677",09/13/2023,10,1,"L0-8",11
"-0677",09/13/2023,10,2,"L8-20",2420
"-0677",09/13/2023,10,3,"L20-30",687
"-0677",09/13/2023,10,4,"L30-50",220
"-0677",09/13/2023,10,5,"L50-79",330
"-0677",09/13/2023,10,6,"L79-120",89
"-0677",09/13/2023,11,1,"L0-8",16
"-0677",09/13/2023,11,2,"L8-20",2625
"-0677",09/13/2023,11,3,"L20-30",726
"-0677",09/13/2023,11,4,"L30-50",229
"-0677",09/13/2023,11,5,"L50-79",350
"-0677",09/13/2023,11,6,"L79-120",84
"-0677",09/13/2023,12,1,"L0-8",15
"-0677",09/13/2023,12,2,"L8-20",2530
"-0677",09/13/2023,12,3,"L20-30",693
"-0677",09/13/2023,12,4,"L30-50",218
"-0677",09/13/2023,12,5,"L50-79",333
"-0677",09/13/2023,12,6,"L79-120",88
"-0677",09/13/2023,13,1,"L0-8",10
"-0677",09/13/2023,13,2,"L8-20",2583
"-0677",09/13/2023,13,3,"L20-30",734
"-0677",09/13/2023,13,4,"L30-50",211
"-0677",09/13/2023,13,5,"L50-79",311
"-0677",09/13/2023,13,6,"L79-120",97
"-0677",09/13/2023,14,1,"L0-8",12
"-0677",09/13/2023,14,2,"L8-20",2793
"-0677",09/13/2023,14,3,"L20-30",781
"-0677",09/13/2023,14,4,"L30-50",222
"-0677",09/13/2023,14,5,"L50-79",323
"-0677",09/13/2023,14,6,"L79-120",87
"-0677",09/13/2023,15,1,"L0-8",13
"-0677",09/13/2023,15,2,"L8-20",3362
"-0677",09/13/2023,15,3,"L20-30",965
"-0677",09/13/2023,15,4,"L30-50",199
"-0677",09/13/2023,15,5,"L50-79",256
"-0677",09/13/2023,15,6,"L79-120",104
"-0677",09/13/2023,16,1,"L0-8",27
"-0677",09/13/2023,16,2,"L8-20",3829
"-0677",09/13/2023,16,3,"L20-30",1121
"-0677",09/13/2023,16,4,"L30-50",227
"-0677",09/13/2023,16,5,"L50-79",251
"-0677",09/13/2023,16,6,"L79-120",88
"-0677",09/13/2023,17,1,"L0-8",23
"-0677",09/13/2023,17,2,"L8-20",4166
"-0677",09/13/2023,17,3,"L20-30",1101
"-0677",09/13/2023,17,4,"L30-50",181
"-0677",09/13/2023,17,5,"L50-79",269
"-0677",09/13/2023,17,6,"L79-120",81
"-0677",09/13/2023,18,1,"L0-8",9
"-0677",09/13/2023,18,2,"L8-20",2032
"-0677",09/13/2023,18,3,"L20-30",552
"-0677",09/13/2023,18,4,"L30-50",94
"-0677",09/13/2023,18,5,"L50-79",196
"-0677",09/13/2023,18,6,"L79-120",64
"-0677",09/13/2023,19,1,"L0-8",9
"-0677",09/13/2023,19,2,"L8-20",2030
"-0677",09/13/2023,19,3,"L20-30",482
"-0677",09/13/2023,19,4,"L30-50",80
"-0677",09/13/2023,19,5,"L50-79",240
"-0677",09/13/2023,19,6,"L79-120",52
"-0677",09/13/2023,20,1,"L0-8",5
"-0677",09/13/2023,20,2,"L8-20",1618
"-0677",09/13/2023,20,3,"L20-30",295
"-0677",09/13/2023,20,4,"L30-50",54
"-0677",09/13/2023,20,5,"L50-79",205
"-0677",09/13/2023,20,6,"L79-120",45
"-0677",09/13/2023,21,1,"L0-8",6
"-0677",09/13/2023,21,2,"L8-20",1172
"-0677",09/13/2023,21,3,"L20-30",171
"-0677",09/13/2023,21,4,"L30-50",26
"-0677",09/13/2023,21,5,"L50-79",213
"-0677",09/13/2023,21,6,"L79-120",58
"-0677",09/13/2023,22,1,"L0-8",2
"-0677",09/13/2023,22,2,"L8-20",786
"-0677",09/13/2023,22,3,"L20-30",93
"-0677",09/13/2023,22,4,"L30-50",20
"-0677",09/13/2023,22,5,"L50-79",171
"-0677",09/13/2023,22,6,"L79-120",51
"-0677",09/13/2023,23,1,"L0-8",2
"-0677",09/13/2023,23,2,"L8-20",428
"-0677",09/13/2023,23,3,"L20-30",65
"-0677",09/13/2023,23,4,"L30-50",16
"-0677",09/13/2023,23,5,"L50-79",153
"-0677",09/13/2023,23,6,"L79-120",36
"-0677",09/14/2023,0,1,"L0-8",1
"-0677",09/14/2023,0,2,"L8-20",229
"-0677",09/14/2023,0,3,"L20-30",30
"-0677",09/14/2023,0,4,"L30-50",13
"-0677",09/14/2023,0,5,"L50-79",120
"-0677",09/14/2023,0,6,"L79-120",48
"-0677",09/14/2023,1,1,"L0-8",1
"-0677",09/14/2023,1,2,"L8-20",95
"-0677",09/14/2023,1,3,"L20-30",18
"-0677",09/14/2023,1,4,"L30-50",2
"-0677",09/14/2023,1,5,"L50-79",134
"-0677",09/14/2023,1,6,"L79-120",41
"-0677",09/14/2023,2,1,"L0-8",2
"-0677",09/14/2023,2,2,"L8-20",72
"-0677",09/14/2023,2,3,"L20-30",14
"-0677",09/14/2023,2,4,"L30-50",12
"-0677",09/14/2023,2,5,"L50-79",135
"-0677",09/14/2023,2,6,"L79-120",41
"-0677",09/14/2023,3,1,"L0-8",3
"-0677",09/14/2023,3,2,"L8-20",81
"-0677",09/14/2023,3,3,"L20-30",29
"-0677",09/14/2023,3,4,"L30-50",28
"-0677",09/14/2023,3,5,"L50-79",153
"-0677",09/14/2023,3,6,"L79-120",33
"-0677",09/14/2023,4,1,"L0-8",0
"-0677",09/14/2023,4,2,"L8-20",213
"-0677",09/14/2023,4,3,"L20-30",57
"-0677",09/14/2023,4,4,"L30-50",26
"-0677",09/14/2023,4,5,"L50-79",153
"-0677",09/14/2023,4,6,"L79-120",45
"-0677",09/14/2023,5,1,"L0-8",4
"-0677",09/14/2023,5,2,"L8-20",740
"-0677",09/14/2023,5,3,"L20-30",188
"-0677",09/14/2023,5,4,"L30-50",46
"-0677",09/14/2023,5,5,"L50-79",153
"-0677",09/14/2023,5,6,"L79-120",48
"-0677",09/14/2023,6,1,"L0-8",4
"-0677",09/14/2023,6,2,"L8-20",2326
"-0677",09/14/2023,6,3,"L20-30",547
"-0677",09/14/2023,6,4,"L30-50",105
"-0677",09/14/2023,6,5,"L50-79",193
"-0677",09/14/2023,6,6,"L79-120",66
"-0677",09/14/2023,7,1,"L0-8",12
"-0677",09/14/2023,7,2,"L8-20",2439
"-0677",09/14/2023,7,3,"L20-30",669
"-0677",09/14/2023,7,4,"L30-50",176
"-0677",09/14/2023,7,5,"L50-79",190
"-0677",09/14/2023,7,6,"L79-120",52
"-0677",09/14/2023,8,1,"L0-8",16
"-0677",09/14/2023,8,2,"L8-20",3696
"-0677",09/14/2023,8,3,"L20-30",915
"-0677",09/14/2023,8,4,"L30-50",264
"-0677",09/14/2023,8,5,"L50-79",294
"-0677",09/14/2023,8,6,"L79-120",91
"-0677",09/14/2023,9,1,"L0-8",9
"-0677",09/14/2023,9,2,"L8-20",1392
"-0677",09/14/2023,9,3,"L20-30",416
"-0677",09/14/2023,9,4,"L30-50",156
"-0677",09/14/2023,9,5,"L50-79",180
"-0677",09/14/2023,9,6,"L79-120",51
"-0677",09/14/2023,10,1,"L0-8",17
"-0677",09/14/2023,10,2,"L8-20",2583
"-0677",09/14/2023,10,3,"L20-30",720
"-0677",09/14/2023,10,4,"L30-50",217
"-0677",09/14/2023,10,5,"L50-79",323
"-0677",09/14/2023,10,6,"L79-120",96
"-0677",09/14/2023,11,1,"L0-8",10
"-0677",09/14/2023,11,2,"L8-20",2370
"-0677",09/14/2023,11,3,"L20-30",693
"-0677",09/14/2023,11,4,"L30-50",278
"-0677",09/14/2023,11,5,"L50-79",315
"-0677",09/14/2023,11,6,"L79-120",105
"-0677",09/14/2023,12,1,"L0-8",14
"-0677",09/14/2023,12,2,"L8-20",1912
"-0677",09/14/2023,12,3,"L20-30",513
"-0677",09/14/2023,12,4,"L30-50",193
"-0677",09/14/2023,12,5,"L50-79",238
"-0677",09/14/2023,12,6,"L79-120",64
"-0677",09/14/2023,13,1,"L0-8",16
"-0677",09/14/2023,13,2,"L8-20",1962
"-0677",09/14/2023,13,3,"L20-30",559
"-0677",09/14/2023,13,4,"L30-50",175
"-0677",09/14/2023,13,5,"L50-79",245
"-0677",09/14/2023,13,6,"L79-120",70
"-0677",09/14/2023,14,1,"L0-8",11
"-0677",09/14/2023,14,2,"L8-20",3042
"-0677",09/14/2023,14,3,"L20-30",841
"-0677",09/14/2023,14,4,"L30-50",244
"-0677",09/14/2023,14,5,"L50-79",299
"-0677",09/14/2023,14,6,"L79-120",84
"-0677",09/14/2023,15,1,"L0-8",20
"-0677",09/14/2023,15,2,"L8-20",3634
"-0677",09/14/2023,15,3,"L20-30",1050
"-0677",09/14/2023,15,4,"L30-50",262
"-0677",09/14/2023,15,5,"L50-79",283
"-0677",09/14/2023,15,6,"L79-120",85
"-0677",09/14/2023,16,1,"L0-8",30
"-0677",09/14/2023,16,2,"L8-20",3931
"-0677",09/14/2023,16,3,"L20-30",1112
"-0677",09/14/2023,16,4,"L30-50",239
"-0677",09/14/2023,16,5,"L50-79",261
"-0677",09/14/2023,16,6,"L79-120",79
"-0677",09/14/2023,17,1,"L0-8",33
"-0677",09/14/2023,17,2,"L8-20",4306
"-0677",09/14/2023,17,3,"L20-30",1155
"-0677",09/14/2023,17,4,"L30-50",220
"-0677",09/14/2023,17,5,"L50-79",263
"-0677",09/14/2023,17,6,"L79-120",59
"-0677",09/14/2023,18,1,"L0-8",15
"-0677",09/14/2023,18,2,"L8-20",3111
"-0677",09/14/2023,18,3,"L20-30",821
"-0677",09/14/2023,18,4,"L30-50",156
"-0677",09/14/2023,18,5,"L50-79",226
"-0677",09/14/2023,18,6,"L79-120",68
"-0677",09/14/2023,19,1,"L0-8",9
"-0677",09/14/2023,19,2,"L8-20",2192
"-0677",09/14/2023,19,3,"L20-30",479
"-0677",09/14/2023,19,4,"L30-50",102
"-0677",09/14/2023,19,5,"L50-79",207
"-0677",09/14/2023,19,6,"L79-120",60
"-0677",09/14/2023,20,1,"L0-8",3
"-0677",09/14/2023,20,2,"L8-20",1866
"-0677",09/14/2023,20,3,"L20-30",317
"-0677",09/14/2023,20,4,"L30-50",53
"-0677",09/14/2023,20,5,"L50-79",196
"-0677",09/14/2023,20,6,"L79-120",60
"-0677",09/14/2023,21,1,"L0-8",6
"-0677",09/14/2023,21,2,"L8-20",1356
"-0677",09/14/2023,21,3,"L20-30",203
"-0677",09/14/2023,21,4,"L30-50",40
"-0677",09/14/2023,21,5,"L50-79",216
"-0677",09/14/2023,21,6,"L79-120",45
"-0677",09/14/2023,22,1,"L0-8",2
"-0677",09/14/2023,22,2,"L8-20",917
"-0677",09/14/2023,22,3,"L20-30",120
"-0677",09/14/2023,22,4,"L30-50",28
"-0677",09/14/2023,22,5,"L50-79",159
"-0677",09/14/2023,22,6,"L79-120",44
"-0677",09/14/2023,23,1,"L0-8",1
"-0677",09/14/2023,23,2,"L8-20",564
"-0677",09/14/2023,23,3,"L20-30",88
"-0677",09/14/2023,23,4,"L30-50",26
"-0677",09/14/2023,23,5,"L50-79",158
"-0677",09/14/2023,23,6,"L79-120",46
"-0677",09/15/2023,0,1,"L0-8",2
"-0677",09/15/2023,0,2,"L8-20",259
"-0677",09/15/2023,0,3,"L20-30",36
"-0677",09/15/2023,0,4,"L30-50",10
"-0677",09/15/2023,0,5,"L50-79",97
"-0677",09/15/2023,0,6,"L79-120",30
"-0677",09/15/2023,1,1,"L0-8",1
"-0677",09/15/2023,1,2,"L8-20",173
"-0677",09/15/2023,1,3,"L20-30",26
"-0677",09/15/2023,1,4,"L30-50",12
"-0677",09/15/2023,1,5,"L50-79",117
"-0677",09/15/2023,1,6,"L79-120",33
"-0677",09/15/2023,2,1,"L0-8",1
"-0677",09/15/2023,2,2,"L8-20",101
"-0677",09/15/2023,2,3,"L20-30",19
"-0677",09/15/2023,2,4,"L30-50",9
"-0677",09/15/2023,2,5,"L50-79",89
"-0677",09/15/2023,2,6,"L79-120",33
"-0677",09/15/2023,3,1,"L0-8",2
"-0677",09/15/2023,3,2,"L8-20",95
"-0677",09/15/2023,3,3,"L20-30",21
"-0677",09/15/2023,3,4,"L30-50",16
"-0677",09/15/2023,3,5,"L50-79",134
"-0677",09/15/2023,3,6,"L79-120",38
"-0677",09/15/2023,4,1,"L0-8",2
"-0677",09/15/2023,4,2,"L8-20",200
"-0677",09/15/2023,4,3,"L20-30",63
"-0677",09/15/2023,4,4,"L30-50",22
"-0677",09/15/2023,4,5,"L50-79",146
"-0677",09/15/2023,4,6,"L79-120",36
"-0677",09/15/2023,5,1,"L0-8",3
"-0677",09/15/2023,5,2,"L8-20",741
"-0677",09/15/2023,5,3,"L20-30",197
"-0677",09/15/2023,5,4,"L30-50",49
"-0677",09/15/2023,5,5,"L50-79",161
"-0677",09/15/2023,5,6,"L79-120",51
"-0677",09/15/2023,6,1,"L0-8",3
"-0677",09/15/2023,6,2,"L8-20",2121
"-0677",09/15/2023,6,3,"L20-30",546
"-0677",09/15/2023,6,4,"L30-50",131
"-0677",09/15/2023,6,5,"L50-79",169
"-0677",09/15/2023,6,6,"L79-120",62
"-0677",09/15/2023,7,1,"L0-8",12
"-0677",09/15/2023,7,2,"L8-20",3322
"-0677",09/15/2023,7,3,"L20-30",815
"-0677",09/15/2023,7,4,"L30-50",204
"-0677",09/15/2023,7,5,"L50-79",228
"-0677",09/15/2023,7,6,"L79-120",89
"-0677",09/15/2023,8,1,"L0-8",11
"-0677",09/15/2023,8,2,"L8-20",3235
"-0677",09/15/2023,8,3,"L20-30",879
"-0677",09/15/2023,8,4,"L30-50",258
"-0677",09/15/2023,8,5,"L50-79",256
"-0677",09/15/2023,8,6,"L79-120",67
"-0677",09/15/2023,9,1,"L0-8",15
"-0677",09/15/2023,9,2,"L8-20",2946
"-0677",09/15/2023,9,3,"L20-30",817
"-0677",09/15/2023,9,4,"L30-50",260
"-0677",09/15/2023,9,5,"L50-79",279
"-0677",09/15/2023,9,6,"L79-120",106
"-0677",09/15/2023,10,1,"L0-8",26
"-0677",09/15/2023,10,2,"L8-20",2755
"-0677",09/15/2023,10,3,"L20-30",717
"-0677",09/15/2023,10,4,"L30-50",267
"-0677",09/15/2023,10,5,"L50-79",291
"-0677",09/15/2023,10,6,"L79-120",82
"-0677",09/15/2023,11,1,"L0-8",9
"-0677",09/15/2023,11,2,"L8-20",2089
"-0677",09/15/2023,11,3,"L20-30",607
"-0677",09/15/2023,11,4,"L30-50",186
"-0677",09/15/2023,11,5,"L50-79",234
"-0677",09/15/2023,11,6,"L79-120",64
"-0677",09/15/2023,12,1,"L0-8",12
"-0677",09/15/2023,12,2,"L8-20",2978
"-0677",09/15/2023,12,3,"L20-30",745
"-0677",09/15/2023,12,4,"L30-50",251
"-0677",09/15/2023,12,5,"L50-79",300
"-0677",09/15/2023,12,6,"L79-120",75
"-0677",09/15/2023,13,1,"L0-8",11
"-0677",09/15/2023,13,2,"L8-20",3245
"-0677",09/15/2023,13,3,"L20-30",873
"-0677",09/15/2023,13,4,"L30-50",271
"-0677",09/15/2023,13,5,"L50-79",295
"-0677",09/15/2023,13,6,"L79-120",92
"-0677",09/15/2023,14,1,"L0-8",16
"-0677",09/15/2023,14,2,"L8-20",3607
"-0677",09/15/2023,14,3,"L20-30",974
"-0677",09/15/2023,14,4,"L30-50",306
"-0677",09/15/2023,14,5,"L50-79",272
"-0677",09/15/2023,14,6,"L79-120",61
"-0677",09/15/2023,15,1,"L0-8",11
"-0677",09/15/2023,15,2,"L8-20",2987
"-0677",09/15/2023,15,3,"L20-30",815
"-0677",09/15/2023,15,4,"L30-50",229
"-0677",09/15/2023,15,5,"L50-79",199
