I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   129608.21,    11190.31,     9725.00,    50299.23,     4140.37,     4106.48,           0,     7275.04,    17286.82,           0,           0,           0,    15825.59,     5587.79,     4172.55,           0,           0,     8246.86,    60023.92,    24562.03,           0,    50299.23,    12432.30,     1241.48,     7750.96,      475.75,    12702.26,      594.53,     1509.19,      279.98,      115.22,      624.35,       57.99,      747.41,     4248.80,      122.82,       83.08,      327.69,      474.20,      341.88,     2379.60,      202.99,      145.30,      628.76,           0,           0,           0,           0,           0,           0
         1,         2,      891.03,       69.35,        3.97,      348.01,           0,           0,           0,       81.53,      151.40,           0,           0,           0,      171.82,       48.72,       16.55,           0,           0,           0,      351.97,      232.88,           0,      348.01,       76.60,        7.29,       84.82,        3.29,      134.01,        6.97,       20.22,        2.59,        0.82,        7.21,        0.13,        3.00,       42.81,        0.67,        0.39,        1.72,        2.33,        1.12,        9.96,        0.67,        0.28,        2.19,           0,           0,           0,           0,           0,           0
         1,         3,        0.23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9261.31,     1832.99,      436.35,     3338.77,      240.29,      341.67,           0,      636.82,      867.88,           0,           0,           0,      433.10,      601.05,      532.86,           0,           0,      581.96,     3775.12,     1504.64,           0,     3338.77,     2043.10,      210.03,      667.28,       30.13,      128.59,       42.18,      169.37,       30.12,        8.15,       54.69,        3.08,       74.98,      465.72,       18.36,       11.38,       27.54,       80.83,       65.14,      210.16,       58.62,       31.82,       86.30,           0,           0,           0,           0,           0,           0
         1,         5,     4738.17,     1203.57,       89.19,     1405.89,       15.25,       27.53,      217.00,      414.20,      405.82,           0,           0,           0,      199.44,      402.20,      361.23,           0,           0,       42.78,     1494.99,      819.41,           0,     1405.89,     1357.74,      155.72,      440.95,       26.84,        8.94,       25.84,      103.64,       22.99,        7.08,       30.95,        3.57,       53.68,      302.66,       13.11,        8.94,       20.24,       46.82,       39.76,      174.87,       32.10,       15.10,       52.58,           0,           0,           0,           0,           0,           0
         1,         6,        6.19,        0.06,           0,        2.02,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        3.93,        0.03,           0,           0,           0,           0,        2.02,        0.15,           0,        2.02,        0.06,           0,        0.04,           0,        3.93,           0,           0,           0,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.06,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2864.80,      865.96,       14.82,      862.03,       14.27,       29.43,       24.00,      369.38,      319.17,           0,           0,           0,      214.52,      133.13,       19.58,           0,           0,       43.70,      876.85,      688.16,           0,      862.03,      998.83,      134.57,      394.10,       25.04,        1.06,       27.61,      118.13,       24.93,        7.51,       35.28,        0.19,       11.49,      103.22,        1.78,        2.18,       14.27,        4.83,        1.49,        9.69,        1.38,        0.54,        1.65,           0,           0,           0,           0,           0,           0
         1,         9,      673.62,      163.61,       15.43,      210.89,        1.74,        1.85,           0,       75.51,       72.45,           0,           0,           0,       70.68,       51.60,        9.98,           0,           0,        3.59,      226.30,      147.94,           0,      210.89,      184.68,       20.73,       77.73,        2.22,           0,        6.89,       40.47,       10.69,        2.99,        9.64,        0.02,        3.83,       39.57,        0.22,        1.01,        6.95,        0.58,        0.62,        7.13,        0.47,        0.25,        0.93,           0,           0,           0,           0,           0,           0
         1,        10,        0.53,           0,           0,        0.52,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.52,        0.01,           0,        0.52,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        11,      221.90,       87.89,        5.58,       61.23,           0,           0,           0,        6.60,        1.94,           0,           0,           0,       14.59,       28.92,       15.32,           0,           0,           0,       66.82,        8.49,           0,       61.23,       98.00,       10.01,        6.77,        0.28,           0,        0.72,        7.13,        2.99,        1.01,        2.75,           0,       17.60,        8.70,        2.29,        0.15,        0.22,           0,        1.60,        6.50,        1.27,        2.14,        3.81,           0,           0,           0,           0,           0,           0
         1,        12,     1056.05,      285.26,        9.71,      439.39,        0.12,           0,        9.00,       43.64,       20.47,           0,           0,           0,       67.09,      123.66,       58.13,           0,           0,        0.12,      449.09,       64.04,      168.00,      271.39,      318.57,       33.24,       44.51,        0.89,           0,        3.17,       34.39,       13.28,        4.55,       11.74,        0.02,       75.69,       38.14,        8.81,        0.47,        0.59,           0,        5.94,       29.43,        3.97,        6.33,       12.47,           0,           0,           0,           0,           0,           0
         1,        13,      393.51,      123.31,       10.27,      171.11,           0,           0,        2.00,       20.32,       15.59,           0,           0,           0,       21.02,       23.96,        6.04,           0,           0,           0,      181.38,       35.88,           0,      171.11,      145.00,       21.49,       20.51,        0.19,           0,        0.70,       12.70,        4.06,        1.21,        2.35,           0,       14.76,        7.98,        1.19,           0,        0.03,           0,        0.16,        4.63,        0.11,        0.14,        1.00,           0,           0,           0,           0,           0,           0
         1,        14,      951.95,      323.25,       13.37,      384.45,           0,           0,        7.00,       53.02,       25.62,           0,           0,           0,       46.45,       77.72,       21.91,           0,           0,           0,      397.82,       78.38,           0,      384.45,      356.93,       33.59,       55.60,        2.85,           0,        3.25,       26.66,        9.30,        1.23,        6.10,           0,       51.47,       23.93,        2.12,        0.03,        0.29,           0,        1.15,       16.46,        0.34,        0.59,        3.37,           0,           0,           0,           0,           0,           0
