I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  11003.73,         0,   8246.85,  60024.23,  24561.86,         0,         0,         0,  15825.59,   5587.79,   4172.55,         0,         0, 129422.60
    1,    2,     45.33,         0,         0,    351.98,    232.93,         0,         0,         0,    171.82,     48.72,     16.55,         0,         0,    867.33
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.23,         0,         0,         0,         0,      0.23
    1,    4,   1945.58,         0,    581.96,   3775.12,   1504.70,         0,         0,         0,    433.10,    601.05,    532.86,         0,         0,   9374.37
    1,    5,   1218.24,    217.00,     42.78,   1495.08,    820.02,         0,         0,         0,    199.44,    402.20,    361.23,         0,         0,   4755.99
    1,    6,      0.02,         0,         0,      2.02,      0.15,         0,         0,         0,      3.93,      0.03,         0,         0,         0,      6.15
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    1,    8,    972.72,     24.00,     43.70,    876.85,    688.55,         0,         0,         0,    214.52,    133.13,     19.58,         0,         0,   2973.05
    1,    9,    212.18,         0,      3.59,    226.32,    147.96,         0,         0,         0,     70.68,     51.60,      9.98,         0,         0,    722.31
    1,   10,         0,         0,         0,      0.52,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.53
    1,   11,     82.25,         0,         0,     66.81,      8.54,         0,         0,         0,     14.59,     28.92,     15.32,         0,         0,    216.43
    1,   12,    269.25,      9.00,      0.12,    449.10,     64.11,         0,         0,         0,     67.09,    123.66,     58.13,         0,         0,   1040.46
    1,   13,    102.37,      2.00,         0,    181.38,     35.91,         0,         0,         0,     21.02,     23.96,      6.04,         0,         0,    372.68
    1,   14,    249.95,      7.00,         0,    397.82,     78.64,         0,         0,         0,     46.45,     77.72,     21.91,         0,         0,    879.49
    1,   15,      3.59,         0,         0,      0.45,         0,         0,         0,         0,      0.20,      1.64,      3.81,         0,         0,      9.69
    1,   16,     38.70,         0,         0,     22.50,      2.65,         0,         0,         0,      9.33,     19.08,     19.34,         0,         0,    111.60
    1,   17,     36.83,         0,         0,     29.45,      2.69,         0,         0,         0,      9.84,     17.50,     12.23,         0,         0,    108.54
    1,   18,      0.38,         0,         0,      0.06,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,      0.46
    1,   19,      0.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.31
    1,   20,      8.41,         0,         0,         0,         0,         0,         0,         0,      0.10,      1.29,      8.71,         0,         0,     18.51
    1,   21,      5.50,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.41,         0,         0,     12.91
    1,   22,      0.55,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.11,         0,         0,      1.66
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   8430.40,         0,         0,         0,         0,         0,    536.41,    223.24,   9190.05
    2,    1,    503.35,         0,    613.50,   1746.39,    241.44,         0,         0,         0,    299.56,     47.95,     17.32,         0,         0,   3469.51
    2,    2,    117.63,         0,         0,   1734.96,    345.33,         0,         0,         0,    827.12,     29.63,      4.35,         0,         0,   3059.02
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,    4,    121.90,         0,     49.41,    213.78,     67.25,         0,         0,         0,     48.19,     23.18,      8.90,         0,         0,    532.61
    2,    5,     85.11,         0,     16.78,    153.16,     42.46,         0,         0,         0,     15.53,     16.33,      7.02,         0,         0,    336.39
    2,    6,         0,         0,         0,      0.26,      0.02,         0,         0,         0,      0.99,         0,         0,         0,         0,      1.27
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     74.38,         0,     21.77,    106.65,     34.60,         0,         0,         0,     14.43,      6.08,      0.31,         0,         0,    258.22
    2,    9,     18.58,         0,      3.11,     43.54,     10.56,         0,         0,         0,      5.62,      2.80,      0.20,         0,         0,     84.41
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
    2,   11,      8.02,         0,         0,      5.66,      0.18,         0,         0,         0,      0.80,      0.74,      0.28,         0,         0,     15.68
    2,   12,     26.11,         0,         0,     37.52,      2.22,         0,         0,         0,      4.49,      3.54,      1.03,         0,         0,     74.91
    2,   13,      9.15,         0,         0,     26.45,      1.64,         0,         0,         0,      1.63,      0.82,      0.11,         0,         0,     39.80
    2,   14,     24.64,         0,         0,     37.78,      2.04,         0,         0,         0,      3.64,      2.35,      0.36,         0,         0,     70.81
    2,   15,      0.52,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,      0.06,         0,         0,      0.59
    2,   16,      4.79,         0,         0,         0,         0,         0,         0,         0,      0.49,      0.24,      0.34,         0,         0,      5.86
    2,   17,      4.41,         0,         0,         0,         0,         0,         0,         0,      0.49,      0.25,      0.26,         0,         0,      5.41
    2,   18,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
    2,   19,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.04
    2,   20,      1.75,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,      1.76
    2,   21,      1.24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.24
    2,   22,      0.30,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.30
    2,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   27,         0,         0,         0,         0,         0,    464.30,         0,         0,         0,         0,         0,      3.57,      1.17,    469.04
    3,    1,         0,         0,         0,         0,         0,         0,         0,         0,      0.41,         0,         0,         0,         0,      0.41
    3,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    3,         0,         0,         0,         0,         0,         0,         0,         0,     22.26,         0,         0,         0,         0,     22.26
    3,    4,         0,         0,         0,         0,         0,         0,         0,         0,     72.53,         0,         0,         0,         0,     72.53
    3,    5,         0,         0,         0,         0,         0,         0,         0,         0,      7.32,         0,         0,         0,         0,      7.32
