ScreenlineID,SEGID_LIST,NUM_SEGMENTS,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV
1.01,"['0015_349.4', '0089_422.7', '0126_020.8']",3,13123.1,24250.5,16423.7,17563.8,71361.1,10400.5,17573.1,13195.9,13567.0,54736.5,220.2,1172.2,399.4,355.8,2147.6,1182.8,2188.0,1448.7,1257.6,6077.1,1319.6,3317.2,1379.7,2383.4,8399.9
1.02,"['0015_337.0', '0060_000.8', '0084_081.7', '0089_408.1', '0126_007.7', 'WFRC_8006', 'WFRC_8414']",7,42626.0,75821.4,56251.8,58924.5,233623.7,36075.4,56518.7,47741.8,49783.3,190119.2,1834.4,9219.6,3218.6,2797.5,17070.1,2738.6,5010.6,3267.5,2823.8,13840.5,1977.6,5072.5,2023.9,3519.9,12593.9
1.03,"['0108_000.1', '0126_004.6', '0193_003.8', '1470_000.4']",4,14370.6,26459.4,21046.3,21640.2,83516.5,13066.0,22368.0,18818.3,20214.7,74467.0,606.8,3113.9,1141.8,902.6,5765.1,528.1,685.5,921.2,341.4,2476.2,169.7,292.0,165.0,181.5,808.2
1.04,"['0015_319.5', '0067_007.3', '1428_001.7']",3,36146.8,67115.1,47772.9,51123.9,202158.7,30261.6,47249.2,40130.1,42428.3,160069.2,2369.8,11722.2,4078.5,3518.4,21688.9,1580.6,3125.6,1601.2,1570.4,7877.8,1934.8,5018.1,1963.1,3606.8,12522.8
1.05,"['0015_311.8', '0068_062.6', '0089_383.5', '0215_025.7', '2338_001.9']",5,53120.1,100177.6,72232.0,78605.1,304134.8,45054.7,73794.3,61301.5,67002.1,247152.6,3186.5,15952.4,5639.2,4798.2,29576.3,2738.6,5010.1,3197.0,2840.6,13786.3,2140.3,5420.8,2094.3,3964.2,13619.6
2.01,"['0080_113.3', '0201_010.8', '2250_000.0', '2290_000.0', 'WFRC_8256', 'WFRC_8257']",6,33113.2,57309.3,42202.9,46784.6,179410.0,29123.8,44889.4,36679.3,41024.7,151717.2,1176.1,6216.1,2097.1,1876.3,11365.6,1945.9,3903.4,2398.6,2162.2,10410.1,867.4,2300.4,1027.9,1721.4,5917.1
2.02,"['0080_117.7', '0201_015.3', '2250_004.6', '2254_001.0', '2269_000.0', '2290_004.6', '2292_001.1', '2322_000.7', '2330_001.0']",9,45180.6,90180.5,63106.0,72037.9,270505.0,38591.9,69448.3,54107.1,62753.6,224900.9,2156.7,11527.0,3892.5,3542.5,21118.7,3323.8,6254.5,3948.4,3554.2,17080.9,1108.2,2950.7,1158.0,2187.6,7404.5
2.03,"['0015_305.2', '0071_020.6', '0089_376.8', '0186_006.9', '2076_005.1', '2128_006.5', '2148_004.3', '2176_002.3', '2178_004.1', '2180_004.7', '2204_002.5', '2258_002.4', '2264_003.2', '2266_006.7', '2274_000.6', '2282_000.5', '2284_000.5', 'WFRC_8409']",18,84169.2,166753.4,118432.4,131424.4,500779.4,73555.7,131764.8,104198.0,116246.4,425764.9,4269.4,22088.7,7350.8,6821.8,40530.7,4532.6,8350.1,5056.9,4842.3,22781.9,1811.5,4549.8,1826.7,3513.9,11701.9
2.04,"['0068_054.8', '0111_009.6', '0154_019.5', '0172_004.5', '0215_017.5', '2040_016.1', '2094_011.5', '2151_001.5', '2154_003.7', '2156_012.1', '2164_003.5', '2168_002.6', '2238_001.5', 'WFRC_8155']",14,69009.5,119251.6,92707.1,98118.9,379087.1,62075.4,98406.4,83120.2,89913.3,333515.3,2718.4,12812.8,4862.3,3582.3,23975.8,3529.0,6369.7,4162.5,3473.3,17534.5,686.7,1662.7,562.1,1150.0,4061.5
2.05,"['0071_018.3', '0089_374.5', '0215_000.7', '2076_003.0', '2148_002.0', '2178_001.8', '2180_002.4', '2186_004.6', '2191_000.0', '2194_001.8', '2204_000.0', '2214_000.0', '2264_000.9', '2266_004.3']",14,42168.2,78492.0,60699.7,58885.0,240244.9,38034.4,66177.9,54879.5,54339.6,213431.4,1630.3,7887.2,3001.2,2203.5,14722.2,2131.6,3536.7,2442.9,1761.9,9873.1,371.9,890.2,376.1,580.0,2218.2
