TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
1,30001,3,1,1,78.8,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,30002,3,1,1,214.8,151.6,126.4,57.5,6.5,10.2,20.5,0.1,13.2,0.0,73.5,49.3,5.3,0.0,5.4,0.0,2.0,2.1,6.4,6.1,0.0,0.0,0.0,0.0,6.5,0.0,0.0,10.2
3,30003,3,1,1,282.8,166.1,204.4,84.6,13.1,17.3,30.8,0.1,21.4,0.0,119.7,71.4,9.2,0.0,9.4,0.0,3.4,3.3,10.6,9.9,0.0,0.0,0.0,0.0,13.1,0.0,0.0,17.3
4,30004,3,1,1,67.6,63.4,6.8,3.2,0.7,0.7,1.1,0.0,0.8,0.0,4.1,2.9,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7
5,30005,3,1,1,747.8,392.7,616.0,252.4,30.6,49.0,95.8,4.8,61.6,0.0,350.4,208.8,31.0,0.0,31.6,0.0,11.7,10.8,29.8,28.0,4.0,0.0,0.0,0.0,30.6,0.0,0.0,49.0
6,30006,3,1,1,98.8,104.5,25.7,28.3,1.8,6.1,3.4,8.5,2.6,0.0,14.9,17.4,1.2,0.0,1.3,0.0,1.2,1.2,1.1,1.2,0.0,0.0,0.0,0.0,1.8,0.0,0.0,6.1
7,30007,3,1,1,497.7,401.0,351.3,235.6,22.4,48.4,50.6,35.8,35.0,8.4,196.5,156.1,15.6,0.0,15.8,0.0,12.7,12.2,25.1,23.2,0.0,0.0,0.0,0.0,22.4,0.0,0.0,48.4
8,30008,3,1,2,748.5,562.9,593.8,378.0,45.9,85.7,74.0,40.9,47.9,70.1,274.8,173.4,24.6,0.0,25.1,0.0,21.3,20.0,77.1,73.7,48.0,0.0,1.0,0.0,45.9,0.0,0.0,85.7
9,30009,3,1,1,413.5,560.7,142.4,272.3,27.9,51.2,19.1,98.6,13.1,0.0,74.5,150.8,5.8,0.0,5.9,0.0,16.7,15.8,7.4,7.2,0.0,0.0,0.0,0.0,27.9,0.0,0.0,51.2
10,30010,3,1,1,498.4,611.5,204.3,308.9,38.9,58.4,27.8,102.7,19.5,0.0,110.0,178.4,8.4,0.0,8.6,0.0,18.5,17.6,10.5,10.2,0.0,0.0,1.0,0.0,38.9,0.0,0.0,58.4
