I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  10841.85,         0,   8253.87,  59728.28,  24442.84,         0,         0,         0,  16495.91,   5479.92,   2066.98,         0,         0, 127309.65
    1,    2,     46.03,         0,         0,    391.94,    245.40,         0,         0,         0,    191.73,     46.96,      7.00,         0,         0,    929.06
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.55,         0,         0,         0,         0,      0.55
    1,    4,   1966.59,         0,    580.50,   3938.88,   1529.99,         0,         0,         0,    457.83,    595.45,    346.90,         0,         0,   9416.14
    1,    5,   1249.51,    217.00,     40.40,   1515.08,    828.03,         0,         0,         0,    201.73,    395.20,    230.58,         0,         0,   4677.53
    1,    6,      0.02,         0,         0,      2.06,      0.15,         0,         0,         0,      5.01,      0.02,         0,         0,         0,      7.26
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.10
    1,    8,   1003.47,     24.00,     39.86,    886.37,    707.79,         0,         0,         0,    217.34,    450.88,    114.90,         0,         0,   3444.61
    1,    9,    222.51,         0,      3.60,    223.23,    150.18,         0,         0,         0,     71.48,    193.53,     61.18,         0,         0,    925.71
    1,   10,         0,         0,         0,      0.51,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.52
    1,   11,     87.84,         0,         0,     70.54,     10.39,         0,         0,         0,     16.24,     25.76,     11.97,         0,         0,    222.74
    1,   12,    286.90,      9.00,      0.08,    460.88,     73.63,         0,         0,         0,     73.37,    103.64,     44.21,         0,         0,   1051.71
    1,   13,    109.74,      2.00,         0,    182.32,     39.64,         0,         0,         0,     22.65,     19.29,      4.45,         0,         0,    380.09
    1,   14,    267.86,      7.00,         0,    425.85,     95.90,         0,         0,         0,     52.65,     66.74,     16.89,         0,         0,    932.89
    1,   15,      4.20,         0,         0,      0.73,         0,         0,         0,         0,      0.37,      2.01,      2.94,         0,         0,     10.25
    1,   16,     44.94,         0,         0,     29.07,      4.97,         0,         0,         0,     12.92,     19.25,     14.94,         0,         0,    126.09
    1,   17,     41.85,         0,         0,     37.94,      5.21,         0,         0,         0,     13.01,     16.56,      9.32,         0,         0,    123.89
    1,   18,      0.44,         0,         0,      0.06,         0,         0,         0,         0,      0.06,         0,         0,         0,         0,      0.56
    1,   19,      0.24,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.07,         0,         0,      0.31
    1,   20,     11.55,         0,         0,         0,         0,         0,         0,         0,      0.29,      1.99,      5.85,         0,         0,     19.68
    1,   21,      7.53,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      1.52,         0,         0,     14.05
    1,   22,      0.90,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.64,         0,         0,      1.54
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   7532.41,         0,         0,         0,         0,         0,    513.24,    218.16,   8263.81
    2,    1,    490.76,         0,    616.28,   1772.77,    247.49,         0,         0,         0,    326.35,     45.74,      6.90,         0,         0,   3506.29
    2,    2,    114.61,         0,         0,   1679.81,    331.01,         0,         0,         0,    844.76,     24.72,      1.52,         0,         0,   2996.43
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.04,         0,         0,         0,         0,      0.04
    2,    4,    124.11,         0,     48.04,    218.32,     68.53,         0,         0,         0,     53.05,     21.69,      4.73,         0,         0,    538.47
    2,    5,     87.78,         0,     15.96,    154.42,     44.50,         0,         0,         0,     16.21,     15.47,      3.58,         0,         0,    337.92
    2,    6,         0,         0,         0,      0.28,      0.02,         0,         0,         0,      1.22,         0,         0,         0,         0,      1.52
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     77.30,         0,     20.63,    104.85,     35.65,         0,         0,         0,     14.43,     17.15,      1.66,         0,         0,    271.67
    2,    9,     19.54,         0,      3.62,     42.21,     10.83,         0,         0,         0,      5.74,      8.11,      0.85,         0,         0,     90.90
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
    2,   11,      8.60,         0,         0,      7.77,      0.34,         0,         0,         0,      1.01,      0.62,      0.15,         0,         0,     18.49
    2,   12,     28.00,         0,         0,     44.74,      3.28,         0,         0,         0,      5.17,      2.76,      0.61,         0,         0,     84.56
    2,   13,      9.73,         0,         0,     28.61,      2.30,         0,         0,         0,      1.85,      0.64,      0.05,         0,         0,     43.18
    2,   14,     26.42,         0,         0,     51.39,      3.41,         0,         0,         0,      4.48,      1.87,      0.23,         0,         0,     87.80
    2,   15,      0.62,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,      0.03,         0,         0,      0.67
    2,   16,      5.48,         0,         0,      0.44,         0,         0,         0,         0,      0.83,      0.27,      0.16,         0,         0,      7.18
    2,   17,      5.00,         0,         0,      0.26,         0,         0,         0,         0,      0.96,      0.26,      0.11,         0,         0,      6.59
    2,   18,      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.07
    2,   19,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    2,   20,      2.19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.19
    2,   21,      1.62,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.62
    2,   22,      0.42,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.42
