TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                    LCL Walk,      7522,   0.85,  93.61,      5666,   5.04,  83.80,      3139,   0.16,  97.41,       625,   0.07,  97.22,-,-,-,     16953,   0.40,  90.84,
                    LCL Drive,       513,   0.06,   6.39,      1096,   0.97,  16.20,        83,   0.00,   2.59,        18,   0.00,   2.78,-,-,-,      1710,   0.04,   9.16
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1416,   0.16,   6.80,      4250,   3.78,  22.98,       631,   0.03,   7.20,       161,   0.02,   9.27,-,-,-,      6458,   0.15,  12.97,
                    BRT Walk,      1344,   0.15,  94.92,      3138,   2.79,  73.83,       627,   0.03,  99.37,       161,   0.02,  99.85,-,-,-,      5270,   0.12,  81.60,
                    BRT Drive,        72,   0.01,   5.08,      1112,   0.99,  26.17,         4,   0.00,   0.63,         0,   0.00,   0.15,-,-,-,      1189,   0.03,  18.40
            4) Express Bus (EXP),       447,   0.05,   2.15,       204,   0.18,   1.10,        49,   0.00,   0.56,        13,   0.00,   0.77,-,-,-,       714,   0.02,   1.43,
                    EXP Walk,       192,   0.02,  42.99,        68,   0.06,  33.33,        44,   0.00,  90.88,        13,   0.00,  99.99,-,-,-,       318,   0.01,  44.56,
                    EXP Drive,       255,   0.03,  57.01,       136,   0.12,  66.67,         4,   0.00,   9.12,         0,   0.00,   0.01,-,-,-,       396,   0.01,  55.44
            4) Light-Rail Transit (LRT),      6894,   0.78,  33.13,      3995,   3.55,  21.60,      3844,   0.20,  43.87,       724,   0.08,  41.64,-,-,-,     15457,   0.36,  31.03,
                    LRT Walk,      5515,   0.62,  79.99,      2793,   2.48,  69.92,      3403,   0.17,  88.54,       687,   0.08,  94.94,-,-,-,     12398,   0.29,  80.21,
                    LRT Drive,      1379,   0.16,  20.01,      1202,   1.07,  30.08,       441,   0.02,  11.46,        37,   0.00,   5.06,-,-,-,      3058,   0.07,  19.79
            4) Commuter-Rail Transit (CRT),      3994,   0.45,  19.19,      3284,   2.92,  17.76,       995,   0.05,  11.36,       188,   0.02,  10.80,-,-,-,      8461,   0.20,  16.99,
                    CRT Walk,      1301,   0.15,  32.57,       943,   0.84,  28.73,       409,   0.02,  41.11,       137,   0.02,  72.68,-,-,-,      2790,   0.07,  32.97,
                    CRT Drive,      2693,   0.30,  67.43,      2341,   2.08,  71.27,       586,   0.03,  58.89,        51,   0.01,  27.32,-,-,-,      5671,   0.13,  67.03,
  
   Model: v10x,
   Scenario: C52,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
