Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       89935.17,      120420.20,      775318.93,      112169.44,       48656.57,      151304.97,      397683.62,              0,              0,              0,              0,           0.25,              0,              0,              0,      244242.56,        9001.73,       20981.98,        4248.72,        2466.93,        9799.32,         899.01,       14823.80,       21281.30,         815.24,         313.33,        2147.86,        1413.09,         795.19,        6246.43,         343.15,         317.78,        1424.79
         1,      149058.39,      225692.88,     1088404.80,      118470.37,       89601.11,      133914.74,      370372.31,           0.98,              0,           0.25,           0.07,          33.65,              0,           0.43,           0.35,       48777.14,        9420.68,       23776.83,        4174.88,        1955.57,        9731.66,         469.02,       12176.48,       18434.96,         631.78,         210.76,        1707.83,         691.86,         566.44,        3653.87,         266.26,         190.73,         806.25
         2,      137587.18,      178368.02,      765668.26,       46374.40,       82409.65,      102508.94,      256722.84,           7.62,              0,           4.30,           2.43,         139.61,              0,           3.94,           3.08,       16522.34,        7401.01,       19651.85,        3500.92,        1574.38,        7813.87,         374.50,       10659.16,       13483.12,         603.80,         164.25,        1211.45,         722.33,         352.34,        3007.94,         248.73,         169.17,         642.67
         3,      123033.00,      120469.68,      531347.77,       32661.20,       52270.22,       71611.33,      167415.49,         343.54,              0,          18.98,           2.63,         503.82,              0,          34.10,           5.68,       12296.20,        6019.92,       16476.59,        3097.27,        1297.99,        6483.99,         313.45,        9658.48,       10342.65,         561.69,         132.95,         908.17,         724.23,         267.15,        2404.09,         203.31,         138.47,         526.30
         4,      111162.78,       77429.00,      364787.08,       12961.88,       27270.51,       56064.33,      117480.75,        1079.64,              0,         110.49,          11.02,        1095.70,              0,         138.60,          14.71,        9664.36,        4666.29,       12916.24,        2602.01,        1011.40,        5141.06,         240.08,        8262.18,        7995.46,         484.12,         105.55,         702.76,         628.18,         198.77,        1821.78,         147.50,         102.55,         398.73
         5,      101271.68,       48458.44,      261354.70,        6448.95,       17784.57,       44512.20,       85096.59,        1644.02,              0,         192.38,          12.73,        2016.46,              0,         211.68,          18.82,        7352.91,        3559.18,       10100.28,        2083.54,         773.08,        3999.52,         180.46,        7100.62,        6029.75,         412.29,          73.92,         507.92,         536.27,         153.66,        1338.19,         105.56,          73.35,         286.83
         6,       94541.72,       30230.37,      194017.73,        4016.70,       10063.95,       33890.29,       60524.08,        2019.30,              0,         110.50,          22.15,        2428.54,              0,         121.70,          24.82,        5541.52,        2728.30,        7844.73,        1660.42,         583.45,        3110.96,         141.43,        5718.19,        4436.47,         322.86,          50.08,         359.87,         442.40,          97.98,         900.02,          61.15,          41.56,         184.71
         7,       86455.95,       20747.34,      148046.70,        2759.41,        6461.77,       28429.56,       47120.26,        2937.41,              0,         164.66,          27.71,        5881.65,              0,         208.75,          40.60,        4317.83,        2185.15,        6336.22,        1388.73,         485.74,        2536.87,         125.45,        5041.81,        3542.19,         292.62,          43.00,         284.12,         421.25,          89.08,         741.74,          55.64,          37.88,         160.65
         8,       76707.93,       14365.97,      114151.65,        1974.46,        4158.31,       23711.88,       37734.84,        1854.40,              0,         185.66,          39.96,        7733.41,              0,         254.37,          63.83,        3316.64,        1752.35,        5236.35,        1179.99,         402.83,        2084.10,         106.23,        4273.35,        2879.26,         242.79,          33.31,         235.61,         377.18,          68.72,         540.83,          43.49,          28.99,         118.21
         9,       68332.97,       10366.23,       94104.85,        1415.05,        2666.34,       20616.57,       30492.52,        1361.79,              0,         148.07,          60.87,        6523.54,              0,         177.67,          72.31,        2545.15,        1466.47,        4482.15,        1030.22,         364.45,        1791.13,         105.16,        3761.68,        2486.75,         222.54,          28.94,         204.40,         319.79,          58.19,         452.93,          35.09,          23.76,          93.37
        10,       61406.45,        7139.53,       74654.96,        1091.94,        1861.84,       18133.30,       25093.80,        1073.50,              0,         184.02,          82.47,        4742.86,              0,         206.93,         102.30,        1941.34,        1223.71,        3788.76,         872.48,         291.98,        1497.20,          91.32,        3136.97,        2165.87,         182.47,          27.40,         180.95,         295.70,          54.10,         355.84,          35.52,          24.09,          83.89
        11,       55430.33,        5009.33,       62440.05,         831.55,        1373.44,       15529.19,       20391.91,        1158.59,              0,         247.84,          82.56,        4617.11,              0,         249.44,         102.26,        1511.23,        1002.31,        3251.47,         759.16,         249.49,        1276.28,          79.95,        2712.57,        1898.26,         161.30,          24.11,         162.25,         294.61,          46.02,         299.90,          28.81,          19.85,          69.39
