TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
1,30001,3,1,1,82.1,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,30002,3,1,1,216.5,153.7,126.3,57.8,5.0,8.5,20.5,0.1,13.1,0.0,73.6,49.6,5.3,0.0,5.4,0.0,2.0,2.0,6.5,6.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.5
3,30003,3,1,1,282.8,165.1,204.1,85.8,10.6,13.5,30.7,0.0,21.3,0.0,119.7,72.6,9.2,0.0,9.4,0.0,3.3,3.3,10.5,9.9,0.0,0.0,0.0,0.0,10.6,0.0,0.0,13.5
4,30004,3,1,1,70.1,65.7,6.8,3.2,0.6,0.6,1.1,0.0,0.8,0.0,4.1,2.9,0.3,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6
5,30005,3,1,1,743.6,388.9,614.8,254.1,23.6,40.2,95.8,4.8,61.5,0.0,350.5,210.3,31.0,0.0,31.6,0.0,11.5,10.7,29.8,28.3,3.0,0.0,0.0,0.0,23.6,0.0,0.0,40.2
6,30006,3,1,1,98.0,102.7,25.6,28.6,1.4,4.8,3.4,8.5,2.6,0.0,14.8,17.7,1.2,0.0,1.3,0.0,1.2,1.2,1.1,1.2,0.0,0.0,0.0,0.0,1.4,0.0,0.0,4.8
7,30007,3,1,1,483.8,382.6,351.0,238.1,17.7,37.9,50.6,35.5,34.9,8.4,196.4,158.9,15.6,0.0,15.8,0.0,12.6,12.1,25.0,23.2,0.0,0.0,0.0,0.0,17.7,0.0,0.0,37.9
8,30008,3,1,2,739.9,542.5,593.3,377.3,39.3,68.1,73.9,40.8,47.8,69.9,274.8,173.0,24.5,0.0,25.1,0.0,21.2,19.9,77.0,73.7,48.0,0.0,1.0,0.0,39.3,0.0,0.0,68.1
9,30009,3,1,1,371.5,519.2,142.2,273.5,18.3,40.6,19.0,98.7,13.0,0.0,74.4,151.9,5.7,0.0,5.9,0.0,16.7,15.8,7.4,7.2,0.0,0.0,0.0,0.0,18.3,0.0,0.0,40.6
10,30010,3,1,1,448.5,566.5,204.0,309.3,22.4,46.6,27.8,102.7,19.5,0.0,109.8,179.1,8.4,0.0,8.6,0.0,18.5,17.5,10.4,10.1,0.0,0.0,1.0,0.0,22.4,0.0,0.0,46.6
11,30011,3,1,1,196.7,131.5,70.5,28.5,10.6,4.2,11.5,0.0,7.0,0.0,40.9,24.9,3.7,0.0,3.7,0.0,0.8,0.8,2.8,2.8,0.0,0.0,0.0,0.0,10.6,0.0,0.0,4.2
12,30012,3,1,1,294.6,192.9,159.9,68.5,16.7,11.6,26.9,0.2,16.1,0.0,91.4,58.9,7.8,0.0,8.0,0.0,2.3,2.3,7.3,7.1,0.0,0.0,0.0,0.0,16.7,0.0,0.0,11.6
13,30013,3,1,2,114.2,113.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,30014,3,1,2,114.1,114.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,30015,3,1,1,505.6,1141.4,65.1,617.2,1.2,104.1,1.3,367.4,1.0,0.0,5.1,196.4,0.4,0.0,0.5,0.0,55.2,51.7,1.6,1.7,0.0,0.0,0.0,0.0,1.2,0.0,0.0,104.1
16,30016,3,1,2,247.0,509.2,23.2,251.4,1.5,41.2,1.2,99.1,1.0,0.0,4.8,137.8,0.4,0.0,0.4,0.0,14.3,13.2,1.1,1.2,0.0,0.0,0.0,0.0,1.5,0.0,0.0,41.2
17,30017,3,1,1,147.5,126.8,29.3,11.8,3.4,1.8,4.6,0.0,3.1,0.0,17.0,10.4,1.6,0.0,1.7,0.0,0.3,0.3,1.1,1.1,0.0,0.0,0.0,0.0,3.4,0.0,0.0,1.8
18,30018,3,1,1,1112.8,2679.0,172.5,1522.8,0.0,246.9,0.0,1107.8,0.0,0.0,1.0,257.7,0.0,0.0,0.0,0.0,168.3,155.0,2.2,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,246.9
19,30019,3,1,2,2981.6,1525.7,2452.3,1138.7,335.9,186.7,372.3,18.3,230.9,61.3,1373.2,851.5,126.5,0.0,129.2,0.0,56.9,52.7,161.4,154.8,0.0,0.0,2.0,0.0,335.9,0.0,0.0,186.7
20,30020,3,1,3,1724.0,1452.9,1342.8,1032.1,141.0,179.7,221.5,142.8,140.0,52.5,717.1,668.4,42.1,0.0,43.1,0.0,60.7,56.2,117.4,112.2,0.0,0.0,1.0,0.0,141.0,0.0,0.0,179.7
21,30021,3,1,2,679.5,1620.1,117.6,910.5,0.0,160.6,0.0,758.5,0.0,0.0,1.0,45.7,0.0,0.0,0.0,0.0,115.2,106.0,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.6
22,30022,3,1,2,115.1,124.0,20.4,25.8,2.9,4.7,2.8,15.6,2.0,0.0,10.6,7.2,1.0,0.0,1.0,0.0,2.3,2.2,0.8,0.8,0.0,0.0,0.0,0.0,2.9,0.0,0.0,4.7
23,30023,3,1,2,194.8,300.1,40.9,127.2,4.8,22.6,4.6,71.9,3.1,0.0,17.5,43.7,1.7,0.0,1.7,0.0,10.7,10.0,1.6,1.6,0.0,0.0,0.0,0.0,4.8,0.0,0.0,22.6
24,30024,3,1,2,1754.0,829.2,1418.5,591.2,200.3,94.5,219.6,3.8,135.9,0.0,813.8,499.3,75.4,0.0,77.0,0.0,25.7,23.9,67.0,64.3,3.0,0.0,1.0,0.0,200.3,0.0,0.0,94.5
25,30025,3,1,3,3918.7,3091.2,3284.2,2542.4,397.0,304.5,468.4,151.6,312.9,21.8,1815.9,1303.5,164.4,735.8,167.8,0.0,116.6,108.0,231.2,221.8,6.0,0.0,1.0,0.0,397.0,0.0,0.0,304.5
26,30026,3,1,3,2515.4,2141.4,2014.5,1588.4,226.0,276.2,285.4,223.4,192.4,80.4,1058.9,980.1,76.4,0.0,78.0,0.0,107.1,99.0,214.3,205.5,1.0,0.0,1.0,0.0,226.0,0.0,0.0,276.2
27,30027,3,1,2,114.3,119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,30028,3,1,2,218.5,392.0,30.0,168.7,1.4,32.5,1.5,144.9,1.0,0.0,5.0,3.6,0.4,0.0,0.4,0.0,21.5,19.8,0.4,0.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,32.5
29,30029,3,1,3,2862.5,1415.2,2384.1,1029.8,272.3,171.1,404.7,5.3,241.3,0.0,1334.5,869.6,110.8,0.0,113.1,0.0,45.6,42.3,117.2,112.7,16.0,0.0,1.0,0.0,272.3,0.0,0.0,171.1
30,30030,3,1,3,2808.8,2079.1,2345.6,1595.4,254.2,269.7,372.2,105.1,248.3,56.8,1300.9,1148.1,72.3,6.5,73.7,16.4,77.5,71.7,198.7,190.8,1.0,0.0,1.0,0.0,254.2,0.0,0.0,269.7
31,30031,3,1,3,2859.2,2680.6,2301.5,1963.5,198.5,360.5,284.4,290.7,192.3,133.0,1026.5,902.7,62.1,0.0,63.4,0.0,222.3,205.0,449.6,432.0,0.0,0.0,1.0,0.0,198.5,0.0,0.0,360.5
