ScreenlineID,SEGID_LIST,NUM_SEGMENTS,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV
1.01,"['0015_349.4', '0089_422.7', '0126_020.8']",3,11849.5,21816.0,14830.0,15868.2,64363.7,9196.7,15268.0,11607.2,11992.8,48064.7,223.9,1163.2,418.7,347.0,2152.8,1241.7,2367.2,1554.0,1349.9,6512.8,1187.2,3017.6,1250.1,2178.5,7633.4
1.02,"['0015_337.0', '0060_000.8', '0084_081.7', '0089_408.1', '0126_007.7', 'WFRC_8006', 'WFRC_8414']",7,43054.1,75853.6,56261.0,58837.5,234006.2,35428.4,54684.7,46727.2,48727.7,185568.0,1710.8,8769.0,3077.4,2640.5,16197.7,3728.4,6813.7,4257.7,3860.9,18660.7,2186.5,5586.2,2198.7,3608.4,13579.8
1.03,"['0108_000.1', '0126_004.6', '0193_003.8', '1470_000.4']",4,15044.4,27778.4,21732.7,22793.7,87349.2,13535.3,23091.8,19661.0,20957.7,77245.8,673.5,3081.0,1149.0,917.6,5821.1,632.5,1146.1,743.7,651.5,3173.8,203.1,459.5,179.0,266.9,1108.5
1.04,"['0015_319.5', '0067_007.3', '1428_001.7']",3,38097.2,69265.6,49693.0,52732.6,209788.4,30481.0,46680.1,39925.4,42246.4,159332.9,2268.1,11324.4,3989.0,3453.2,21034.7,3236.1,5928.8,3717.3,3359.5,16241.7,2112.0,5332.3,2061.3,3673.5,13179.1
1.05,"['0015_311.8', '0068_062.6', '0089_383.5', '0215_025.7', '2338_001.9']",5,54510.7,101586.4,73548.8,79824.9,309470.8,45488.7,73625.5,61670.4,67295.1,248079.7,3111.8,15571.0,5494.3,4760.1,28937.2,3717.9,6763.2,4213.3,3867.9,18562.3,2192.3,5626.7,2170.8,3901.8,13891.6
2.01,"['0080_113.3', '0201_010.8', '2250_000.0', '2290_000.0', 'WFRC_8256', 'WFRC_8257']",6,32926.1,55869.9,41187.8,46287.7,176271.5,28381.9,42322.7,35266.5,39665.6,145636.7,1192.1,6009.3,2080.4,1831.7,11113.5,2201.6,4470.0,2602.0,2492.5,11766.1,1150.5,3067.9,1238.9,2297.9,7755.2
2.02,"['0080_117.7', '0201_015.3', '2250_004.6', '2254_001.0', '2269_000.0', '2290_004.6', '2292_001.1', '2322_000.7', '2330_001.0']",9,44215.6,88447.9,62815.8,70192.7,265672.0,37838.4,68413.8,53599.9,60841.2,220693.3,2147.2,11310.1,4050.4,3550.8,21058.5,3256.5,6005.1,3926.2,3593.0,16780.8,973.5,2718.9,1239.3,2207.7,7139.4
2.03,"['0015_305.2', '0071_020.6', '0089_376.8', '0186_006.9', '2076_005.1', '2128_006.5', '2148_004.3', '2176_002.3', '2178_004.1', '2180_004.7', '2204_002.5', '2258_002.4', '2264_003.2', '2266_006.7', '2274_000.6', '2282_000.5', '2284_000.5', 'WFRC_8409']",18,85073.9,168468.6,119614.8,133118.8,506276.1,74265.9,133342.5,104970.9,117723.9,430303.2,4295.5,22082.8,7375.1,6887.6,40641.0,4736.0,8712.9,5421.4,5161.9,24032.2,1776.5,4330.4,1847.4,3345.4,11299.7
2.04,"['0068_054.8', '0111_009.6', '0154_019.5', '0172_004.5', '0215_017.5', '2040_016.1', '2094_011.5', '2151_001.5', '2154_003.7', '2156_012.1', '2164_003.5', '2168_002.6', '2238_001.5', 'WFRC_8155']",14,68823.4,117643.4,92565.5,96127.8,375160.1,62129.1,97602.7,83502.0,88697.7,331931.5,2682.1,12764.8,4772.4,3617.9,23837.2,3132.1,5483.2,3562.5,2794.0,14971.8,880.1,1792.7,728.6,1018.2,4419.6
2.05,"['0071_018.3', '0089_374.5', '0215_000.7', '2076_003.0', '2148_002.0', '2178_001.8', '2180_002.4', '2186_004.6', '2191_000.0', '2194_001.8', '2204_000.0', '2214_000.0', '2264_000.9', '2266_004.3']",14,43362.4,80663.8,62352.7,60434.9,246813.8,39785.9,68740.9,56944.7,56262.9,221734.4,1672.2,8250.9,3134.5,2290.5,15348.1,1546.4,2746.6,1903.8,1309.6,7506.4,357.9,925.4,369.7,571.9,2224.9
