I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,        11,      229.93,       89.11,        5.31,       65.46,           0,           0,           0,        8.02,        2.47,           0,           0,           0,       16.52,       27.10,       16.08,           0,           0,           0,       70.79,       10.48,           0,       65.46,       99.44,       10.11,        8.34,        0.33,           0,        1.03,        8.27,        3.23,        1.07,        2.92,           0,       17.12,        7.60,        2.08,        0.13,        0.18,           0,        1.77,        6.95,        1.37,        2.14,        3.86,           0,           0,           0,           0,           0,           0
         1,        12,     1077.97,      286.84,        9.06,      453.00,        0.09,           0,        9.00,       48.68,       25.64,           0,           0,           0,       74.59,      110.35,       61.07,           0,           0,        0.09,      462.06,       74.23,      168.00,      285.00,      320.36,       33.37,       49.70,        1.01,           0,        4.28,       38.23,       14.21,        5.15,       12.75,        0.03,       70.27,       31.57,        7.79,        0.34,        0.39,           0,        6.55,       31.32,        4.34,        6.27,       12.60,           0,           0,           0,           0,           0,           0
         1,        13,      398.22,      122.19,        9.90,      173.46,           0,           0,        2.00,       21.91,       18.17,           0,           0,           0,       23.11,       21.00,        6.56,           0,           0,           0,      183.36,       40.06,           0,      173.46,      143.65,       21.29,       22.13,        0.23,           0,        0.91,       13.73,        4.35,        1.39,        2.73,           0,       13.50,        6.44,        1.03,           0,        0.03,           0,        0.20,        5.09,        0.12,        0.15,        1.00,           0,           0,           0,           0,           0,           0
         1,        14,     1010.42,      328.52,       12.49,      416.57,           0,           0,        7.00,       62.37,       35.20,           0,           0,           0,       54.16,       70.90,       23.78,           0,           0,           0,      429.05,       97.29,           0,      416.57,      363.21,       34.29,       65.52,        3.42,           0,        5.07,       30.52,       10.14,        1.39,        7.11,        0.01,       48.72,       20.19,        1.86,        0.01,        0.16,           0,        1.39,       17.92,        0.44,        0.65,        3.38,           0,           0,           0,           0,           0,           0
         1,        15,       10.68,        3.15,           0,        0.75,           0,           0,           0,           0,           0,           0,           0,           0,        0.41,        2.25,        4.13,           0,           0,           0,        0.75,           0,           0,        0.75,        3.19,        0.05,           0,           0,           0,           0,        0.16,        0.19,        0.01,        0.05,           0,        1.92,        0.27,        0.06,           0,           0,           0,        0.13,        1.60,        0.14,        0.35,        1.91,           0,           0,           0,           0,           0,           0
         1,        16,      134.47,       44.54,        1.41,       28.12,           0,           0,           0,        4.13,        1.05,           0,           0,           0,       13.39,       20.82,       21.15,           0,           0,           0,       29.52,        5.17,           0,       28.12,       47.80,        3.19,        4.15,        0.02,           0,           0,        7.59,        4.10,        0.50,        1.21,           0,       15.58,        4.68,        0.58,           0,           0,           0,        1.00,       12.91,        0.79,        1.66,        4.79,           0,           0,           0,           0,           0,           0
         1,        17,      132.28,       43.33,        1.72,       37.13,           0,           0,           0,        4.49,        1.12,           0,           0,           0,       13.46,       17.75,       13.43,           0,           0,           0,       38.84,        5.60,           0,       37.13,       47.10,        3.85,        4.49,           0,           0,           0,        8.15,        3.93,        0.31,        1.07,           0,       12.90,        4.39,        0.47,           0,           0,           0,        0.41,        9.45,        0.28,        0.63,        2.66,           0,           0,           0,           0,           0,           0
         1,        18,        0.31,        0.18,           0,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,        0.06,           0,        0.01,           0,           0,           0,        0.06,           0,           0,        0.06,        0.18,           0,           0,           0,           0,           0,           0,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        19,        0.13,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.13,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.06,        0.07,           0,           0,           0,           0,           0,           0,           0
         1,        20,       14.91,        3.19,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.27,        2.41,        9.04,           0,           0,           0,           0,           0,           0,           0,        3.44,        0.29,           0,           0,           0,           0,           0,        0.27,           0,           0,           0,           0,        2.41,           0,           0,           0,           0,        0.24,        2.63,        1.21,        1.81,        3.15,           0,           0,           0,           0,           0,           0
         1,        21,        7.47,        0.03,           0,           0,           0,           0,        5.00,           0,           0,           0,           0,           0,           0,           0,        2.44,           0,           0,           0,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.12,        0.81,        1.06,        0.45,           0,           0,           0,           0,           0,           0
         1,        22,        1.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        1.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.53,        0.61,           0,           0,           0,           0,           0,           0,           0
         1,        23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        27,     8255.73,           0,           0,           0,           0,           0,           0,           0,           0,     7524.28,           0,           0,           0,           0,           0,      512.48,      219.11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,      512.48,           0,           0,      219.11,           0,           0
         2,         1,     3554.06,      529.15,      410.95,     1360.76,      273.38,      342.79,           0,       74.40,      172.95,           0,           0,           0,      327.72,       48.73,       13.35,           0,           0,      616.17,     1771.71,      247.32,           0,     1360.76,      586.74,       57.63,       79.06,        4.67,      290.51,        6.75,       19.81,        2.71,        0.82,        7.12,        0.09,        2.46,       43.60,        0.63,        0.37,        1.58,        1.77,        0.79,        8.43,        0.46,        0.22,        1.68,           0,           0,           0,           0,           0,           0
         2,         2,     2947.45,       61.77,      161.43,     1517.91,           0,           0,           0,       68.10,      262.81,           0,           0,           0,      845.73,       26.74,        2.98,           0,           0,           0,     1679.33,      330.91,           0,     1517.91,       68.64,        6.86,       71.02,        2.93,      826.36,        4.01,       10.08,        0.79,        0.29,        4.21,        0.02,        0.45,       25.57,        0.09,        0.08,        0.53,        0.10,        0.18,        2.39,        0.03,        0.02,        0.26,           0,           0,           0,           0,           0,           0
         2,         3,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         4,      547.93,      131.99,        5.37,      212.83,       38.20,        9.85,           0,       30.48,       38.03,           0,           0,           0,       50.73,       23.46,        7.09,           0,           0,       48.04,      218.20,       68.50,           0,      212.83,      147.38,       15.41,       32.29,        1.79,       35.02,        2.43,        8.44,        1.54,        0.30,        3.00,        0.02,        1.22,       20.95,        0.33,        0.24,        0.70,        1.01,        0.80,        3.16,        0.64,        0.24,        1.24,           0,           0,           0,           0,           0,           0
         2,         5,      345.15,       92.56,        6.68,      147.64,       13.25,        2.70,           0,       21.06,       23.41,           0,           0,           0,       15.73,       16.78,        5.48,           0,           0,       15.95,      154.32,       44.44,           0,      147.64,      104.87,       12.38,       22.65,        1.61,        4.47,        1.83,        5.76,        1.22,        0.30,        2.15,        0.02,        1.07,       14.65,        0.23,        0.21,        0.60,        0.59,        0.43,        3.33,        0.26,        0.07,        0.80,           0,           0,           0,           0,           0,           0
         2,         6,        1.49,        0.01,           0,        0.28,           0,           0,           0,        0.01,        0.01,           0,           0,           0,        1.18,           0,           0,           0,           0,           0,        0.28,        0.02,           0,        0.28,        0.01,           0,        0.01,           0,        1.18,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         7,        0.03,        0.01,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,        0.02,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         8,      247.82,       60.12,        3.72,      101.09,       20.26,        0.36,           0,       17.41,       18.25,           0,           0,           0,       14.59,       10.87,        1.35,           0,           0,       20.62,      104.81,       35.65,           0,      101.09,       69.71,        9.66,       18.85,        1.44,        0.94,        2.24,        7.13,        1.43,        0.34,        2.51,           0,        0.45,        9.38,        0.05,        0.10,        0.89,        0.19,        0.06,        0.92,        0.05,        0.02,        0.11,           0,           0,           0,           0,           0,           0
         2,         9,       88.35,       19.82,        4.21,       38.09,        3.68,           0,           0,        4.92,        5.95,           0,           0,           0,        5.87,        5.16,        0.68,           0,           0,        3.68,       42.30,       10.86,           0,       38.09,       22.80,        2.94,        5.26,        0.34,           0,        0.76,        3.10,        0.74,        0.17,        1.10,           0,        0.18,        4.48,           0,        0.06,        0.44,        0.01,        0.01,        0.60,           0,           0,        0.06,           0,           0,           0,           0,           0,           0
         2,        10,        0.11,           0,           0,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.11,           0,           0,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        11,       20.32,       10.15,        0.58,        7.25,           0,           0,           0,        0.28,        0.06,           0,           0,           0,        1.04,        0.71,        0.27,           0,           0,           0,        7.83,        0.33,           0,        7.25,       11.48,        1.32,        0.30,        0.01,           0,        0.04,        0.59,        0.16,        0.04,        0.21,           0,        0.27,        0.41,        0.03,           0,           0,           0,        0.01,        0.16,           0,        0.02,        0.08,           0,           0,           0,           0,           0,           0
         2,        12,       92.24,       34.78,        1.38,       43.69,           0,           0,           0,        2.56,        0.78,           0,           0,           0,        5.24,        3.03,        0.95,           0,           0,           0,       45.04,        3.34,        4.00,       39.69,       39.75,        5.02,        2.63,        0.09,           0,        0.20,        2.86,        0.88,        0.17,        1.13,           0,        1.15,        1.75,        0.12,           0,        0.01,           0,        0.04,        0.68,        0.02,        0.02,        0.19,           0,           0,           0,           0,           0,           0
         2,        13,       48.78,       14.98,        2.07,       26.70,           0,           0,           0,        1.39,        0.96,           0,           0,           0,        1.95,        0.65,        0.11,           0,           0,           0,       28.77,        2.34,           0,       26.70,       18.14,        3.14,        1.42,        0.03,           0,        0.06,        1.13,        0.32,        0.06,        0.38,           0,        0.16,        0.49,           0,           0,           0,           0,           0,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        14,      101.72,       38.86,        1.85,       50.51,           0,           0,           0,        2.85,        0.66,           0,           0,           0,        4.62,        2.15,        0.35,           0,           0,           0,       52.33,        3.51,           0,       50.51,       44.52,        5.63,        2.97,        0.12,           0,        0.08,        2.99,        0.71,        0.04,        0.81,           0,        0.62,        1.51,        0.02,           0,           0,           0,           0,        0.33,           0,           0,        0.02,           0,           0,           0,           0,           0,           0
         2,        15,        0.34,        0.24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,        0.01,        0.08,           0,           0,           0,           0,           0,           0,           0,        0.24,        0.02,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.03,           0,           0,           0,           0,           0,           0
         2,        16,        6.82,        4.86,           0,        0.47,           0,           0,           0,           0,           0,           0,           0,           0,        0.89,        0.29,        0.34,           0,           0,           0,        0.47,           0,           0,        0.47,        5.44,        0.68,           0,           0,           0,           0,        0.48,        0.27,        0.01,        0.13,           0,        0.06,        0.23,           0,           0,           0,           0,           0,        0.30,           0,           0,        0.04,           0,           0,           0,           0,           0,           0
         2,        17,        6.71,        4.88,           0,        0.27,           0,           0,           0,           0,           0,           0,           0,           0,        1.01,        0.30,        0.26,           0,           0,           0,        0.27,           0,           0,        0.27,        5.55,        0.70,           0,           0,           0,           0,        0.56,        0.29,           0,        0.16,           0,        0.06,        0.24,           0,           0,           0,           0,           0,        0.25,           0,           0,        0.01,           0,           0,           0,           0,           0,           0
         2,        18,        0.01,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        19,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        20,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        21,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        22,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        27,      295.24,           0,           0,           0,           0,           0,           0,           0,           0,      290.61,           0,           0,           0,           0,           0,        3.23,        1.40,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        3.23,           0,           0,        1.40,           0,           0
         3,         1,        0.97,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.97,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.97,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         2,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         3,       18.86,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       18.86,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       18.86,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         4,       67.84,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       67.84,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       67.84,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         5,        7.69,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        7.69,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        7.69,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         6,        0.07,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.07,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.07,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         7,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         8,        2.64,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        2.64,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        2.64,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         9,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,        10,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,        11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,        12,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,        13,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
