SEGIDIDX,SEGID,DISTANCE,DIRECTION,DIRECTION_NAME,FUNCGROUP,SUBAREAID,CO_FIPS,AREATYPE,ATYPENAME,LINKS,LANES,LANEMILES,FT,FTCLASS,CAP1HL,FG_Share,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHT_PC,MD_VHT_PC,PM_VHT_PC,EV_VHT_PC,DY_VHT_PC,AM_VHT_LT,MD_VHT_LT,PM_VHT_LT,EV_VHT_LT,DY_VHT_LT,AM_VHT_MD,MD_VHT_MD,PM_VHT_MD,EV_VHT_MD,DY_VHT_MD,AM_VHT_HV,MD_VHT_HV,PM_VHT_HV,EV_VHT_HV,DY_VHT_HV,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD,AM_VHD_PC,MD_VHD_PC,PM_VHD_PC,EV_VHD_PC,DY_VHD_PC,AM_VHD_LT,MD_VHD_LT,PM_VHD_LT,EV_VHD_LT,DY_VHD_LT,AM_VHD_MD,MD_VHD_MD,PM_VHD_MD,EV_VHD_MD,DY_VHD_MD,AM_VHD_HV,MD_VHD_HV,PM_VHD_HV,EV_VHD_HV,DY_VHD_HV,AM_PRDFAC,MD_PRDFAC,PM_PRDFAC,EV_PRDFAC,AM_MDPCT,MD_MDPCT,PM_MDPCT,EV_MDPCT,DY_MDPCT,AM_HVPCT,MD_HVPCT,PM_HVPCT,EV_HVPCT,DY_HVPCT
       1.0,0006_141.0,     5.843,Both,All,Total,       1.0,      49.0,       1.0,Rural,        14,       2.0,      11.7,       2.0,Principal Arterial,      1065,    1.0000,     249.7,     402.8,     237.7,     308.3,    1198.5,     220.7,     339.8,     204.7,     263.3,    1028.5,         0,         0,         0,         0,         0,      14.0,      25.0,      18.0,      15.0,      72.0,      15.0,      38.0,      15.0,      30.0,      98.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     6.152,     6.152,     6.152,     6.152,     6.152,     6.152,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,    1459.1,    2353.7,    1389.0,    1801.5,    7003.3,    1289.6,    1985.6,    1196.1,    1538.5,    6009.8,         0,         0,         0,         0,         0,      81.8,     146.1,     105.1,      87.6,     420.6,      87.7,     222.1,      87.6,     175.3,     572.7,    122.88,     25.60,     41.30,     24.37,     31.61,    122.88,     22.63,     34.84,     20.99,     26.99,    105.45,         0,         0,         0,         0,         0,      1.51,      2.71,      1.94,      1.62,      7.78,      1.68,      4.27,      1.68,      3.38,     11.01,     0.002,     0.001,     0.003,         0,     0.006,     0.002,     0.001,     0.003,         0,     0.006,         0,         0,         0,         0,         0,         0,     0.005,         0,         0,     0.005,         0,         0,         0,     0.009,     0.009,     0.208,     0.336,     0.199,     0.257,       5.6,       6.2,       7.6,       4.9,       6.0,       6.0,       9.4,       6.3,       9.7,       8.2
       2.0,0006_146.9,     3.039,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       6.1,       2.0,Principal Arterial,      1065,    1.0000,     263.2,     463.0,     257.4,     327.0,    1310.6,     221.7,     343.2,     206.1,     264.4,    1035.4,      12.5,      56.8,      18.3,      17.6,     105.2,      14.0,      25.0,      18.0,      15.0,      72.0,      15.0,      38.0,      15.0,      30.0,      98.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     3.199,     3.199,     3.199,     3.199,     3.200,     3.199,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,     799.9,    1407.0,     782.2,     993.7,    3982.8,     673.8,    1043.0,     626.3,     803.5,    3146.6,      38.0,     172.6,      55.6,      53.5,     319.7,      42.6,      75.9,      54.7,      45.6,     218.8,      45.6,     115.5,      45.6,      91.1,     297.8,     69.87,     14.03,     24.68,     13.72,     17.43,     69.86,     11.82,     18.30,     10.99,     14.10,     55.21,      0.67,      3.03,      0.98,      0.94,      5.62,      0.79,      1.41,      1.01,      0.85,      4.06,      0.88,      2.23,      0.87,      1.75,      5.73,         0,     0.004,     0.003,     0.005,     0.012,         0,     0.003,     0.002,     0.004,     0.009,     0.004,     0.002,     0.004,     0.002,     0.012,     0.002,     0.003,         0,     0.006,     0.011,     0.003,     0.009,         0,         0,     0.012,     0.201,     0.353,     0.196,     0.250,       5.3,       5.4,       7.0,       4.6,       5.5,       5.7,       8.2,       5.8,       9.2,       7.5
       3.0,0006_149.9,     0.678,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       1.4,       2.0,Principal Arterial,      1065,    1.0000,     377.0,     668.0,     448.8,     544.5,    2038.3,     342.9,     552.1,     402.7,     497.5,    1795.2,      19.0,      90.0,      26.0,      32.0,     167.0,      13.1,      19.9,      17.1,      12.0,      62.1,       2.0,       6.0,       3.0,       3.0,      14.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     0.714,     0.714,     0.714,     0.714,     0.714,     0.714,      6390,     12780,      6390,     25560,     51120,      0.09,      0.07,      0.08,      0.03,      0.09,     255.6,     452.9,     304.3,     369.2,    1382.0,     232.5,     374.3,     273.0,     337.3,    1217.1,      12.8,      61.0,      17.6,      21.6,     113.0,       8.8,      13.5,      11.6,       8.1,      42.0,       1.4,       4.1,       2.1,       2.1,       9.7,     24.24,      4.48,      7.94,      5.34,      6.47,     24.23,      4.08,      6.56,      4.78,      5.91,     21.33,      0.22,      1.07,      0.31,      0.38,      1.98,      0.17,      0.25,      0.21,      0.15,      0.78,      0.03,      0.08,      0.04,      0.04,      0.19,     0.002,         0,         0,         0,     0.002,     0.002,         0,         0,         0,     0.002,         0,         0,     0.001,         0,     0.001,     0.006,         0,         0,         0,     0.006,     0.004,     0.002,     0.001,     0.001,     0.008,     0.185,     0.328,     0.220,     0.267,       3.5,       3.0,       3.8,       2.2,       3.0,       0.5,       0.9,       0.7,       0.6,       0.7
       4.0,0006_150.6,     1.973,Both,All,Total,       1.0,      49.0,       1.0,Rural,         8,       2.0,       3.9,       2.0,Principal Arterial,      1065,    1.0000,     441.2,     759.7,     518.5,     620.4,    2339.8,     404.2,     632.9,     466.9,     573.2,    2077.2,      21.0,     100.8,      31.5,      31.8,     185.1,      14.0,      20.0,      17.1,      12.4,      63.5,       2.0,       6.0,       3.0,       3.0,      14.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     2.077,     2.077,     2.077,     2.077,     2.077,     2.077,      6390,     12780,      6390,     25560,     51120,      0.10,      0.07,      0.09,      0.03,      0.10,     870.5,    1498.9,    1023.1,    1224.1,    4616.6,     797.5,    1248.7,     921.3,    1131.0,    4098.5,      41.4,     198.9,      62.2,      62.8,     365.3,      27.6,      39.4,      33.8,      24.5,     125.3,       3.9,      11.8,       5.9,       5.9,      27.5,     81.00,     15.28,     26.30,     17.95,     21.48,     81.01,     13.99,     21.91,     16.16,     19.84,     71.90,      0.73,      3.49,      1.09,      1.10,      6.41,      0.51,      0.73,      0.63,      0.45,      2.32,      0.08,      0.23,      0.12,      0.12,      0.55,         0,     0.001,         0,         0,     0.001,         0,     0.001,         0,         0,     0.001,     0.003,     0.001,         0,         0,     0.004,         0,         0,     0.005,         0,     0.005,     0.004,     0.002,     0.006,     0.006,     0.018,     0.189,     0.325,     0.221,     0.265,       3.2,       2.6,       3.3,       2.0,       2.7,       0.5,       0.8,       0.6,       0.5,       0.6
       5.0,0006_152.6,     0.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.6,       3.0,Minor Arterial,       983,    1.0000,     587.8,     949.6,     713.9,     792.4,    3043.7,     550.5,     819.4,     664.7,     746.4,    2781.0,      21.0,     102.0,      27.0,      26.0,     176.0,      14.3,      22.2,      19.2,      17.0,      72.7,       2.0,       6.0,       3.0,       3.0,      14.0,      46.0,      46.0,      46.0,      46.0,      46.0,      46.0,     0.412,     0.412,     0.412,     0.413,     0.412,     0.412,      5898,     11796,      5898,     23592,     47184,      0.14,      0.10,      0.12,      0.04,      0.14,     185.9,     300.3,     225.8,     250.7,     962.7,     174.1,     259.2,     210.2,     236.0,     879.5,       6.7,      32.3,       8.5,       8.2,      55.7,       4.5,       7.0,       6.0,       5.4,      22.9,       0.6,       1.9,       0.9,       0.9,       4.3,     20.91,      4.04,      6.53,      4.91,      5.45,     20.93,      3.78,      5.63,      4.57,      5.13,     19.11,      0.15,      0.70,      0.19,      0.18,      1.22,      0.10,      0.16,      0.14,      0.12,      0.52,      0.02,      0.05,      0.03,      0.03,      0.13,         0,         0,     0.003,     0.002,     0.005,         0,         0,     0.003,     0.002,     0.005,     0.006,         0,     0.004,     0.001,     0.011,         0,         0,         0,         0,         0,     0.005,     0.004,     0.007,     0.007,     0.023,     0.193,     0.312,     0.235,     0.260,       2.4,       2.3,       2.7,       2.1,       2.4,       0.3,       0.6,       0.4,       0.4,       0.5
       6.0,0006_152.9,     2.923,Both,All,Total,       1.0,      49.0,       1.0,Rural,         4,       2.0,       5.8,       2.0,Principal Arterial,      1011,    1.0000,     735.4,    1215.2,     915.3,     989.2,    3855.1,     701.9,    1078.0,     856.5,     940.7,    3577.1,      19.0,     113.8,      36.8,      31.7,     201.3,      13.5,      19.4,      20.0,      15.8,      68.7,       1.0,       4.0,       2.0,       1.0,       8.0,      47.7,      47.7,      47.7,      47.7,      47.7,      47.7,     3.678,     3.680,     3.678,     3.680,     3.678,     3.679,      6064,     12128,      6064,     24257,     48513,      0.17,      0.12,      0.16,      0.04,      0.17,    2149.8,    3552.3,    2675.6,    2891.6,   11269.3,    2051.8,    3151.2,    2503.7,    2749.8,   10456.5,      55.5,     332.7,     107.6,      92.7,     588.5,      39.4,      56.7,      58.5,      46.2,     200.8,       2.9,      11.7,       5.8,       2.9,      23.3,    236.34,     45.10,     74.51,     56.13,     60.65,    236.39,     43.05,     66.09,     52.53,     57.67,    219.34,      1.16,      6.98,      2.25,      1.94,     12.33,      0.89,      1.27,      1.31,      1.03,      4.50,      0.07,      0.28,      0.14,      0.07,      0.56,     0.020,     0.001,     0.022,         0,     0.043,     0.019,     0.001,     0.021,         0,     0.041,         0,         0,         0,         0,         0,     0.007,     0.001,     0.001,         0,     0.009,     0.001,     0.006,     0.003,     0.001,     0.011,     0.191,     0.315,     0.237,     0.257,       1.8,       1.6,       2.2,       1.6,       1.8,       0.1,       0.3,       0.2,       0.1,       0.2
       7.0,0006_155.8,     0.202,Both,All,Total,       1.0,      49.0,       2.0,Transition,         2,       2.0,       0.4,       2.0,Principal Arterial,      1016,    1.0000,     741.6,    1223.9,     924.2,     999.2,    3888.9,     708.1,    1087.5,     866.0,     951.2,    3612.8,      19.0,     113.0,      36.0,      31.0,     199.0,      13.5,      19.4,      20.2,      16.0,      69.1,       1.0,       4.0,       2.0,       1.0,       8.0,      48.0,      48.0,      48.0,      48.0,      48.0,      48.0,     0.252,     0.252,     0.252,     0.252,     0.252,     0.252,      6096,     12192,      6096,     24384,     48768,      0.18,      0.12,      0.16,      0.04,      0.18,     149.5,     246.7,     186.3,     201.4,     783.9,     142.8,     219.3,     174.6,     191.8,     728.5,       3.8,      22.8,       7.2,       6.2,      40.0,       2.7,       3.9,       4.1,       3.2,      13.9,       0.2,       0.8,       0.4,       0.2,       1.6,     16.34,      3.11,      5.14,      3.88,      4.19,     16.32,      2.97,      4.57,      3.63,      4.00,     15.17,      0.08,      0.47,      0.15,      0.13,      0.83,      0.06,      0.08,      0.09,      0.07,      0.30,         0,      0.01,         0,         0,      0.01,         0,     0.002,         0,     0.005,     0.007,         0,     0.002,         0,     0.005,     0.007,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.191,     0.315,     0.237,     0.257,       1.8,       1.6,       2.2,       1.6,       1.8,       0.1,       0.3,       0.2,       0.1,       0.2
       8.0,0006_155.9,     1.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       2.6,       2.0,Principal Arterial,      1065,    1.0000,     684.1,    1114.8,     843.3,     907.5,    3549.7,     649.4,     980.8,     788.1,     860.7,    3279.0,      20.3,     113.6,      35.0,      31.8,     200.7,      13.4,      17.4,      18.2,      14.0,      63.0,       1.0,       3.0,       2.0,       1.0,       7.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     1.385,     1.385,     1.385,     1.385,     1.385,     1.385,      6390,     12780,      6390,     25560,     51120,      0.16,      0.10,      0.14,      0.04,      0.16,     900.3,    1467.1,    1109.8,    1194.3,    4671.5,     854.6,    1290.8,    1037.2,    1132.7,    4315.3,      26.7,     149.5,      46.1,      41.9,     264.2,      17.6,      22.9,      24.0,      18.4,      82.9,       1.3,       3.9,       2.6,       1.3,       9.1,     81.94,     15.79,     25.73,     19.47,     20.95,     81.94,     14.99,     22.64,     18.19,     19.86,     75.68,      0.47,      2.63,      0.80,      0.74,      4.64,      0.33,      0.43,      0.45,      0.34,      1.55,      0.03,      0.08,      0.06,      0.03,      0.20,         0,     0.001,         0,         0,     0.001,         0,     0.001,         0,         0,     0.001,     0.001,     0.008,         0,     0.006,     0.015,     0.003,     0.006,     0.006,         0,     0.015,     0.005,     0.004,     0.009,     0.005,     0.023,     0.193,     0.314,     0.237,     0.256,       2.0,       1.6,       2.2,       1.5,       1.8,       0.1,       0.3,       0.2,       0.1,       0.2
       9.0,0006_157.3,     0.250,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.5,       2.0,Principal Arterial,      1065,    1.0000,     855.8,    1479.2,    1093.1,    1221.1,    4649.2,     816.2,    1308.7,    1026.8,    1161.1,    4312.8,      25.0,     148.0,      43.0,      44.0,     260.0,      13.6,      19.5,      21.3,      15.0,      69.4,       1.0,       3.0,       2.0,       1.0,       7.0,      56.9,      56.9,      56.9,      56.9,      56.9,      56.9,     0.263,     0.263,     0.263,     0.263,     0.263,     0.263,      6390,     12780,      6390,     25560,     51120,      0.19,      0.13,      0.18,      0.05,      0.19,     213.6,     369.3,     273.0,     304.8,    1160.7,     203.7,     326.8,     256.3,     289.9,    1076.7,       6.2,      37.0,      10.7,      11.0,      64.9,       3.4,       4.9,       5.3,       3.7,      17.3,       0.2,       0.7,       0.4,       0.2,       1.5,     20.39,      3.75,      6.49,      4.80,      5.35,     20.39,      3.58,      5.74,      4.50,      5.09,     18.91,      0.11,      0.64,      0.19,      0.20,      1.14,      0.06,      0.09,      0.10,      0.07,      0.32,         0,      0.01,         0,         0,      0.01,     0.001,     0.002,         0,         0,     0.003,     0.001,     0.002,         0,         0,     0.003,         0,         0,     0.001,     0.007,     0.008,         0,         0,     0.002,     0.001,     0.003,         0,         0,         0,         0,         0,     0.184,     0.318,     0.235,     0.263,       1.6,       1.3,       1.9,       1.2,       1.5,       0.1,       0.2,       0.2,       0.1,       0.2
      10.0,0006_157.6,     0.918,Both,All,Total,       1.0,      49.0,       1.0,Rural,        10,       2.0,       1.8,       2.0,Principal Arterial,      1060,    1.0000,     986.9,    1719.3,    1272.4,    1436.8,    5415.4,     943.8,    1532.5,    1203.1,    1366.4,    5045.8,      27.4,     161.9,      45.9,      52.1,     287.3,      14.7,      21.9,      21.4,      16.7,      74.7,       1.0,       3.0,       2.0,       1.6,       7.6,      55.8,      55.8,      55.8,      55.8,      55.8,      55.8,     0.987,     0.988,     0.987,     0.987,     0.987,     0.987,      6358,     12717,      6358,     25434,     50867,      0.21,      0.15,      0.21,      0.06,      0.21,     906.3,    1578.9,    1168.5,    1319.5,    4973.2,     866.7,    1407.4,    1104.9,    1254.8,    4633.8,      25.1,     148.7,      42.2,      47.9,     263.9,      13.5,      20.2,      19.7,      15.3,      68.7,       0.9,       2.8,       1.8,       1.5,       7.0,     89.06,     16.24,     28.27,     20.95,     23.63,     89.09,     15.54,     25.21,     19.80,     22.47,     83.02,      0.45,      2.66,      0.75,      0.85,      4.71,      0.25,      0.38,      0.37,      0.29,      1.29,      0.02,      0.05,      0.04,      0.03,      0.14,     0.020,     0.009,     0.016,         0,     0.045,     0.019,     0.008,     0.015,         0,     0.042,         0,     0.001,         0,         0,     0.001,         0,         0,         0,         0,         0,     0.002,         0,     0.004,     0.001,     0.007,     0.182,     0.317,     0.236,     0.265,       1.5,       1.3,       1.7,       1.2,       1.4,       0.1,       0.2,       0.2,       0.1,       0.1
