TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
1) Total Trips,    803665, 100.00, 100.00,         0, 100.00, 100.00,   3845001, 100.00, 100.00,   1749883, 100.00, 100.00,    250644, 100.00, 100.00,   6649192, 100.00, 100.00,
    2) Non-Motorized,     33997,   4.23,   4.23,         0,      0,      0,    303351,   7.89,   7.89,    144096,   8.23,   8.23,     41264,  16.46,  16.46,    522708,   7.86,   7.86,
    2) Motorized,    769668,  95.77,  95.77,         0,      0,      0,   3541649,  92.11,  92.11,   1605787,  91.77,  91.77,    209380,  83.54,  83.54,   6126484,  92.14,  92.14
        3) Auto,    754518,  93.88,  98.03,         0,      0,      0,   3520786,  91.57,  99.41,   1601119,  91.50,  99.71,-,-,-,   6085804,  91.53,  99.34,
            4) Auto 1 pers,    627314,  78.06,  83.14,         0,      0,      0,   1264944,  32.90,  35.93,    696142,  39.78,  43.48,-,-,-,   2588401,  38.93,  42.53,
                    GP use,    626440,  77.95,  99.86,         0,      0,      0,   1264908,  32.90, 100.00,    695175,  39.73,  99.86,-,-,-,   2586523,  38.90,  99.93,
                    Toll use,       916,   0.11,   0.15,         0,      0,      0,       509,   0.01,   0.04,      1154,   0.07,   0.17,-,-,-,      2579,   0.04,   0.10
            4) Auto 2 pers,     98013,  12.20,  12.99,         0,      0,      0,   1226426,  31.90,  34.83,    450780,  25.76,  28.15,-,-,-,   1775219,  26.70,  29.17,
                    GP use,     77095,   9.59,  78.66,         0,      0,      0,   1152706,  29.98,  93.99,    406878,  23.25,  90.26,-,-,-,   1636679,  24.61,  92.20,
                    HOV use,     20923,   2.60,  21.35,         0,      0,      0,     73785,   1.92,   6.02,     43930,   2.51,   9.75,-,-,-,    138638,   2.09,   7.81,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     29137,   3.63,   3.86,         0,      0,      0,   1028870,  26.76,  29.22,    453995,  25.94,  28.35,-,-,-,   1512002,  22.74,  24.84,
                    GP use,     22916,   2.85,  78.65,         0,      0,      0,    966990,  25.15,  93.99,    409761,  23.42,  90.26,-,-,-,   1399667,  21.05,  92.57,
                    HOV use,      6223,   0.77,  21.36,         0,      0,      0,     61893,   1.61,   6.02,     44241,   2.53,   9.74,-,-,-,    112357,   1.69,   7.43,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),        53,   0.01,   0.01,         0,      0,      0,       548,   0.01,   0.02,       220,   0.01,   0.01,-,-,-,       821,   0.01,   0.01,
                    IMZ D2D 1 pers,        45,   0.01,  84.91,         0,      0,      0,       468,   0.01,  85.40,       187,   0.01,  85.00,-,-,-,       700,   0.01,  85.26,
                    IMZ D2D 2 pers,         6,   0.00,  11.32,         0,      0,      0,        63,   0.00,  11.50,        26,   0.00,  11.82,-,-,-,        95,   0.00,  11.57,
                    IMZ D2D 3+ pers,         2,   0.00,   3.77,         0,      0,      0,        17,   0.00,   3.10,         7,   0.00,   3.18,-,-,-,        26,   0.00,   3.17
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    209380,  83.54,  83.54,    209380,   3.15,  83.54,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     28245,  11.27,  13.49,     28245,   0.42,  13.49,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     30637,  12.22,  14.63,     30637,   0.46,  14.63,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    150499,  60.04,  71.88,    150499,   2.26,  71.88,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,     96711,  38.59,  46.19,     96711,   1.45,  46.19,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     10722,   4.28,  11.09,     10722,   0.16,  11.09,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     85989,  34.31,  88.91,     85989,   1.29,  88.91,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    112669,  44.95,  53.81,    112669,   1.69,  53.81,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     17522,   6.99,  15.55,     17522,   0.26,  15.55,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     30637,  12.22,  27.19,     30637,   0.46,  27.19,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     64510,  25.74,  57.26,     64510,   0.97,  57.26
        3) Transit,     15151,   1.89,   1.97,         0,      0,      0,     20866,   0.54,   0.59,      4668,   0.27,   0.29,-,-,-,     40686,   0.61,   0.66
            4) Local Bus (LCL),      6057,   0.75,  39.98,         0,      0,      0,      8860,   0.23,  42.46,      1599,   0.09,  34.26,-,-,-,     16516,   0.25,  40.60,
                    LCL Walk,      5769,   0.72,  95.24,         0,      0,   0.00,      8564,   0.22,  96.66,      1588,   0.09,  99.27,-,-,-,     15920,   0.24,  96.39,
                    LCL Drive,       289,   0.04,   4.76,         0,      0,   0.00,       296,   0.01,   3.34,        12,   0.00,   0.73,-,-,-,       596,   0.01,   3.61
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),       615,   0.08,   4.06,         0,      0,      0,      1516,   0.04,   7.26,       681,   0.04,  14.60,-,-,-,      2812,   0.04,   6.91,
