Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,        5358.30,        1468.63,       19179.07,        3218.84,        1149.43,       10124.68,       14594.83,              0,              0,              0,              0,           0.26,              0,              0,              0,       73437.21,        1110.63,        2220.99,         563.57,         312.48,        1235.47,          80.56,         870.83,        2098.19,          65.22,          39.72,         190.14,         181.90,          31.68,         971.71,          37.98,          38.25,         170.53
         3,       14501.74,       12276.46,      182584.99,       31415.67,       10983.20,       28685.94,       55221.75,              0,              0,              0,              0,              0,              0,              0,              0,      105890.12,        1946.50,        4602.77,         921.49,         428.77,        2453.12,         166.65,        3082.08,        4778.78,         198.66,          85.06,         466.87,         478.69,         209.36,        1946.04,         156.69,         148.54,         562.27
         4,       20774.62,       22393.25,      175082.08,       20886.29,        8849.26,       25283.02,       83772.35,           0.03,              0,              0,              0,           5.16,              0,              0,              0,       69151.73,        2742.11,        6175.14,        1247.57,         628.85,        2879.63,         301.85,        3539.09,        3863.22,         151.71,          31.87,         325.52,         297.18,         188.36,         794.75,          56.99,          51.83,         226.27
         5,       30169.92,       41547.69,      308538.08,       52836.56,       24801.69,       28537.05,       90217.11,           0.50,              0,           0.30,           0.03,          18.93,              0,           0.34,           0.16,       44697.80,        2485.98,        6274.69,        1125.93,         517.88,        2839.17,         151.26,        2789.88,        3994.32,         121.09,          40.29,         314.59,         153.05,         170.84,         680.49,          40.20,          37.96,         184.53
         6,       34957.71,       51072.98,      295007.20,       50151.79,       27450.65,       30159.19,       95914.85,           1.64,              0,              0,           0.04,          34.95,              0,           0.21,           0.21,       11477.89,        2711.71,        6824.95,        1232.24,         578.45,        2928.26,          69.63,        1997.31,        5575.44,         111.91,          61.02,         463.84,         111.53,         240.72,        1037.08,          56.65,          48.44,         263.38
         7,       46420.68,       67908.35,      320026.45,       38732.44,       24107.57,       42166.22,      129705.91,           0.16,              0,           2.09,           0.42,          35.27,              0,           1.38,           0.60,       10276.48,        3615.99,        9363.60,        1649.10,         855.77,        3782.98,          97.24,        2629.27,        5759.44,         136.38,          60.74,         480.88,         122.69,         183.06,        1114.50,          68.27,          48.00,         217.21
         8,       47276.66,       69920.89,      307572.42,       21787.37,       24124.99,       41344.95,      117704.61,           8.99,              0,           0.38,              0,          97.36,              0,           0.36,              0,        7516.15,        3521.20,        9000.66,        1571.11,         762.03,        3567.87,         133.93,        3238.28,        5114.33,         169.54,          54.41,         416.70,         147.95,          95.81,         952.64,          68.88,          43.87,         181.63
         9,       45677.64,       68915.74,      292899.84,       17849.25,       25504.80,       35424.39,      102421.86,          47.80,              0,           4.17,           2.43,         280.04,              0,           4.33,           3.12,        6656.51,        3079.91,        8108.18,        1471.54,         691.32,        3285.57,         148.91,        3497.92,        4978.84,         196.87,          50.38,         406.62,         161.16,         105.79,         845.74,          72.18,          45.94,         181.28
        10,       45086.59,       64018.31,      268761.03,       13793.61,       29643.28,       33389.52,       93613.53,         417.70,              0,           9.91,           2.09,         284.06,              0,          20.04,           3.60,        6592.45,        2850.37,        7715.49,        1407.84,         614.36,        3105.38,         156.81,        3479.08,        4421.13,         197.33,          43.23,         352.14,         197.53,         119.02,         857.47,          86.58,          57.26,         210.79
        11,       47342.14,       62231.40,      243814.45,       16546.00,       31174.80,       37390.84,       94752.38,         184.98,              0,          12.37,           1.62,         352.06,              0,          21.77,           3.76,        6352.21,        3225.09,        8471.14,        1530.53,         715.20,        3285.09,         164.01,        3839.25,        4138.43,         186.44,          41.14,         317.28,         160.73,          92.33,         806.46,          63.59,          41.76,         160.90
        12,       47685.43,       56715.28,      220157.41,       15393.69,       28607.79,       34862.26,       85331.63,         486.92,              0,          59.42,           3.89,         500.01,              0,          63.99,           5.46,        5695.79,        2792.89,        7875.55,        1411.41,         645.66,        2994.86,         116.57,        3252.95,        3834.47,         168.23,          39.66,         288.99,         180.60,          83.25,         690.39,          63.42,          42.32,         157.09
        13,       44734.98,       48301.48,      196912.26,       14139.53,       19466.33,       27015.31,       65623.00,         944.61,              0,          53.87,           1.37,         573.68,              0,          41.33,           3.25,        5062.81,        2652.98,        7020.69,        1345.32,         572.80,        2778.11,         117.35,        3590.28,        3942.08,         195.14,          40.63,         307.08,         202.43,          89.90,         801.04,          66.52,          44.14,         167.85
        14,       42176.58,       41429.73,      178422.85,       10632.52,       12936.51,       21725.33,       54396.35,         931.02,              0,         125.23,          11.58,         398.16,              0,         165.66,          12.97,        4894.34,        2494.66,        6438.89,        1301.41,         516.17,        2585.82,         111.52,        3385.00,        3813.64,         187.20,          40.48,         289.91,         209.84,          87.60,         756.82,          66.65,          44.52,         162.52
        15,       45400.83,       36587.21,      157649.31,        6632.54,       10553.37,       33025.58,       67772.16,        1309.14,              0,          55.72,           5.07,        1128.40,              0,          75.74,          10.80,        4280.70,        2270.24,        6293.31,        1190.72,         499.15,        2413.78,         104.35,        3306.08,        3339.29,         194.63,          39.80,         259.02,         172.03,          69.70,         659.36,          49.67,          33.84,         137.62
