Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       94244.11,      127062.26,      826417.48,      115686.99,       50348.46,      158889.34,      419287.72,              0,              0,              0,              0,           0.26,              0,              0,              0,      277350.47,       10554.39,       24402.41,        4900.26,        2813.71,       11406.90,         955.33,       16036.87,       21769.66,         828.15,         278.35,        1912.86,        1310.38,         772.08,        6024.25,         346.75,         314.95,        1394.06
         1,      150895.31,      232372.19,     1116354.65,      117636.46,       92638.45,      135882.93,      376576.10,           1.26,              0,           0.30,           0.07,          39.34,              0,           0.54,           0.37,       49022.00,       10409.97,       26327.32,        4565.66,        2120.19,       10734.08,         489.63,       12873.67,       18011.57,         646.36,         174.14,        1400.98,         601.35,         524.12,        3253.34,         258.42,         180.36,         752.50
         2,      138489.14,      178675.32,      761493.31,       48121.00,       84994.73,      100311.44,      251505.59,          13.28,              0,           5.06,           2.55,         159.53,              0,           4.98,           3.38,       17155.71,        8090.91,       21526.64,        3825.69,        1710.99,        8508.51,         377.57,       11159.32,       13166.92,         619.28,         139.95,        1016.89,         611.33,         323.07,        2654.58,         232.40,         155.74,         581.61
         3,      123426.68,      116740.31,      517838.79,       30552.09,       48907.45,       70256.56,      162525.49,         646.75,              0,          29.58,           2.84,         600.96,              0,          54.97,           5.81,       12575.51,        6422.24,       17552.00,        3315.03,        1349.67,        6891.87,         319.11,        9964.35,        9972.51,         570.92,         114.35,         771.44,         607.56,         240.83,        2048.99,         184.99,         123.96,         464.64
         4,      111157.64,       73491.66,      348999.71,       11321.31,       26501.90,       55023.59,      113118.63,        1357.33,              0,         124.21,          11.84,        1189.13,              0,         158.11,          15.71,        9689.91,        4848.96,       13481.82,        2717.23,        1026.28,        5328.37,         243.68,        8516.90,        7698.26,         494.16,          90.64,         600.41,         530.87,         181.88,        1531.33,         134.74,          91.73,         348.28
         5,      102107.63,       45785.57,      249015.06,        6137.56,       16680.63,       42705.81,       80698.06,        1734.94,              0,         202.99,          13.79,        2336.93,              0,         222.32,          22.30,        7243.02,        3650.66,       10323.89,        2142.36,         772.22,        4079.68,         181.99,        7173.14,        5697.42,         414.09,          61.48,         425.94,         443.88,         135.63,        1098.90,          92.79,          62.54,         242.04
         6,       94231.40,       28345.44,      183419.46,        3810.53,        9152.28,       32897.08,       57937.70,        2118.25,              0,         109.40,          23.81,        2798.68,              0,         117.93,          27.56,        5364.88,        2738.79,        7878.48,        1671.57,         577.87,        3128.25,         146.39,        5809.96,        4146.91,         329.79,          40.40,         293.71,         332.01,          84.43,         701.70,          52.08,          34.50,         149.60
         7,       84827.40,       19560.62,      140082.13,        2629.49,        5857.40,       27498.62,       44892.76,        3194.48,              0,         166.89,          30.99,        7580.90,              0,         212.87,          46.25,        4166.36,        2222.15,        6427.86,        1408.73,         485.01,        2568.86,         135.77,        5163.90,        3340.29,         296.47,          33.53,         234.10,         313.78,          76.42,         567.79,          48.70,          32.47,         131.53
         8,       75850.56,       13448.17,      108815.69,        1909.44,        3761.74,       23010.07,       36095.46,        2185.50,              0,         208.17,          44.30,       10243.12,              0,         283.08,          65.52,        3166.43,        1790.67,        5334.61,        1209.17,         409.93,        2129.26,         113.31,        4358.08,        2694.97,         245.67,          24.18,         190.62,         251.24,          54.08,         373.75,          33.01,          21.72,          83.20
         9,       68192.95,        9773.94,       90798.72,        1378.86,        2466.65,       20266.73,       29425.19,        1812.25,              0,         183.49,          68.11,        8662.29,              0,         225.37,          87.83,        2423.17,        1483.28,        4542.76,        1049.46,         365.73,        1822.56,         114.73,        3870.86,        2280.02,         224.20,          18.81,         157.30,         193.29,          44.01,         295.67,          27.24,          17.82,          64.99
        10,       61122.36,        6891.17,       72684.53,        1050.70,        1728.56,       18154.55,       24687.52,        1401.80,              0,         221.25,          94.30,        5876.80,              0,         246.46,         119.73,        1868.60,        1264.75,        3925.07,         905.03,         304.56,        1556.44,          96.66,        3235.06,        1977.32,         183.75,          16.90,         137.89,         162.60,          36.52,         207.99,          24.72,          15.97,          53.00
        11,       55195.86,        4917.78,       60753.41,         812.78,        1321.95,       15440.89,       20004.36,        1468.39,              0,         308.92,          98.10,        5870.81,              0,         312.56,         123.73,        1459.24,        1062.03,        3427.60,         808.51,         267.33,        1356.63,          86.19,        2822.03,        1748.08,         165.38,          14.74,         124.07,         154.91,          29.61,         175.01,          17.99,          12.16,          42.44
        12,       48630.27,        3725.53,       50994.24,         665.06,        1162.68,       13772.82,       17280.24,        2183.06,              0,         314.52,         203.47,        6211.72,              0,         331.71,         234.56,        1156.90,         922.55,        3063.79,         732.17,         251.44,        1206.43,          82.01,        2511.08,        1555.65,         155.46,          11.86,         107.46,         132.23,          24.60,         138.82,          16.15,          10.45,          36.85
        13,       43784.80,        2992.41,       44031.43,         562.16,         942.02,       12094.25,       14819.40,        2096.32,              0,         387.76,         360.97,        7268.55,              0,         386.65,         375.74,         938.28,         806.11,        2775.88,         674.97,         232.01,        1086.80,          76.38,        2166.84,        1511.75,         140.45,          10.58,         103.04,         112.19,          21.55,         115.18,          14.66,           9.43,          31.21
        14,       40800.99,        2588.74,       38626.62,         444.40,         826.29,       10878.26,       12852.61,        2358.17,              0,         261.66,         191.57,        6303.58,              0,         298.63,         226.45,         736.98,         704.87,        2540.50,         611.07,         205.05,         974.43,          66.34,        1858.20,        1359.02,         129.67,           6.91,          83.80,         104.25,          18.90,          95.09,          12.98,           8.10,          27.16
        15,       36524.29,        2256.73,       33263.09,         370.94,         718.00,       10125.10,       11573.07,        2179.89,              0,         314.65,         236.90,        7198.35,              0,         345.15,         264.56,         562.00,         639.04,        2377.35,         582.36,         202.13,         903.99,          61.75,        1710.70,        1320.35,         126.73,           8.03,          81.82,          92.70,          19.00,          89.99,          13.57,           8.05,          25.62
        16,       32990.65,        1807.72,       29653.04,         317.36,         715.17,        8715.76,        9727.72,        2422.69,              0,         275.48,         227.92,        6997.99,              0,         326.51,         275.38,         407.07,         565.09,        2168.35,         535.77,         181.04,         817.34,          55.04,        1488.49,        1196.71,         112.87,           7.18,          73.29,          77.65,          16.92,          77.78,          13.29,           7.35,          23.36
        17,       28948.53,        1451.69,       25525.86,         279.56,         657.14,        7729.89,        8383.85,        2677.86,              0,         309.71,         274.31,        7248.25,              0,         358.74,         331.27,         313.88,         497.75,        1969.95,         482.94,         157.79,         727.68,          47.03,        1210.29,        1120.07,          95.23,           6.12,          65.91,          70.17,          17.98,          71.12,          14.24,           8.05,          23.12
        18,       26214.00,        1305.42,       22565.15,         232.14,         575.37,        7247.76,        7594.87,        2492.82,              0,         293.24,         197.92,        5821.49,              0,         324.27,         240.19,         182.71,         460.14,        1850.83,         447.45,         151.54,         665.27,          40.42,        1101.29,        1042.30,          88.86,           5.74,          57.90,          56.01,          16.27,          67.39,          13.10,           6.82,          21.30
        19,       22759.02,        1114.62,       19863.87,         204.44,         523.11,        6511.76,        6737.69,        2990.43,              0,         314.33,         262.01,        7366.90,              0,         366.97,         321.21,         150.86,         416.55,        1709.51,         418.07,         135.94,         603.17,          36.80,         997.20,        1017.61,          78.04,           5.87,          58.61,          42.64,          15.15,          62.37,          11.97,           6.02,          18.85
        20,       20474.53,        1057.86,       17462.99,         172.02,         503.92,        6089.06,        6144.28,        3163.87,              0,         326.09,         373.24,        6195.45,              0,         370.26,         433.35,          76.13,         400.04,        1641.00,         409.05,         131.39,         572.16,          31.80,         890.21,         979.38,          68.32,           5.70,          54.90,          40.73,          15.11,          60.18,          12.74,           6.02,          19.42
        21,       18228.08,         965.83,       15656.11,         154.20,         406.81,        5165.50,        5302.80,        3512.84,              0,         245.41,         277.01,        4160.93,              0,         337.86,         375.60,          50.87,         357.00,        1496.52,         378.66,         115.65,         514.86,          27.05,         698.07,         885.87,          56.66,           4.37,          48.35,          38.06,          15.94,          62.22,          14.50,           6.60,          20.72
        22,       16323.15,         810.25,       14252.77,         136.00,         331.04,        4682.22,        4776.78,        2976.52,              0,         252.33,         286.88,        3770.73,              0,         317.49,         368.06,          27.88,         323.50,        1379.67,         349.84,         107.10,         467.94,          21.52,         644.92,         807.90,          50.43,           5.06,          42.32,          33.68,          17.33,          64.02,          15.71,           7.24,          22.16
        23,       14311.68,         753.30,       12800.76,         124.04,         277.77,        4247.76,        4229.57,        3154.57,              0,         184.27,         187.54,        2760.52,              0,         243.56,         276.19,          23.85,         292.21,        1296.70,         327.63,          98.31,         431.05,          16.95,         507.71,         794.52,          40.52,           6.47,          42.89,          33.00,          20.86,          73.07,          19.76,           9.31,          26.52
        24,       12348.47,         734.92,       11288.73,         106.72,         257.02,        3963.25,        3889.71,        3019.32,              0,         157.69,         207.14,        2526.18,              0,         218.69,         285.60,           1.83,         271.51,        1234.84,         319.89,          99.15,         405.97,          15.36,         420.52,         743.97,          33.78,           5.33,          37.47,          29.01,          18.06,          70.62,          17.19,           7.74,          22.66
        25,       11404.62,         686.82,       10100.60,          92.92,         222.77,        3793.65,        3682.15,        2819.80,              0,         180.73,         241.09,        2476.17,              0,         243.70,         336.87,           0.24,         262.01,        1181.55,         315.43,         103.15,         389.60,          14.66,         350.96,         734.53,          28.75,           6.20,          36.69,          35.88,          21.37,          75.27,          20.41,           9.61,          27.10
        26,       10567.33,         656.96,        9361.97,          81.94,         199.95,        3618.40,        3432.38,        2580.48,              0,         198.65,         219.16,        2181.30,              0,         260.64,         302.14,           0.02,         245.94,        1112.23,         298.16,          99.03,         370.74,          11.95,         274.49,         701.60,          23.14,           5.64,          35.80,          27.40,          17.82,          68.49,          15.94,           7.25,          21.16
        27,        9468.94,         642.64,        8584.49,          80.70,         150.69,        3338.21,        3054.13,        2187.23,              0,         126.00,         154.84,        1548.38,              0,         162.94,         198.81,              0,         230.71,        1032.36,         275.15,          92.09,         347.35,          10.38,         232.12,         655.90,          19.57,           5.58,          36.31,          22.00,          14.14,          55.67,          11.79,           5.20,          17.45
        28,        8634.96,         609.48,        7891.11,          76.25,         124.26,        3031.67,        2679.15,        2253.14,              0,         177.73,         170.76,        1843.09,              0,         248.89,         213.85,              0,         217.65,         964.32,         255.44,          77.94,         320.95,           8.11,         232.18,         592.00,          17.55,           3.74,          26.39,          16.36,          11.79,          48.90,           8.84,           3.95,          13.73
        29,        7949.06,         609.35,        7665.61,          68.15,         100.97,        2734.32,        2425.17,        2200.65,              0,         155.78,         144.68,        1491.54,              0,         213.62,         186.05,              0,         215.12,         925.36,         254.07,          83.66,         312.21,          10.48,         183.11,         546.40,          15.53,           3.34,          23.43,          13.90,           9.61,          44.05,           6.39,           2.70,           9.71
        30,        6950.61,         662.91,        6651.79,          68.87,          80.37,        2404.75,        2129.06,        2188.39,              0,         128.25,          79.13,        1531.12,              0,         193.21,         106.59,              0,         203.57,         872.56,         249.86,          75.06,         290.90,           8.44,         166.68,         490.86,          13.28,           3.03,          22.04,          14.00,           7.49,          35.67,           5.31,           2.21,           8.14
        31,        6271.59,         705.72,        6103.13,          64.71,          54.56,        2232.83,        1924.23,        2167.43,              0,         145.64,          89.95,        1446.77,              0,         194.52,         115.59,              0,         197.04,         834.92,         243.57,          76.48,         274.21,           8.98,         184.01,         460.96,          15.07,           2.92,          21.20,          13.68,           6.79,          38.99,           4.59,           2.05,           7.14
        32,        5900.01,         661.95,        5653.86,          56.87,          31.72,        2021.49,        1748.76,        1757.51,              0,          90.56,          98.49,        1225.92,              0,         129.56,         115.00,              0,         202.48,         813.85,         244.24,          71.01,         264.10,           9.89,         207.67,         423.86,          14.75,           2.29,          18.49,          13.93,           6.71,          42.38,           4.57,           2.32,           7.20
        33,        5297.24,         659.33,        5256.82,          54.96,          16.59,        1877.51,        1621.36,        1624.63,              0,          93.87,         125.58,        1249.65,              0,         128.24,         132.34,              0,         191.72,         778.35,         243.60,          69.61,         246.56,           8.99,         182.71,         412.44,          16.50,           2.74,          19.51,          13.74,           8.16,          47.61,           5.79,           3.10,           9.18
        34,        5040.84,         687.83,        5172.37,          56.46,           7.17,        1794.65,        1507.42,        1477.09,              0,         112.47,         128.84,        1227.53,              0,         142.30,         139.94,              0,         207.07,         802.75,         249.94,          74.00,         252.12,          10.77,         225.62,         421.72,          20.03,           2.52,          20.74,          15.32,          10.48,          63.04,           6.57,           3.51,          11.30
        35,        4611.13,         650.97,        4657.07,          49.28,           1.20,        1651.60,        1387.42,        1376.42,              0,          91.67,         119.76,        1125.09,              0,         119.80,         123.43,              0,         189.24,         780.55,         248.65,          71.80,         240.10,          11.02,         236.16,         405.23,          21.99,           2.53,          19.20,          15.44,          10.67,          66.46,           7.35,           4.08,          13.45
        36,        4140.13,         631.75,        4148.05,          46.67,           0.07,        1523.42,        1243.24,        1248.79,              0,          80.77,          55.53,        1119.09,              0,         105.79,          65.29,              0,         182.61,         753.37,         241.82,          69.23,         229.04,          10.81,         266.29,         385.14,          25.48,           2.57,          17.36,          15.99,          14.53,          82.38,          10.00,           6.32,          16.39
        37,        3882.76,         575.63,        3688.82,          41.66,              0,        1372.88,        1124.94,        1254.23,              0,          70.82,          34.99,        1066.90,              0,          92.25,          41.94,              0,         172.89,         733.99,         237.81,          67.37,         223.30,           9.30,         267.88,         359.57,          25.50,           2.63,          14.54,          14.24,          13.74,          78.14,          10.34,           6.80,          17.00
        38,        3447.53,         460.99,        3230.91,          36.63,              0,        1301.44,        1063.50,        1295.00,              0,          58.57,          21.83,        1022.65,              0,          88.13,          31.10,              0,         153.96,         688.35,         221.39,          62.48,         203.70,           8.84,         269.10,         340.80,          25.67,           2.39,          13.49,          12.92,          14.71,          79.61,          11.84,           7.74,          18.29
