TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
1) Total Trips,    805595, 100.00, 100.00,         0, 100.00, 100.00,   3845101, 100.00, 100.00,   1750026, 100.00, 100.00,    250658, 100.00, 100.00,   6651381, 100.00, 100.00,
    2) Non-Motorized,     32318,   4.01,   4.01,         0,      0,      0,    305202,   7.94,   7.94,    141760,   8.10,   8.10,     41960,  16.74,  16.74,    521240,   7.84,   7.84,
    2) Motorized,    773278,  95.99,  95.99,         0,      0,      0,   3539899,  92.06,  92.06,   1608267,  91.90,  91.90,    208698,  83.26,  83.26,   6130141,  92.16,  92.16
        3) Auto,    759520,  94.28,  98.22,         0,      0,      0,   3519449,  91.53,  99.42,   1603783,  91.64,  99.72,-,-,-,   6091450,  91.58,  99.37,
            4) Auto 1 pers,    631776,  78.42,  83.18,         0,      0,      0,   1264454,  32.88,  35.93,    697468,  39.85,  43.49,-,-,-,   2593698,  38.99,  42.58,
                    GP use,    630957,  78.32,  99.87,         0,      0,      0,   1264429,  32.88, 100.00,    696512,  39.80,  99.86,-,-,-,   2591898,  38.97,  99.93,
                    Toll use,       866,   0.11,   0.14,         0,      0,      0,       490,   0.01,   0.04,      1143,   0.07,   0.16,-,-,-,      2499,   0.04,   0.10
            4) Auto 2 pers,     98430,  12.22,  12.96,         0,      0,      0,   1225970,  31.88,  34.83,    451454,  25.80,  28.15,-,-,-,   1775854,  26.70,  29.15,
                    GP use,     77517,   9.62,  78.75,         0,      0,      0,   1151927,  29.96,  93.96,    407561,  23.29,  90.28,-,-,-,   1637006,  24.61,  92.18,
                    HOV use,     20915,   2.60,  21.25,         0,      0,      0,     74103,   1.93,   6.04,     43921,   2.51,   9.73,-,-,-,    138938,   2.09,   7.82,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     29262,   3.63,   3.85,         0,      0,      0,   1028489,  26.75,  29.22,    454675,  25.98,  28.35,-,-,-,   1512426,  22.74,  24.83,
                    GP use,     23040,   2.86,  78.74,         0,      0,      0,    966337,  25.13,  93.96,    410450,  23.45,  90.27,-,-,-,   1399827,  21.05,  92.56,
