I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  10833.92,         0,   8253.61,  59712.46,  24432.45,         0,         0,         0,  13671.19,   7597.25,   1352.46,         0,         0, 125853.34
    1,    2,     46.03,         0,         0,    391.88,    245.43,         0,         0,         0,    158.83,     69.70,      5.07,         0,         0,    916.94
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.48,         0,         0,         0,         0,      0.48
    1,    4,   1966.49,         0,    580.44,   3938.16,   1529.21,         0,         0,         0,    367.85,    907.04,    182.86,         0,         0,   9472.05
    1,    5,   1249.83,    217.00,     40.39,   1515.09,    828.39,         0,         0,         0,    157.46,    604.45,    118.58,         0,         0,   4731.19
    1,    6,      0.02,         0,         0,      2.06,      0.15,         0,         0,         0,      4.27,      0.06,         0,         0,         0,      6.56
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.04,         0,         0,         0,         0,      0.09
    1,    8,   1001.89,     24.00,     39.88,    887.46,    709.02,         0,         0,         0,    184.59,     46.39,      7.63,         0,         0,   2900.86
    1,    9,    223.40,         0,      3.67,    223.82,    150.31,         0,         0,         0,     59.21,     15.96,      3.37,         0,         0,    679.74
    1,   10,         0,         0,         0,      0.51,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.52
    1,   11,     88.22,         0,         0,     70.95,     10.55,         0,         0,         0,     14.53,     35.80,      3.13,         0,         0,    223.18
    1,   12,    288.63,      9.00,      0.09,    462.55,     74.75,         0,         0,         0,     64.31,    149.23,     11.02,         0,         0,   1059.58
    1,   13,    110.64,      2.00,         0,    183.92,     40.33,         0,         0,         0,     19.76,     29.26,      0.65,         0,         0,    386.56
    1,   14,    271.47,      7.00,         0,    431.10,     98.92,         0,         0,         0,     46.63,     97.94,      2.93,         0,         0,    955.99
    1,   15,      4.22,         0,         0,      0.75,         0,         0,         0,         0,      0.31,      3.34,      0.52,         0,         0,      9.14
    1,   16,     45.43,         0,         0,     29.88,      5.32,         0,         0,         0,     10.81,     30.46,      2.14,         0,         0,    124.04
    1,   17,     42.60,         0,         0,     39.58,      5.92,         0,         0,         0,     11.41,     25.58,      1.21,         0,         0,    126.30
    1,   18,      0.45,         0,         0,      0.06,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.56
    1,   19,      0.24,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.10,         0,         0,      0.34
    1,   20,     12.12,         0,         0,         0,         0,         0,         0,         0,      0.20,      2.96,      5.89,         0,         0,     21.17
    1,   21,      7.71,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      1.60,         0,         0,     14.31
    1,   22,      0.91,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.69,         0,         0,      1.60
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   7517.96,         0,         0,         0,         0,         0,    511.84,    220.12,   8249.92
    2,    1,    489.92,         0,    616.06,   1770.96,    247.21,         0,         0,         0,    269.62,     68.78,      5.12,         0,         0,   3467.67
    2,    2,    114.52,         0,         0,   1678.97,    330.84,         0,         0,         0,    702.73,     38.54,      1.29,         0,         0,   2866.89
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.03,         0,         0,         0,         0,      0.03
    2,    4,    124.10,         0,     48.06,    218.21,     68.48,         0,         0,         0,     44.54,     35.18,      2.61,         0,         0,    541.18
    2,    5,     87.81,         0,     15.96,    154.32,     44.49,         0,         0,         0,     13.32,     25.10,      1.99,         0,         0,    342.99
    2,    6,         0,         0,         0,      0.28,      0.02,         0,         0,         0,      1.06,      0.01,         0,         0,         0,      1.37
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     77.28,         0,     20.63,    104.88,     35.68,         0,         0,         0,     12.46,      2.31,      0.06,         0,         0,    253.30
    2,    9,     19.70,         0,      3.73,     42.23,     10.86,         0,         0,         0,      4.85,      0.98,      0.06,         0,         0,     82.41
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
    2,   11,      8.66,         0,         0,      7.90,      0.34,         0,         0,         0,      0.88,      0.95,      0.04,         0,         0,     18.77
    2,   12,     28.22,         0,         0,     45.22,      3.37,         0,         0,         0,      4.52,      4.37,      0.16,         0,         0,     85.86
    2,   13,      9.81,         0,         0,     28.88,      2.36,         0,         0,         0,      1.59,      0.99,      0.01,         0,         0,     43.64
    2,   14,     26.80,         0,         0,     52.74,      3.56,         0,         0,         0,      3.76,      3.00,      0.05,         0,         0,     89.91
    2,   15,      0.62,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,      0.64
    2,   16,      5.52,         0,         0,      0.49,         0,         0,         0,         0,      0.75,      0.49,      0.03,         0,         0,      7.28
    2,   17,      5.05,         0,         0,      0.32,         0,         0,         0,         0,      0.86,      0.57,      0.01,         0,         0,      6.81
    2,   18,      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.07
    2,   19,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    2,   20,      2.20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.20
    2,   21,      1.65,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.65
