Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       89838.99,      120232.30,      774661.31,      112131.06,       48634.16,      151144.07,      397338.81,              0,              0,              0,              0,           0.25,              0,              0,              0,      243188.71,        8924.22,       20805.30,        4212.37,        2449.46,        9713.99,        1028.72,       17304.46,       21813.88,         942.44,         323.06,        1859.71,         551.95,         399.35,        2585.77,         169.60,         148.52,         621.74
         1,      149042.69,      225784.24,     1088279.30,      118470.91,       89544.59,      133856.37,      370222.62,           0.97,              0,           0.25,           0.07,          33.65,              0,           0.43,           0.35,       48824.47,        9363.46,       23617.80,        4145.23,        1948.57,        9665.06,         534.27,       14248.84,       18682.70,         749.73,         210.16,        1396.45,         252.76,         281.97,        1474.02,         133.23,          89.85,         351.88
         2,      137537.48,      178272.43,      765631.85,       46336.68,       82255.56,      102454.20,      256710.08,           7.59,              0,           4.29,           2.43,         139.49,              0,           3.93,           3.07,       16512.08,        7347.79,       19527.62,        3479.61,        1563.51,        7763.28,         437.02,       12545.11,       13838.86,         736.03,         175.74,        1033.60,         258.00,         173.30,        1206.04,         121.35,          76.56,         274.59
         3,      123055.62,      120549.89,      531258.92,       32689.35,       52471.01,       71640.41,      167510.07,         343.18,              0,          18.96,           2.62,         503.35,              0,          34.07,           5.68,       12300.53,        5992.60,       16395.34,        3085.72,        1291.99,        6455.25,         377.05,       11397.92,       10746.69,         694.91,         148.82,         804.53,         259.30,         128.62,         945.30,          96.61,          60.78,         221.78
         4,      111211.98,       77456.66,      364863.93,       12989.28,       27198.47,       55989.23,      117520.24,        1077.15,              0,         109.88,          11.03,        1094.14,              0,         137.99,          14.68,        9673.68,        4651.42,       12873.96,        2595.99,        1011.09,        5122.81,         291.76,        9767.37,        8338.81,         598.89,         120.66,         634.79,         222.94,          93.32,         698.61,          69.25,          43.57,         163.65
         5,      101092.61,       48432.25,      261526.37,        6463.90,       17835.19,       44584.03,       85105.10,        1637.96,              0,         192.42,          12.78,        2013.70,              0,         211.81,          18.81,        7346.93,        3547.31,       10053.83,        2080.27,         770.69,        3984.45,         222.24,        8339.46,        6267.41,         508.12,          81.81,         452.20,         175.30,          69.49,         494.06,          48.68,          30.44,         112.29
         6,       94492.77,       30313.15,      194083.43,        4019.23,       10084.77,       33854.30,       60546.86,        2022.10,              0,         110.70,          22.17,        2425.54,              0,         121.91,          24.83,        5532.81,        2716.73,        7813.88,        1652.85,         583.16,        3097.90,         173.73,        6645.37,        4505.02,         391.27,          51.73,         301.55,         127.96,          42.91,         304.65,          26.71,          15.22,          66.37
         7,       86462.58,       20737.75,      148114.40,        2761.56,        6477.23,       28456.46,       47154.82,        2939.39,              0,         164.50,          27.75,        5877.42,              0,         209.20,          40.63,        4314.31,        2176.09,        6307.50,        1385.83,         485.14,        2527.68,         153.23,        5839.92,        3540.13,         348.16,          42.66,         234.93,         119.51,          38.22,         240.99,          23.45,          14.15,          56.39
         8,       76563.46,       14377.59,      114117.96,        1972.85,        4164.82,       23748.56,       37720.25,        1853.77,              0,         185.40,          40.00,        7728.75,              0,         253.28,          63.87,        3320.39,        1743.31,        5213.37,        1175.47,         400.75,        2073.04,         126.30,        4894.57,        2739.60,         283.86,          26.27,         177.41,          96.42,          27.38,         159.11,          17.39,           9.90,          36.33
         9,       68220.49,       10412.13,       94284.38,        1416.54,        2669.41,       20633.21,       30572.11,        1360.21,              0,         152.13,          64.91,        6517.97,              0,         181.48,          76.17,        2547.90,        1464.30,        4472.73,        1030.69,         365.45,        1789.24,         122.66,        4252.53,        2259.89,         251.48,          19.60,         142.24,          72.42,          22.77,         122.08,          14.06,           7.77,          27.11
