TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
1) Total Trips,    803657, 100.00, 100.00,         0, 100.00, 100.00,   3844943, 100.00, 100.00,   1749815, 100.00, 100.00,    250641, 100.00, 100.00,   6649055, 100.00, 100.00,
    2) Non-Motorized,     33976,   4.23,   4.23,         0,      0,      0,    303186,   7.89,   7.89,    144008,   8.23,   8.23,     41254,  16.46,  16.46,    522424,   7.86,   7.86,
    2) Motorized,    769681,  95.77,  95.77,         0,      0,      0,   3541757,  92.11,  92.11,   1605807,  91.77,  91.77,    209387,  83.54,  83.54,   6126631,  92.14,  92.14
        3) Auto,    754511,  93.88,  98.03,         0,      0,      0,   3520870,  91.57,  99.41,   1601134,  91.50,  99.71,-,-,-,   6085903,  91.53,  99.34,
            4) Auto 1 pers,    627404,  78.07,  83.15,         0,      0,      0,   1265052,  32.90,  35.93,    696292,  39.79,  43.49,-,-,-,   2588749,  38.93,  42.54,
                    GP use,    626527,  77.96,  99.86,         0,      0,      0,   1264993,  32.90, 100.00,    695324,  39.74,  99.86,-,-,-,   2586843,  38.91,  99.93,
                    Toll use,       919,   0.11,   0.15,         0,      0,      0,       533,   0.01,   0.04,      1156,   0.07,   0.17,-,-,-,      2608,   0.04,   0.10
            4) Auto 2 pers,     97938,  12.19,  12.98,         0,      0,      0,   1226412,  31.90,  34.83,    450714,  25.76,  28.15,-,-,-,   1775064,  26.70,  29.17,
                    GP use,     77121,   9.60,  78.74,         0,      0,      0,   1152800,  29.98,  94.00,    407049,  23.26,  90.31,-,-,-,   1636970,  24.62,  92.22,
                    HOV use,     20821,   2.59,  21.26,         0,      0,      0,     73678,   1.92,   6.01,     43691,   2.50,   9.69,-,-,-,    138191,   2.08,   7.79,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     29115,   3.62,   3.86,         0,      0,      0,   1028862,  26.76,  29.22,    453928,  25.94,  28.35,-,-,-,   1511904,  22.74,  24.84,
                    GP use,     22923,   2.85,  78.74,         0,      0,      0,    967069,  25.15,  93.99,    409934,  23.43,  90.31,-,-,-,   1399926,  21.05,  92.59,
                    HOV use,      6194,   0.77,  21.27,         0,      0,      0,     61803,   1.61,   6.01,     44000,   2.51,   9.69,-,-,-,    111997,   1.68,   7.41,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
