Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       11122.38,        6448.39,       94134.69,       18378.28,        6147.33,       27478.98,       45862.88,              0,              0,              0,              0,           0.01,              0,              0,              0,      115597.26,        1689.44,        3643.32,         850.92,         429.16,        1978.11,         183.86,        2500.17,        5526.80,         187.42,         104.00,         525.64,         397.72,         133.45,        2318.46,         126.26,         120.82,         479.95
         3,       15859.31,       16134.21,      204402.39,       30355.44,       11991.79,       19529.97,       47661.97,           0.53,              0,           0.16,           0.03,          23.83,              0,           0.22,           0.02,       76035.90,        1810.97,        4428.42,         852.30,         447.46,        2331.11,         192.84,        3690.99,        3298.03,         217.26,          56.86,         304.74,         497.72,         210.50,         942.93,         114.90,         111.57,         433.99
         4,       38114.97,       56840.82,      420495.77,       69177.36,       33456.19,       41443.71,      144085.95,           1.60,              0,           0.21,           0.04,          66.79,              0,           0.54,           0.35,       82327.53,        3453.91,        8121.12,        1553.03,         707.10,        3654.36,         343.69,        3968.99,        6875.37,         152.92,          56.30,         551.33,         239.63,         272.95,        1125.43,          63.25,          55.22,         264.09
         5,       41636.07,       68318.47,      396498.73,       59936.78,       35136.46,       38335.72,      114571.41,          12.78,              0,           2.02,           0.42,         125.13,              0,           1.17,           0.60,       19484.87,        2831.27,        7043.02,        1236.98,         560.70,        3098.16,         108.68,        2978.88,        6642.13,         159.89,          79.07,         536.75,         122.62,         251.10,        1184.06,          60.01,          52.76,         270.90
         6,       58603.06,       96326.36,      435008.42,       38378.28,       34358.23,       55420.20,      169331.06,         408.12,              0,          10.34,           4.25,         603.98,              0,          17.76,           4.93,       12156.39,        3950.75,       10121.13,        1802.94,         871.23,        4141.89,         139.98,        3605.39,        8000.76,         199.45,          88.30,         681.41,         181.87,         248.38,        1502.72,         107.66,          73.10,         324.56
         7,       64891.69,      101109.05,      431193.18,       26233.27,       40967.99,       57356.27,      162428.74,         318.12,              0,          59.04,           5.58,         365.03,              0,          70.65,          10.49,        9714.45,        4483.29,       11416.42,        2000.75,         998.29,        4545.02,         199.33,        4706.04,        8235.89,         267.19,          95.01,         688.35,         199.08,         144.17,        1304.45,          95.63,          60.56,         245.51
         8,       61340.92,       94802.93,      378776.34,       24139.69,       47067.62,       49255.10,      135413.15,        1519.03,              0,         137.37,           4.25,        1328.74,              0,         125.13,           6.71,        8391.46,        3634.22,        9756.90,        1766.52,         815.28,        3954.31,         229.79,        5108.96,        7007.93,         285.80,          73.91,         565.01,         270.41,         167.68,        1217.56,         121.58,          80.12,         300.24
         9,       65741.36,       87756.27,      329031.37,       23082.93,       37149.47,       49668.51,      126185.25,        2060.70,              0,         125.60,          14.16,        1704.02,              0,         186.94,          21.46,        8220.16,        3696.52,       10249.48,        1857.46,         841.09,        4017.41,         192.71,        4991.46,        6275.40,         272.97,          68.48,         501.58,         251.86,         146.52,        1186.83,         107.45,          71.39,         262.76
