ScreenlineID,SEGID_LIST,NUM_SEGMENTS,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV
1.01,"['0015_349.4', '0089_422.7', '0126_020.8']",3,14023.1,26135.9,17576.8,18824.0,76559.8,11187.9,19132.9,14172.9,14666.0,59159.7,269.9,1286.1,449.1,388.3,2393.4,1221.8,2336.8,1554.6,1330.8,6444.0,1343.5,3380.1,1400.2,2438.9,8562.7
1.02,"['0015_337.0', '0060_000.8', '0084_081.7', '0089_408.1', '0126_007.7', 'WFRC_8006', 'WFRC_8414']",7,43371.1,78673.6,57344.4,60093.7,239482.8,36037.6,56821.2,47659.6,49927.3,190445.7,2218.0,10961.7,3866.2,3342.6,20388.5,3124.9,5836.1,3776.2,3268.1,16005.3,1990.6,5054.6,2042.4,3555.7,12643.3
1.03,"['0108_000.1', '0126_004.6', '0193_003.8', '1470_000.4']",4,14459.3,26506.3,21288.8,21614.8,83869.2,13056.5,22364.3,18870.1,20128.0,74418.9,649.1,3121.1,1138.1,924.4,5832.7,611.5,730.8,1115.1,386.7,2844.1,142.2,290.1,165.5,175.7,773.5
1.04,"['0015_319.5', '0067_007.3', '1428_001.7']",3,36676.0,68850.7,48390.3,51852.3,205769.3,30393.1,47577.1,40211.1,42724.8,160906.1,2546.7,12599.9,4390.5,3790.1,23327.2,1773.0,3621.5,1791.2,1691.4,8877.1,1963.2,5052.2,1997.5,3646.0,12658.9
1.05,"['0015_311.8', '0068_062.6', '0089_383.5', '0215_025.7', '2338_001.9']",5,53732.4,101862.0,72787.9,79446.9,307829.2,45231.9,74236.9,61339.3,67306.4,248114.5,3331.6,16656.1,5853.6,5021.7,30863.0,3003.2,5520.2,3478.8,3117.2,15119.4,2165.7,5448.8,2116.2,4001.6,13732.3
2.01,"['0080_113.3', '0201_010.8', '2250_000.0', '2290_000.0', 'WFRC_8256', 'WFRC_8257']",6,33125.8,57175.4,42238.6,46881.0,179420.8,29250.0,44826.4,36696.0,41195.1,151967.5,1159.8,6316.8,2130.1,1907.0,11513.7,1903.2,3854.6,2403.1,2123.6,10284.5,812.8,2177.6,1009.4,1655.3,5655.1
2.02,"['0080_117.7', '0201_015.3', '2250_004.6', '2254_001.0', '2269_000.0', '2290_004.6', '2292_001.1', '2322_000.7', '2330_001.0']",9,44925.3,89231.4,62878.4,71465.6,268500.7,38636.7,69382.7,54194.1,62949.5,225163.0,2124.3,11415.6,3891.1,3534.8,20965.8,3117.1,5774.6,3717.9,3136.3,15745.9,1047.2,2658.5,1075.3,1845.0,6626.0
2.03,"['0015_305.2', '0071_020.6', '0089_376.8', '0186_006.9', '2076_005.1', '2128_006.5', '2148_004.3', '2176_002.3', '2178_004.1', '2180_004.7', '2204_002.5', '2258_002.4', '2264_003.2', '2266_006.7', '2274_000.6', '2282_000.5', '2284_000.5', 'WFRC_8409']",18,84437.1,167419.1,118885.9,131515.3,502257.4,73818.7,132305.4,104649.4,116572.6,427346.1,4332.5,22294.0,7493.1,6927.9,41047.5,4477.1,8285.7,5005.3,4717.3,22485.4,1808.8,4534.0,1738.1,3297.5,11378.4
2.04,"['0068_054.8', '0111_009.6', '0154_019.5', '0172_004.5', '0215_017.5', '2040_016.1', '2094_011.5', '2151_001.5', '2154_003.7', '2156_012.1', '2164_003.5', '2168_002.6', '2238_001.5', 'WFRC_8155']",14,68976.0,119486.2,92670.6,98709.6,379842.4,61831.7,98016.7,82855.5,89862.3,332566.2,2709.4,12855.4,4831.5,3616.9,24013.2,3699.3,6791.1,4352.4,3728.1,18570.9,735.6,1823.0,631.2,1502.3,4692.1
2.05,"['0071_018.3', '0089_374.5', '0215_000.7', '2076_003.0', '2148_002.0', '2178_001.8', '2180_002.4', '2186_004.6', '2191_000.0', '2194_001.8', '2204_000.0', '2214_000.0', '2264_000.9', '2266_004.3']",14,42252.8,78867.2,60732.3,58864.8,240717.1,38020.9,66154.9,54673.6,54174.2,213023.6,1595.2,7913.7,2990.5,2186.7,14686.1,2252.2,3845.9,2687.1,1903.7,10688.9,384.5,952.7,381.1,600.2,2318.5
2.06,"['0171_008.8', '0173_007.7', '0266_001.7', '2142_000.3', '2172_008.5']",5,20454.6,43151.8,30560.9,37326.2,131493.5,18141.0,36350.7,27638.4,34157.7,116287.8,836.4,4017.2,1406.3,1343.6,7603.5,1395.8,2551.8,1442.8,1616.8,7007.2,81.4,232.1,73.4,208.1,595.0
2.07,"['0171_010.4', '0173_009.6', '0266_003.0', '2140_002.9', '2142_002.1', '2172_010.4']",6,27196.4,57961.6,39281.3,49112.8,173552.1,23721.8,46886.1,34575.7,44298.1,149481.7,1383.7,6895.7,2372.6,2337.7,12989.7,1915.1,3658.0,2171.0,2126.3,9870.4,175.8,521.8,162.0,350.7,1210.3
2.08,"['0068_045.8', '0085_012.5', '0154_010.4', '2034_003.8', '2040_007.6', '2085_002.0', '2094_003.0', '2107_003.5', '2156_003.1', '2161_000.0', 'WFRC_8322', 'WFRC_8326']",12,36151.0,66835.1,51325.2,56318.6,210629.9,32367.4,55355.5,46032.9,51195.0,184950.8,1354.0,6791.7,2511.6,2073.4,12730.7,1946.3,3473.5,2294.0,1944.9,9658.7,483.3,1214.4,486.7,1105.3,3289.7
2.09,"['0015_293.6', '0071_009.2', '0089_365.5', '2068_004.4', '2087_000.9', '2093_003.2', '2131_000.0', 'WFRC_8223']",8,63282.2,123677.3,86251.0,97433.0,370643.5,54740.9,95550.8,74733.9,85279.8,310305.4,3509.8,17566.4,6016.4,5328.4,32421.0,3259.8,6093.8,3654.9,3485.8,16494.3,1771.7,4466.3,1845.8,3339.0,11422.8
2.11,"['0071_002.9', '0151_002.5', '0154_001.4', '0175_002.9', '0209_010.2', '2080_002.5']",6,34617.2,68236.0,50763.7,56044.9,209661.8,31643.1,57877.2,46257.7,52250.7,188028.7,1446.2,7480.2,2744.5,2260.4,13931.3,1258.8,2369.8,1418.2,1367.5,6414.3,269.1,508.8,343.3,166.3,1287.5
2.12,"['0071_005.1', '0154_000.0', '0209_012.5', '2049_000.0', '2055_000.0', '2061_000.2', '2078_000.3', '2080_004.8', '2098_000.7']",9,32986.6,70492.2,48355.6,58259.1,210093.5,30025.5,59885.4,44070.7,54163.1,188144.7,1561.3,7888.7,2697.2,2520.7,14667.9,1331.4,2515.2,1517.8,1458.3,6822.7,68.4,202.9,69.9,117.0,458.2
3.01,"['0015_285.5', '0068_036.0', '2046_002.0', '2057_001.1']",4,53774.8,98659.3,72042.2,79521.0,303997.3,46543.5,75190.9,62207.6,68661.4,252603.4,2750.0,13784.1,4866.7,4143.5,25544.3,2418.3,4627.9,2813.4,2608.9,12468.5,2063.0,5056.4,2154.5,4107.2,13381.1
3.02,"['0145_002.8', '0194_001.9', '2882_000.0', '2895_002.4', '2915_001.5', '2937_003.6']",6,18520.8,34874.7,24560.9,28945.3,106901.7,17041.3,28913.6,22500.7,26484.4,94940.0,463.3,3214.2,913.5,699.6,5290.6,934.9,2046.8,1127.0,1086.8,5195.5,81.3,700.1,19.7,674.5,1475.6
3.03,"['0015_270.6', '0089_340.2', '0114_006.6', '0189_006.3', '2946_002.2', '2954_001.7', '2954_001.9', '2954_002.0', '2958_001.6', '2965_001.6', '2966_001.5', '2969_001.1', '2986_001.0', '3015_001.9', '3040_003.3', 'MAG_6247']",16,56108.4,101416.3,76280.4,79435.9,313241.0,48033.4,78175.5,65762.6,68355.1,260326.6,2279.7,11473.6,3991.3,3371.4,21116.0,4071.1,7502.7,4672.5,4230.4,20476.7,1724.2,4264.5,1854.0,3479.0,11321.7
3.04,"['0015_265.6', '0089_335.0', '0114_001.6', '0189_002.1', '2975_000.4', '3020_000.6', '3024_000.7', '3032_000.5', '3042_001.0']",9,46458.8,85762.3,63546.3,68478.3,264245.7,39980.0,67550.4,55026.8,59345.6,221902.8,1621.1,8280.0,2975.8,2421.7,15298.6,3233.5,5900.0,3758.6,3396.1,16288.2,1624.2,4031.9,1785.1,3314.9,10756.1
3.05,"['0006_173.7', '0015_255.9', '0051_000.0', '0089_324.7', '0156_001.0', '2831_004.4', '2832_000.8', '3037_000.0', 'MAG_6306']",9,33140.5,60006.2,44670.6,51394.7,189212.0,29462.2,49824.2,39793.0,45654.5,164733.9,708.8,3544.9,1245.2,1061.4,6560.3,1611.5,3170.3,2035.9,1788.7,8606.4,1358.0,3466.8,1596.5,2890.1,9311.4
