I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   129391.45,    11196.49,     9725.98,    50312.62,     4140.37,     4106.71,           0,     7278.76,    17291.40,           0,           0,           0,    15728.29,     5433.09,     4178.74,           0,           0,     8247.07,    60038.15,    24570.34,           0,    50312.62,    12439.24,     1242.15,     7754.96,      475.90,    12664.45,      584.24,     1481.00,      272.61,      113.28,      612.76,       56.25,      734.29,     4127.52,      118.31,       78.84,      317.89,      474.94,      342.56,     2382.63,      203.51,      145.62,      629.64,           0,           0,           0,           0,           0,           0
         1,         2,      883.28,       69.26,        3.90,      345.37,           0,           0,           0,       81.31,      150.54,           0,           0,           0,      170.22,       46.61,       16.55,           0,           0,           0,      349.22,      231.82,           0,      345.37,       76.45,        7.26,       84.57,        3.29,      133.98,        6.76,       19.38,        2.44,        0.76,        6.93,        0.10,        2.84,       41.03,        0.65,        0.36,        1.64,        2.33,        1.12,        9.96,        0.67,        0.28,        2.19,           0,           0,           0,           0,           0,           0
         1,         3,        0.27,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.27,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.27,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9472.37,     1833.88,      436.27,     3338.90,      240.38,      341.75,           0,      637.15,      867.93,           0,           0,           0,      524.32,      717.70,      534.78,           0,           0,      582.13,     3775.17,     1504.95,           0,     3338.90,     2044.06,      210.14,      667.52,       30.10,      160.06,       51.23,      199.36,       37.34,        9.94,       66.39,        3.78,       89.29,      554.48,       22.37,       13.95,       33.85,       81.30,       65.44,      210.82,       58.81,       31.91,       86.51,           0,           0,           0,           0,           0,           0
         1,         5,     4857.65,     1202.44,       89.18,     1404.89,       15.24,       27.49,      217.00,      413.78,      405.33,           0,           0,           0,      241.94,      481.14,      362.63,           0,           0,       42.73,     1493.96,      818.44,           0,     1404.89,     1356.14,      155.51,      440.40,       26.79,       11.88,       31.44,      123.07,       28.65,        8.84,       38.06,        4.32,       63.53,      361.11,       16.00,       10.81,       25.37,       47.15,       39.93,      175.38,       32.28,       15.17,       52.73,           0,           0,           0,           0,           0,           0
         1,         6,        7.03,        0.06,           0,        2.02,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        4.76,        0.04,           0,           0,           0,           0,        2.02,        0.15,           0,        2.02,        0.06,           0,        0.04,           0,        4.76,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.06,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2834.22,      863.97,       14.80,      860.61,       14.26,       29.35,       24.00,      368.57,      318.46,           0,           0,           0,      202.39,      124.17,       15.60,           0,           0,       43.61,      875.40,      686.56,           0,      860.61,      996.22,      134.17,      393.09,       24.97,        0.94,       26.02,      111.77,       23.45,        7.10,       33.10,        0.11,       10.48,       96.91,        1.55,        1.83,       13.29,        4.11,        1.17,        7.70,        1.05,        0.41,        1.16,           0,           0,           0,           0,           0,           0
         1,         9,      662.12,      163.51,       15.41,      210.57,        1.72,        1.83,           0,       75.32,       72.31,           0,           0,           0,       65.92,       47.77,        7.96,           0,           0,        3.55,      225.95,      147.61,           0,      210.57,      184.43,       20.73,       77.50,        2.21,           0,        6.30,       37.87,       10.16,        2.77,        8.82,        0.01,        3.57,       36.73,        0.17,        0.88,        6.41,        0.44,        0.43,        5.83,        0.38,        0.20,        0.68,           0,           0,           0,           0,           0,           0
         1,        10,        0.53,           0,           0,        0.52,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.52,        0.01,           0,        0.52,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
