TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                    IMZ D2D 2 pers,         9,   0.00,  11.84,         0,      0,      0,        42,   0.00,  11.70,        16,   0.00,  11.19,-,-,-,        67,   0.00,  11.59,
                    IMZ D2D 3+ pers,         2,   0.00,   2.63,         0,      0,      0,        11,   0.00,   3.06,         4,   0.00,   2.80,-,-,-,        17,   0.00,   2.94
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    370710,  83.22,  83.22,    370710,   8.69,  83.22,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     49367,  11.08,  13.32,     49367,   1.16,  13.32,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54444,  12.22,  14.69,     54444,   1.28,  14.69,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    266899,  59.92,  72.00,    266899,   6.26,  72.00,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    170751,  38.33,  46.06,    170751,   4.00,  46.06,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     18761,   4.21,  10.99,     18761,   0.44,  10.99,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    151990,  34.12,  89.01,    151990,   3.56,  89.01,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    199959,  44.89,  53.94,    199959,   4.69,  53.94,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     30606,   6.87,  15.31,     30606,   0.72,  15.31,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54444,  12.22,  27.23,     54444,   1.28,  27.23,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    114909,  25.80,  57.47,    114909,   2.69,  57.47
        3) Transit,     20395,   2.29,   2.36,     19678,  17.49,  22.70,      9120,   0.47,   0.51,      1770,   0.21,   0.22,-,-,-,     50964,   1.20,   1.30
            4) Local Bus (LCL),      7186,   0.81,  35.23,      7126,   6.33,  36.21,      3325,   0.17,  36.46,       656,   0.08,  37.06,-,-,-,     18293,   0.43,  35.90,
                    LCL Walk,      6730,   0.75,  93.65,      6022,   5.35,  84.50,      3249,   0.17,  97.70,       641,   0.07,  97.69,-,-,-,     16641,   0.39,  90.97,
                    LCL Drive,       456,   0.05,   6.35,      1105,   0.98,  15.50,        76,   0.00,   2.30,        15,   0.00,   2.31,-,-,-,      1653,   0.04,   9.03
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1214,   0.14,   5.95,      4662,   4.14,  23.69,       680,   0.03,   7.45,       185,   0.02,  10.46,-,-,-,      6741,   0.16,  13.23,
                    BRT Walk,      1146,   0.13,  94.37,      3483,   3.09,  74.71,       676,   0.03,  99.45,       185,   0.02,  99.88,-,-,-,      5490,   0.13,  81.44,
                    BRT Drive,        68,   0.01,   5.63,      1179,   1.05,  25.29,         4,   0.00,   0.55,         0,   0.00,   0.12,-,-,-,      1251,   0.03,  18.56
            4) Express Bus (EXP),       522,   0.06,   2.56,       169,   0.15,   0.86,        49,   0.00,   0.54,        14,   0.00,   0.79,-,-,-,       754,   0.02,   1.48,
                    EXP Walk,       245,   0.03,  46.85,       123,   0.11,  72.53,        45,   0.00,  92.38,        14,   0.00,  99.98,-,-,-,       427,   0.01,  56.56,
                    EXP Drive,       277,   0.03,  53.15,        47,   0.04,  27.47,         4,   0.00,   7.62,         0,   0.00,   0.02,-,-,-,       328,   0.01,  43.44
            4) Light-Rail Transit (LRT),      7205,   0.81,  35.33,      4202,   3.73,  21.36,      4002,   0.21,  43.89,       720,   0.08,  40.68,-,-,-,     16130,   0.38,  31.65,
                    LRT Walk,      5584,   0.63,  77.50,      2917,   2.59,  69.41,      3529,   0.18,  88.17,       681,   0.08,  94.64,-,-,-,     12711,   0.30,  78.81,
                    LRT Drive,      1621,   0.18,  22.50,      1286,   1.14,  30.59,       473,   0.02,  11.83,        39,   0.00,   5.36,-,-,-,      3419,   0.08,  21.19
            4) Commuter-Rail Transit (CRT),      4247,   0.48,  20.82,      3518,   3.13,  17.88,      1045,   0.05,  11.45,       186,   0.02,  10.50,-,-,-,      8996,   0.21,  17.65,
                    CRT Walk,      1598,   0.18,  37.62,       962,   0.85,  27.34,       412,   0.02,  39.42,       136,   0.02,  72.97,-,-,-,      3107,   0.07,  34.54,
                    CRT Drive,      2649,   0.30,  62.38,      2557,   2.27,  72.66,       633,   0.03,  60.58,        50,   0.01,  27.03,-,-,-,      5889,   0.14,  65.46,
  
   Model: v10x,
   Scenario: C66,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
