TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
20,30020,3,1,3,1776.6,1541.0,1343.1,1035.2,181.2,252.7,221.4,143.0,140.1,52.7,717.2,670.8,42.1,0.0,43.1,0.0,60.7,56.3,117.5,112.4,0.0,0.0,1.0,0.0,181.2,0.0,0.0,252.7
21,30021,3,1,2,751.7,1759.5,117.6,911.2,0.0,224.1,0.0,758.9,0.0,0.0,1.0,45.9,0.0,0.0,0.0,0.0,115.3,106.1,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,224.1
22,30022,3,1,2,115.5,123.3,20.4,25.8,5.6,6.5,2.9,15.5,1.9,0.0,10.6,7.3,1.0,0.0,1.0,0.0,2.3,2.2,0.8,0.8,0.0,0.0,0.0,0.0,5.6,0.0,0.0,6.5
23,30023,3,1,2,207.9,319.8,41.0,127.6,7.9,31.6,4.6,72.0,3.1,0.0,17.5,43.9,1.7,0.0,1.7,0.0,10.6,10.1,1.6,1.6,0.0,0.0,0.0,0.0,7.9,0.0,0.0,31.6
24,30024,3,1,2,1871.8,864.3,1418.7,593.1,323.5,133.2,219.6,3.8,135.9,0.0,813.9,501.0,75.4,0.0,77.0,0.0,25.7,23.9,67.0,64.4,3.0,0.0,1.0,0.0,323.5,0.0,0.0,133.2
25,30025,3,1,3,4091.3,3224.7,3284.8,2555.6,573.3,428.8,468.5,151.9,313.0,21.9,1816.0,1307.9,164.4,743.6,167.8,0.0,116.9,108.2,231.3,222.1,6.0,0.0,1.0,0.0,573.3,0.0,0.0,428.8
26,30026,3,1,3,2609.5,2277.6,2014.6,1592.8,302.9,389.1,285.3,223.8,192.4,80.7,1058.8,983.5,76.4,0.0,78.0,0.0,107.3,99.2,214.4,205.8,1.0,0.0,1.0,0.0,302.9,0.0,0.0,389.1
27,30027,3,1,2,109.5,114.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,30028,3,1,2,225.2,411.8,30.1,169.0,2.0,45.5,1.5,145.1,1.0,0.0,5.0,3.6,0.4,0.0,0.4,0.0,21.5,19.9,0.4,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.5
29,30029,3,1,3,2948.4,1481.0,2384.5,1033.1,365.2,240.8,404.7,5.4,241.3,0.0,1334.6,872.4,110.8,0.0,113.1,0.0,45.6,42.4,117.4,112.9,16.0,0.0,1.0,0.0,365.2,0.0,0.0,240.8
30,30030,3,1,3,2871.3,2197.6,2345.3,1600.4,313.1,379.7,372.2,105.2,248.4,57.0,1301.2,1152.2,72.3,6.6,73.8,16.3,77.6,71.9,198.8,191.2,0.0,0.0,1.0,0.0,313.1,0.0,0.0,379.7
31,30031,3,1,3,2903.3,2838.6,2301.9,1968.6,237.1,507.6,284.4,291.0,192.3,133.4,1026.6,906.1,62.1,0.0,63.4,0.0,222.5,205.4,449.7,432.7,0.0,0.0,1.0,0.0,237.1,0.0,0.0,507.6
32,30032,3,1,3,1269.2,736.1,1021.9,503.4,138.1,118.1,160.9,4.5,106.2,0.0,588.2,424.5,43.8,0.0,44.8,0.0,21.8,20.2,56.3,54.1,0.0,0.0,0.0,0.0,138.1,0.0,0.0,118.1
33,30033,3,1,3,1607.4,1075.2,1328.8,757.4,146.5,180.7,211.0,18.5,143.3,0.0,763.9,628.6,46.3,0.0,47.2,0.0,34.0,31.3,82.2,79.0,0.0,0.0,1.0,0.0,146.5,0.0,0.0,180.7
34,30034,3,1,3,2193.8,1322.7,1832.9,940.9,207.4,223.8,287.7,35.3,190.2,8.7,1044.8,752.0,77.4,0.0,79.1,0.0,44.6,41.4,108.2,103.4,0.0,0.0,1.0,0.0,207.4,0.0,0.0,223.8
35,30035,3,1,3,2769.6,1710.2,2402.2,1246.0,207.3,297.5,380.5,5.8,254.8,0.0,1373.7,1053.2,91.1,0.0,93.0,0.0,54.9,51.0,142.1,136.0,11.0,0.0,1.0,0.0,207.3,0.0,0.0,297.5
36,30036,3,1,3,827.3,578.6,658.9,365.5,47.7,88.3,113.9,12.5,71.0,0.0,372.2,300.4,23.0,0.0,23.5,0.0,16.3,15.2,39.0,37.3,0.0,0.0,0.0,0.0,47.7,0.0,0.0,88.3
37,30037,3,1,2,388.0,773.3,23.1,327.5,0.0,80.0,0.0,136.3,0.0,0.0,1.0,171.5,0.0,0.0,0.0,0.0,19.9,18.4,1.2,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0
38,30038,3,1,3,2242.9,5814.1,432.2,3162.8,0.0,872.4,0.0,2733.0,0.0,0.0,2.0,32.5,0.0,0.0,0.0,0.0,416.4,385.7,11.8,11.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,872.4
39,30039,3,1,4,949.9,1098.6,682.3,715.2,56.6,176.5,99.9,36.3,62.1,69.6,345.0,499.2,29.4,0.0,30.1,0.0,30.2,28.1,84.7,82.0,0.0,0.0,1.0,0.0,56.6,0.0,0.0,176.5
40,30040,3,1,4,3071.1,3099.0,2549.3,2228.4,210.9,559.6,370.4,238.6,253.5,160.3,1304.2,1379.8,71.4,0.0,72.9,0.0,141.2,131.4,329.7,318.4,4.0,0.0,2.0,0.0,210.9,0.0,0.0,559.6
41,30041,3,1,4,2174.6,3678.9,1713.5,2589.4,76.6,703.3,141.8,116.3,95.2,895.7,471.4,664.1,24.3,0.0,24.9,0.0,200.0,185.6,755.0,727.6,0.0,0.0,1.0,0.0,76.6,0.0,0.0,703.3
42,30042,3,1,3,717.0,722.3,526.2,471.2,56.1,112.1,87.3,20.8,56.4,0.0,294.8,405.2,17.0,0.0,17.4,0.0,15.2,14.2,32.2,31.0,5.0,0.0,1.0,0.0,56.1,0.0,0.0,112.1
43,30043,3,1,3,2032.8,2756.5,1723.0,2302.5,137.7,275.8,263.4,110.0,174.7,0.0,952.6,826.6,63.6,1179.3,65.0,0.0,67.2,62.4,129.4,124.2,5.0,0.0,2.0,0.0,137.7,0.0,0.0,275.8
44,30044,3,1,3,1150.2,675.4,958.2,439.7,69.1,105.7,159.2,2.5,98.7,0.0,543.0,372.0,43.4,0.0,44.4,0.0,18.8,17.5,49.6,47.7,0.0,0.0,1.0,0.0,69.1,0.0,0.0,105.7
45,30045,3,1,2,1052.6,679.1,870.9,442.3,59.4,107.9,145.4,41.1,89.9,0.0,493.6,340.8,38.3,0.0,39.2,0.0,17.7,16.5,45.8,43.9,0.0,0.0,1.0,0.0,59.4,0.0,0.0,107.9
46,30046,3,1,2,90.1,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,30047,3,1,1,129.6,104.1,19.1,7.4,1.5,1.9,2.8,0.0,1.8,0.0,11.0,6.7,0.9,0.0,1.0,0.0,0.1,0.1,0.6,0.7,0.0,0.0,1.0,0.0,1.5,0.0,0.0,1.9
48,30048,3,1,1,200.6,149.5,80.0,33.4,9.7,7.9,13.2,0.0,8.2,0.0,46.1,29.0,4.0,0.0,4.1,0.0,1.0,1.0,3.4,3.4,0.0,0.0,0.0,0.0,9.7,0.0,0.0,7.9
49,30049,3,1,2,731.3,1369.3,525.7,902.5,0.0,246.0,0.0,56.2,0.0,359.5,14.0,10.7,0.0,0.0,0.0,0.0,121.2,112.6,376.5,363.6,0.0,0.0,14.0,0.0,0.0,0.0,0.0,246.0
50,30050,3,1,3,506.3,1451.0,201.1,919.5,5.7,233.0,4.9,422.5,3.3,4.3,18.3,300.9,1.6,0.0,1.7,29.6,83.2,77.9,87.2,84.4,0.0,0.0,1.0,0.0,5.7,0.0,0.0,233.0
51,30051,3,1,3,217.2,412.1,59.0,203.8,3.5,54.4,6.5,107.2,4.7,0.0,25.4,78.7,2.0,0.0,2.0,0.0,12.8,12.1,5.8,5.7,0.0,0.0,0.0,0.0,3.5,0.0,0.0,54.4
52,30052,3,1,3,1967.5,7009.0,526.6,4545.8,45.4,1087.8,62.4,790.2,44.5,0.0,219.4,3589.5,10.8,0.0,11.1,0.0,145.0,135.3,31.5,30.7,0.0,0.0,2.0,0.0,45.4,0.0,0.0,1087.8
53,30053,3,1,4,4900.0,9532.1,3673.3,6730.0,156.8,1739.3,301.8,830.8,212.4,1261.6,1048.7,2542.8,52.4,0.0,53.5,178.6,563.9,525.1,1436.5,1391.1,0.0,0.0,4.0,0.0,156.8,0.0,0.0,1739.3
54,30054,3,1,4,2556.9,3812.5,1994.4,2669.4,110.5,695.0,208.6,580.5,137.8,119.6,797.4,1292.6,66.5,0.0,67.9,0.0,264.0,245.6,446.2,431.0,0.0,0.0,6.0,0.0,110.5,0.0,0.0,695.0
55,30055,3,1,3,2200.7,3223.4,1802.5,2673.6,212.3,362.8,244.4,227.1,161.3,0.0,925.7,919.9,77.4,0.0,79.1,1227.7,123.6,115.4,190.1,183.5,1.0,0.0,0.0,0.0,212.3,0.0,0.0,362.8
56,30056,3,1,3,523.3,317.1,369.3,168.8,51.5,40.6,61.4,0.5,37.8,0.0,210.0,143.3,17.0,0.0,17.4,0.0,6.9,6.6,18.9,18.4,0.0,0.0,0.0,0.0,51.5,0.0,0.0,40.6
57,30057,3,1,3,653.1,396.2,496.7,228.3,49.0,54.9,82.5,1.6,50.9,0.0,282.3,193.1,22.8,0.0,23.2,0.0,9.4,9.0,25.6,24.8,0.0,0.0,0.0,0.0,49.0,0.0,0.0,54.9
58,30058,3,1,2,196.8,402.1,22.6,177.9,0.0,50.8,0.0,156.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8
59,30059,3,1,2,109.3,110.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,30060,3,1,2,109.4,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,30061,3,1,3,3193.0,1601.2,2829.8,1137.5,179.2,272.5,443.0,4.1,273.7,0.0,1619.9,960.2,154.8,0.0,157.9,0.0,50.0,47.0,129.5,126.2,0.0,0.0,1.0,0.0,179.2,0.0,0.0,272.5
62,30062,3,1,3,2518.6,1347.8,2197.0,951.2,157.1,229.4,336.8,7.4,219.2,8.6,1259.3,789.9,114.6,0.0,116.9,0.0,41.5,39.0,108.8,106.4,0.0,0.0,0.0,0.0,157.1,0.0,0.0,229.4
63,30063,3,1,4,497.8,2911.0,374.3,2597.4,12.7,203.2,26.0,219.6,18.0,0.0,100.2,348.1,7.2,0.0,7.4,1824.5,95.7,89.9,118.8,115.3,0.0,0.0,1.0,0.0,12.7,0.0,0.0,203.2
64,30064,3,1,3,3470.6,2726.5,2953.0,1885.7,172.7,493.8,383.8,178.2,238.6,115.0,1389.1,935.5,127.8,0.0,130.4,0.0,217.2,203.4,464.0,453.8,0.0,0.0,2.0,0.0,172.7,0.0,0.0,493.8
65,30065,3,1,4,3001.7,2268.8,2619.9,1646.9,174.7,413.4,379.2,27.4,258.7,177.6,1407.5,1083.6,98.8,0.0,100.8,0.0,90.9,85.2,280.9,273.0,0.0,0.0,3.0,0.0,174.7,0.0,0.0,413.4
66,30066,3,1,3,1636.3,1912.2,1358.1,1354.1,78.7,357.5,162.5,61.3,112.1,248.3,570.7,607.1,29.4,0.0,30.1,0.0,116.0,108.8,336.4,328.7,1.0,0.0,0.0,0.0,78.7,0.0,0.0,357.5
67,30067,3,1,4,1981.3,1981.9,1671.3,1403.4,104.2,370.6,197.0,33.6,134.8,351.9,769.8,594.8,64.7,0.0,66.2,0.0,94.6,88.6,344.0,334.5,0.0,0.0,0.0,0.0,104.2,0.0,0.0,370.6
68,30068,3,1,3,1935.3,1234.8,1663.0,879.6,132.3,211.5,238.2,45.0,169.1,0.0,960.1,706.5,80.1,0.0,81.8,0.0,40.8,38.2,92.1,89.9,0.0,0.0,1.0,0.0,132.3,0.0,0.0,211.5
69,30069,3,1,3,400.8,304.7,286.7,180.1,34.0,43.4,42.0,4.7,28.5,0.0,167.1,155.6,14.1,0.0,14.5,0.0,6.1,5.8,14.3,14.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,43.4
70,30070,3,1,2,909.4,702.3,765.5,503.5,68.0,120.8,123.1,15.4,84.2,0.0,438.3,418.8,23.8,0.0,24.4,0.0,20.3,19.1,51.4,50.2,0.0,0.0,0.0,0.0,68.0,0.0,0.0,120.8
71,30071,3,1,2,40.5,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,30072,3,1,2,1203.1,928.8,903.9,636.5,161.7,152.3,127.2,30.1,91.5,8.6,519.1,523.0,43.1,0.0,44.1,0.0,24.2,22.6,53.8,52.2,0.0,0.0,1.0,0.0,161.7,0.0,0.0,152.3
73,30073,3,1,2,162.1,143.7,31.8,13.6,7.1,3.5,4.9,1.0,3.3,0.0,18.2,10.9,1.9,0.0,1.9,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,7.1,0.0,0.0,3.5
74,30074,3,1,2,109.5,109.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,30075,3,1,3,2045.1,1862.5,1665.2,1288.0,130.5,317.8,225.4,211.8,141.1,41.8,825.0,693.3,76.5,0.0,78.1,53.5,104.8,98.8,192.2,188.9,15.0,0.0,7.0,0.0,130.5,0.0,0.0,317.8
76,30076,3,1,3,1131.3,627.1,952.5,405.6,57.0,98.2,150.4,9.3,92.7,0.0,545.1,335.7,50.3,0.0,51.5,0.0,17.8,16.8,44.7,43.7,0.0,0.0,0.0,0.0,57.0,0.0,0.0,98.2
77,30077,3,1,3,2063.8,5371.7,1328.6,3946.2,55.3,750.5,131.1,1112.9,83.4,0.0,480.3,1207.6,44.2,0.0,45.1,1105.7,261.9,245.6,279.6,274.3,0.0,0.0,3.0,0.0,55.3,0.0,0.0,750.5
78,30078,3,1,3,4839.4,4101.4,4205.9,2958.5,256.4,759.2,567.5,103.2,390.3,329.8,2124.3,1738.6,142.8,0.0,145.7,0.0,217.4,204.0,594.9,582.9,19.0,0.0,4.0,0.0,256.4,0.0,0.0,759.2
79,30079,3,1,3,1837.9,4295.8,1415.9,3271.6,23.4,629.9,52.7,376.7,37.5,417.4,200.4,390.6,13.4,1027.6,13.8,0.0,337.0,315.7,760.1,743.5,0.0,0.0,1.0,0.0,23.4,0.0,0.0,629.9
80,30080,3,1,3,2605.3,3085.8,2182.9,2186.7,113.7,590.9,212.2,271.7,147.8,246.8,801.2,798.6,55.6,0.0,56.8,0.0,285.6,267.9,614.7,601.6,8.0,0.0,1.0,0.0,113.7,0.0,0.0,590.9
81,30081,3,1,2,380.0,806.5,229.2,552.9,33.2,135.4,26.3,87.9,19.1,0.0,96.3,391.0,4.6,0.0,4.8,0.0,34.8,32.7,42.3,41.2,0.0,0.0,1.0,0.0,33.2,0.0,0.0,135.4
82,30082,3,1,3,3861.7,4554.6,3212.3,3233.5,167.9,840.9,400.5,323.6,276.9,315.7,1423.2,1667.1,74.1,0.0,75.7,0.0,286.8,268.8,673.1,658.3,0.0,0.0,2.0,0.0,167.9,0.0,0.0,840.9
83,30083,3,1,3,1392.6,2513.3,1055.9,1683.3,0.0,486.5,0.0,160.3,0.0,482.9,7.0,27.0,0.0,0.0,0.0,0.0,294.5,277.4,747.5,735.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,486.5
84,30084,3,1,3,1001.8,2149.5,721.3,1450.6,0.0,414.6,0.0,177.6,0.0,430.3,1.0,143.4,0.0,0.0,0.0,0.0,196.0,184.5,523.3,514.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,414.6
85,30085,3,1,3,772.8,1000.2,493.1,604.5,43.4,154.9,70.1,147.4,43.8,12.7,247.6,361.5,22.1,0.0,22.5,0.0,35.7,33.4,50.4,49.4,0.0,0.0,1.0,0.0,43.4,0.0,0.0,154.9
86,30086,3,1,2,543.9,952.3,370.9,606.4,1.1,171.6,1.3,41.4,1.0,224.7,11.5,3.4,0.4,0.0,0.4,0.0,89.2,83.8,260.1,253.2,0.0,0.0,7.0,0.0,1.1,0.0,0.0,171.6
87,30087,3,1,2,102.1,101.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,30088,3,1,2,127.7,110.9,30.2,12.7,2.0,3.3,4.5,0.1,3.2,0.0,17.5,10.9,1.7,0.0,1.7,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.3
89,30089,3,1,2,3214.9,4419.5,2555.7,2967.0,42.8,842.1,115.2,377.7,72.5,432.0,403.3,346.9,32.0,0.0,32.8,0.0,602.8,565.1,1287.1,1245.2,1.0,0.0,9.0,0.0,42.8,0.0,0.0,842.1
90,30090,3,1,3,4144.1,8230.3,3331.3,5788.5,38.9,1657.1,90.9,487.4,56.3,2279.5,323.2,292.1,28.3,0.0,29.0,0.0,641.9,604.7,2157.8,2124.8,0.0,0.0,4.0,0.0,38.9,0.0,0.0,1657.1
91,30091,3,1,3,2480.1,1552.1,2159.0,1087.6,129.2,267.6,348.0,138.2,214.4,0.0,1211.6,809.8,107.3,0.0,109.5,0.0,41.8,39.3,103.4,100.3,21.0,0.0,2.0,0.0,129.2,0.0,0.0,267.6
92,30092,3,1,3,2627.1,1603.0,2256.0,1105.2,153.5,271.0,363.6,66.3,222.4,0.0,1272.2,882.0,114.0,0.0,116.4,0.0,50.4,47.5,112.1,109.5,2.0,0.0,3.0,0.0,153.5,0.0,0.0,271.0
93,30093,3,1,2,95.8,95.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,30094,3,1,2,357.9,251.6,232.8,114.1,14.4,27.5,36.3,11.2,22.7,0.0,133.5,88.3,12.5,0.0,12.9,0.0,4.8,4.6,10.1,9.9,0.0,0.0,0.0,0.0,14.4,0.0,0.0,27.5
95,30095,3,1,2,3656.3,3245.3,3175.2,2477.7,167.6,449.2,440.4,139.8,258.9,77.2,1604.3,1037.7,157.8,705.1,161.1,0.0,171.8,161.0,369.9,356.8,6.0,0.0,5.0,0.0,167.6,0.0,0.0,449.2
96,30096,3,1,2,3187.6,2019.2,2798.8,1421.1,158.3,356.3,424.3,48.5,260.1,90.1,1483.8,939.8,131.3,0.0,134.0,0.0,100.4,94.4,256.8,248.3,0.0,0.0,8.0,0.0,158.3,0.0,0.0,356.3
97,30097,3,1,1,109.5,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,30098,3,1,1,110.2,100.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,30099,3,1,2,100.1,103.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,30100,3,1,2,308.6,222.9,189.4,93.1,12.5,22.2,32.6,3.3,19.4,0.0,106.8,76.1,8.2,0.0,8.4,0.0,3.9,3.8,10.2,9.8,0.0,0.0,0.0,0.0,12.5,0.0,0.0,22.2
101,30101,3,1,2,5171.6,3352.0,4541.5,2401.2,276.1,577.5,750.1,112.6,430.4,30.5,2475.2,1821.5,193.5,0.0,197.6,0.0,140.1,131.5,317.7,305.1,21.0,0.0,16.0,0.0,276.1,0.0,0.0,577.5
102,30102,3,1,1,100.2,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,30103,3,1,2,2519.3,1428.8,2181.8,1005.7,140.9,222.1,377.4,18.6,214.5,0.0,1233.2,834.3,96.8,0.0,98.9,0.0,45.8,43.4,114.2,109.3,0.0,0.0,1.0,0.0,140.9,0.0,0.0,222.1
104,30104,3,1,2,959.5,1596.1,766.3,1266.8,41.5,174.8,111.8,135.0,64.8,0.0,365.6,407.7,28.4,476.6,29.0,88.4,68.1,64.3,98.6,94.7,0.0,0.0,0.0,0.0,41.5,0.0,0.0,174.8
105,30105,3,1,2,407.8,330.7,286.9,178.7,15.9,44.0,41.3,8.5,25.5,8.9,137.6,108.1,9.8,0.0,10.0,0.0,16.8,15.9,39.0,37.4,7.0,0.0,0.0,0.0,15.9,0.0,0.0,44.0
106,30106,3,1,2,218.4,262.8,108.7,121.7,4.4,32.3,10.8,10.0,6.8,43.4,38.8,25.1,3.1,0.0,3.1,0.0,8.5,8.0,36.6,35.1,0.0,0.0,1.0,0.0,4.4,0.0,0.0,32.3
107,30107,3,1,1,88.6,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
