Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
        10,       67988.41,       71646.90,      287680.49,       15816.05,       22636.98,       41002.69,      102540.96,        2016.08,              0,          70.18,          17.68,        2909.91,              0,         102.83,          25.21,        7709.43,        3790.71,       10113.20,        1925.20,         869.25,        3954.08,         240.78,        6482.00,        6365.23,         356.29,          82.71,         481.86,         131.50,          77.25,         537.55,          57.01,          36.34,         125.57
        11,       69153.51,       57722.04,      252111.63,        8287.85,       16867.08,       41318.81,       94994.16,        1719.25,              0,          53.76,          13.30,        5432.40,              0,          83.35,          24.13,        6878.61,        3432.74,        9340.40,        1860.09,         804.65,        3695.33,         216.75,        6282.76,        5580.29,         387.70,          79.76,         427.82,         146.14,          65.37,         518.36,          46.90,          29.84,         110.82
        12,       69259.92,       45518.93,      211393.18,        5120.64,       12931.37,       36959.75,       77276.06,        1416.82,              0,         121.21,          15.32,        6281.55,              0,         156.29,          24.78,        6095.98,        3116.98,        8324.23,        1681.90,         680.33,        3309.19,         195.07,        5895.34,        5076.42,         349.55,          74.82,         389.08,         132.46,          57.99,         445.27,          44.91,          28.13,         103.51
        13,       67956.04,       34089.24,      176953.12,        3810.98,        9964.20,       34153.39,       66100.12,        1430.80,              0,          99.66,          35.44,        5975.80,              0,         132.89,          43.24,        5120.45,        2616.49,        7430.27,        1490.83,         564.34,        2874.54,         170.26,        5838.30,        4761.01,         335.81,          65.23,         352.93,         124.03,          51.63,         401.27,          37.23,          23.12,          88.39
        14,       71656.95,       25674.89,      155554.82,        3092.50,        7222.46,       31851.32,       57887.90,        1076.51,              0,         201.36,         120.12,        4179.78,              0,         224.84,         111.23,        4579.65,        2427.08,        6755.53,        1404.10,         535.57,        2645.29,         152.72,        5551.37,        4131.56,         330.49,          53.24,         297.16,         115.88,          49.84,         336.82,          35.83,          22.40,          81.36
        15,       71031.53,       20038.48,      132346.34,        2480.77,        5454.51,       37068.51,       60126.83,        1222.09,              0,         124.07,          64.42,        3524.75,              0,         140.29,          74.63,        3911.25,        2237.95,        6151.40,        1268.93,         482.26,        2398.84,         138.22,        5502.39,        3550.17,         320.46,          43.06,         245.26,         110.59,          41.74,         291.03,          28.47,          17.59,          66.85
        16,       67521.13,       14163.95,      107211.33,        1920.89,        4197.57,       25130.26,       42251.43,        1414.98,              0,          67.45,         107.28,        5052.98,              0,          97.17,         114.97,        3272.21,        1800.77,        5185.18,        1130.86,         443.04,        2087.47,         132.94,        5382.87,        3180.59,         316.68,          41.55,         224.48,         108.14,          36.00,         241.03,          22.58,          13.95,          54.64
        17,       61722.99,       11070.48,       91512.67,        1537.30,        3094.35,       22144.93,       34463.97,        1768.15,              0,         156.75,          37.62,        6924.21,              0,         195.09,          54.76,        2695.17,        1558.86,        4572.30,        1029.75,         372.65,        1826.20,         110.71,        4501.89,        2683.35,         267.88,          30.82,         180.20,         101.72,          35.25,         209.72,          23.00,          13.65,          49.23
        18,       57554.98,        8400.54,       79837.28,        1268.23,        2250.63,       19753.41,       30088.19,        1707.00,              0,         240.83,         131.45,        8223.94,              0,         282.78,         160.29,        2234.86,        1381.87,        4100.89,         945.63,         336.79,        1633.81,         113.01,        4442.00,        2302.91,         269.63,          25.77,         150.38,          86.92,          27.45,         153.81,          17.65,          10.21,          37.10
        19,       56399.98,        6637.57,       71054.36,        1002.15,        1725.85,       19234.85,       27966.50,        2141.05,              0,         288.63,         156.36,        5835.52,              0,         325.02,         187.09,        1880.31,        1250.88,        3757.80,         866.20,         311.60,        1494.46,         102.09,        3927.98,        2003.65,         230.30,          19.11,         125.26,          74.98,          22.25,         137.80,          12.99,           7.42,          31.63
        20,       52960.10,        4989.67,       61187.12,         826.34,        1310.53,       16746.29,       22757.74,        2359.98,              0,         313.92,         238.62,        7116.49,              0,         327.61,         261.19,        1573.80,        1046.42,        3294.26,         781.32,         277.57,        1303.54,         100.18,        3556.73,        1774.17,         207.37,          16.55,         113.02,          62.31,          18.23,         104.29,          10.69,           5.59,          23.99
        21,       49404.57,        4239.80,       58117.12,         707.24,        1062.84,       14803.79,       19842.41,        2402.16,              0,         300.15,         235.13,        6158.77,              0,         355.99,         266.94,        1259.70,         921.13,        2991.11,         729.14,         258.27,        1186.17,          97.35,        3262.92,        1600.15,         183.35,          11.65,          97.85,          55.71,          15.85,          84.72,           9.76,           5.23,          17.91
        22,       45510.03,        3412.41,       48598.41,         568.44,         914.30,       13425.61,       17586.31,        2584.67,              0,         341.33,         308.74,        6129.31,              0,         358.52,         341.32,        1028.82,         799.22,        2694.91,         651.63,         235.26,        1057.48,          86.35,        2830.78,        1440.99,         163.65,          10.62,          89.73,          51.41,          13.15,          68.95,           8.11,           4.22,          14.18
        23,       41257.15,        2857.72,       41263.68,         493.09,         768.20,       12262.15,       14318.96,        2565.35,              0,         234.52,         314.76,        6187.45,              0,         293.80,         319.75,         915.56,         703.26,        2404.11,         594.33,         198.44,         939.81,          83.38,        2587.12,        1394.55,         154.24,           9.78,          85.97,          52.25,          11.85,          55.66,           8.13,           4.22,          13.44
        24,       37418.84,        2410.81,       36428.74,         417.33,         711.99,       10731.22,       12778.73,        2784.54,              0,         284.65,         229.46,        5541.04,              0,         332.25,         304.16,         722.91,         611.76,        2222.56,         546.03,         185.59,         851.77,          71.14,        2159.67,        1237.08,         137.47,           9.09,          72.26,          44.06,          11.30,          52.26,           7.62,           3.87,          12.13
        25,       33275.31,        2043.67,       31618.67,         358.05,         611.92,        9688.82,       11204.68,        2466.63,              0,         384.48,         214.54,        4719.27,              0,         404.81,         265.41,         588.39,         558.48,        2056.80,         510.54,         173.04,         787.63,          69.58,        1934.18,        1118.58,         119.53,           7.33,          61.58,          45.43,          11.48,          42.70,           8.61,           4.60,          13.46
        26,       29663.36,        1708.03,       28465.90,         313.81,         566.78,        9009.15,        9832.10,        2578.34,              0,         240.77,         255.51,        3464.04,              0,         278.69,         312.13,         472.92,         505.72,        1904.95,         463.49,         155.33,         716.28,          65.32,        1847.22,        1059.30,         121.31,           6.94,          56.75,          35.97,           8.32,          34.89,           6.41,           2.96,           9.26
        27,       27336.41,        1498.35,       25100.30,         263.02,         537.40,        8057.24,        8776.35,        2418.19,              0,         263.31,         234.37,        3196.37,              0,         342.82,         313.94,         340.97,         462.20,        1815.07,         447.15,         157.18,         670.91,          54.78,        1524.35,        1015.23,         108.54,           6.31,          53.60,          33.21,           9.22,          30.96,           7.80,           3.66,          11.63
        28,       24959.11,        1301.66,       23083.89,         227.51,         502.90,        7553.63,        7877.97,        2333.94,              0,         191.01,         247.76,        2406.07,              0,         240.97,         314.06,         271.17,         452.77,        1737.27,         432.78,         149.45,         638.46,          56.03,        1481.87,         972.65,         108.45,           7.18,          51.77,          28.18,           8.52,          29.30,           7.15,           3.09,           9.68
        29,       23093.83,        1192.77,       20450.95,         202.77,         436.56,        7087.61,        7151.79,        2247.99,              0,         187.57,         203.69,        2374.58,              0,         236.94,         269.65,         258.31,         418.32,        1630.92,         402.69,         123.20,         581.40,          51.13,        1359.42,         948.92,         106.17,           7.45,          49.19,          26.16,           9.01,          27.72,           7.79,           3.29,          10.71
        30,       21224.30,         993.74,       19041.08,         179.14,         401.85,        6421.69,        6609.40,        2291.57,              0,         187.58,         134.89,        1888.87,              0,         243.65,         234.34,         212.39,         389.77,        1546.77,         383.24,         123.44,         544.70,          45.73,        1175.27,         880.25,          95.32,           6.71,          44.23,          21.87,           8.69,          27.14,           8.06,           3.26,          10.24
        31,       19641.02,         907.16,       17171.17,         153.74,         411.10,        6229.05,        6084.48,        2017.73,              0,         201.70,         258.97,        1576.12,              0,         253.09,         339.72,         210.63,         364.15,        1495.95,         367.56,         124.65,         512.34,          47.37,        1190.87,         824.76,          95.53,           6.34,          37.77,          19.73,           6.03,          23.71,           5.24,           2.01,           8.06
        32,       17559.94,         847.03,       16223.98,         142.11,         346.88,        5568.67,        5397.25,        2021.94,              0,         121.60,         271.09,        1465.81,              0,         201.24,         345.51,         134.41,         319.34,        1366.92,         341.83,         107.37,         454.21,          37.18,         930.01,         775.82,          74.16,           5.37,          36.24,          18.35,           5.82,          25.40,           4.96,           1.91,           7.89
        33,       16714.87,         790.65,       14492.28,         124.76,         319.72,        4717.66,        4654.33,        1545.54,              0,         114.86,         130.27,        1596.63,              0,         148.35,         219.79,         107.04,         291.16,        1260.65,         322.03,          98.15,         415.00,          37.90,         933.01,         730.16,          73.63,           4.30,          32.60,          12.00,           4.93,          23.63,           4.18,           1.32,           5.82
        34,       15341.74,         745.77,       12888.34,         102.49,         259.96,        4684.68,        4303.16,        1650.42,              0,         137.73,         140.56,        1256.87,              0,         178.83,         142.00,          68.43,         263.91,        1203.95,         304.64,         103.35,         392.07,          26.82,         710.94,         647.36,          57.12,           3.43,          28.79,          11.76,           4.87,          25.78,           3.69,           1.29,           5.44
        35,       13572.22,         654.28,       11632.70,         102.57,         259.33,        4173.99,        3928.98,        1714.68,              0,         115.22,         104.47,        1288.00,              0,         161.52,         189.60,          31.55,         256.57,        1146.23,         298.14,          99.31,         379.49,          22.19,         550.74,         598.06,          43.51,           3.57,          25.32,           8.94,           3.52,          21.96,           2.43,           0.66,           3.57
        36,       11859.85,         624.75,       10636.42,          91.57,         206.04,        3867.36,        3625.99,        1669.62,              0,          97.92,         104.87,        1355.87,              0,         158.60,         131.96,           6.34,         239.32,        1079.65,         278.83,          92.64,         358.93,          18.47,         481.29,         565.25,          37.37,           2.59,          21.84,           7.81,           3.23,          17.41,           2.14,           0.57,           3.32
        37,       10751.68,         598.89,        9667.76,          85.40,         214.93,        3636.92,        3217.80,        1425.39,              0,         112.20,         121.30,        1050.89,              0,         162.66,         147.91,           1.36,         221.10,         998.67,         263.17,          85.67,         332.33,          15.36,         395.34,         549.45,          33.77,           3.20,          22.03,           6.74,           2.66,          17.88,           1.89,           0.49,           3.29
        38,        9809.37,         566.87,        8731.93,          70.26,         182.39,        3259.25,        2854.93,        1469.52,              0,          99.32,          86.90,        1155.03,              0,         136.37,         118.25,           0.64,         211.96,         948.96,         253.27,          79.17,         315.45,          16.24,         423.90,         514.16,          30.60,           2.02,          18.33,           6.42,           2.60,          16.17,           1.79,           0.51,           2.90
        39,        8736.47,         567.07,        7827.07,          72.08,         144.51,        2961.43,        2649.72,        1287.50,              0,          94.16,          67.26,         963.39,              0,         122.75,          85.27,              0,         195.82,         879.74,         232.59,          71.28,         290.28,          11.31,         441.57,         474.54,          30.33,           1.49,          14.51,           7.37,           2.48,          13.75,           1.83,           0.45,           3.05
        40,        7935.25,         594.93,        7402.57,          63.17,         117.19,        2780.16,        2401.67,        1010.75,              0,          83.20,         102.10,         906.85,              0,         111.41,         111.15,              0,         181.98,         823.63,         228.97,          68.93,         270.08,          12.08,         345.84,         444.33,          24.27,           1.58,          13.29,           7.31,           2.62,          13.46,           2.14,           0.67,           3.02
        41,        7254.88,         553.88,        6381.98,          55.60,          94.86,        2426.32,        2036.56,        1108.10,              0,          67.18,          98.18,         857.36,              0,          97.05,         101.11,              0,         170.32,         752.13,         221.86,          63.59,         241.52,          11.50,         326.84,         426.89,          23.20,           1.60,          12.21,           5.55,           2.07,          12.14,           1.49,           0.62,           2.31
        42,        6636.84,         525.64,        6033.43,          61.12,          71.55,        2147.76,        1886.44,        1184.86,              0,          63.54,          94.78,        1066.38,              0,          79.48,         111.74,              0,         173.85,         740.14,         223.57,          65.34,         232.89,          11.19,         309.56,         388.59,          23.64,           1.19,           9.61,           6.02,           1.86,          11.36,           1.46,           0.53,           2.18
        43,        5966.54,         527.04,        5886.66,          58.49,          57.31,        2003.86,        1672.66,         932.03,              0,          63.34,          85.36,         683.23,              0,          78.68,          66.19,              0,         163.97,         702.43,         213.75,          59.45,         210.76,          12.17,         323.17,         389.44,          26.11,           1.22,          10.64,           5.64,           1.99,          11.81,           1.72,           0.74,           2.54
        44,        5491.18,         477.69,        5084.75,          50.22,          33.76,        1910.71,        1603.16,         745.39,              0,          53.40,          33.29,         891.13,              0,          82.98,          69.14,              0,         158.35,         687.14,         213.82,          61.87,         201.04,          11.16,         294.91,         369.83,          24.05,           1.71,          10.37,           5.02,           1.79,          12.42,           1.48,           0.74,           2.13
        45,        5038.17,         450.04,        4691.03,          51.20,          27.48,        1734.51,        1396.48,         746.80,              0,          52.05,          58.46,         679.33,              0,          82.15,          66.42,              0,         155.98,         670.78,         215.22,          62.40,         195.73,          10.58,         283.47,         364.30,          24.45,           1.70,           9.68,           4.23,           1.94,          14.42,           1.42,           0.72,           2.01
        46,        4295.27,         420.81,        4240.06,          45.56,          19.25,        1617.59,        1318.54,         717.34,              0,          51.02,          25.93,         578.08,              0,          63.36,          35.18,              0,         150.47,         648.47,         199.86,          57.47,         184.97,          12.98,         372.65,         366.97,          33.14,           2.19,          11.36,           4.25,           2.29,          16.32,           1.88,           0.89,           2.66
        47,        3906.03,         436.69,        4303.22,          38.50,          13.87,        1479.41,        1198.65,         772.49,              0,          46.10,          26.42,         576.04,              0,          62.04,          33.53,              0,         149.69,         638.98,         200.95,          59.62,         183.20,          12.09,         352.82,         359.50,          32.12,           2.26,          10.63,           3.46,           2.73,          17.46,           1.98,           1.04,           2.83
        48,        3590.09,         431.60,        3796.64,          35.77,          12.14,        1409.28,        1098.41,         731.89,              0,          35.51,          28.08,         528.17,              0,          46.12,          28.11,              0,         137.32,         617.51,         197.53,          57.95,         176.37,          11.65,         339.76,         345.60,          33.26,           2.64,          10.65,           4.09,           3.25,          19.69,           2.44,           1.49,           3.45
        49,        3602.36,         433.35,        3574.05,          34.59,           7.01,        1283.13,        1001.83,         787.75,              0,          38.97,          19.75,         451.57,              0,          45.13,          24.35,              0,         125.63,         570.32,         180.54,          51.67,         161.48,          10.62,         321.62,         338.63,          31.38,           2.82,          10.37,           4.66,           3.59,          22.32,           2.79,           1.59,           3.98
        50,        3311.46,         416.24,        3353.63,          28.97,           6.38,        1111.64,         946.67,         684.10,              0,          39.12,          22.78,         368.57,              0,          40.06,          20.62,              0,         115.66,         537.97,         168.20,          49.24,         149.49,          11.23,         328.03,         333.93,          32.16,           2.68,          10.82,           4.35,           3.68,          21.90,           2.99,           1.94,           4.28
        51,        3329.48,         394.29,        3300.91,          26.91,           2.38,        1076.18,         887.31,         707.52,              0,          43.51,          26.71,         366.08,              0,          53.95,          21.01,              0,         109.60,         507.52,         157.38,          44.39,         141.68,          10.78,         330.15,         339.51,          37.51,           4.10,          12.61,           4.06,           3.79,          22.19,           3.21,           2.11,           4.66
        52,        2970.01,         397.26,        3118.46,          21.35,           2.88,         965.21,         789.10,         721.76,              0,          45.41,          21.20,         258.77,              0,          53.20,          20.88,              0,          99.47,         465.92,         144.84,          40.29,         130.12,           9.14,         290.64,         310.54,          30.44,           2.76,          10.17,           2.91,           3.58,          23.21,           2.81,           1.97,           4.30
        53,        2853.97,         389.70,        2800.36,          23.18,           1.02,         874.32,         725.90,         656.87,              0,          38.18,          36.84,         224.39,              0,          52.11,          32.10,              0,          91.48,         432.64,         135.23,          36.36,         119.48,           8.88,         288.78,         294.87,          28.80,           2.71,           9.36,           3.19,           4.53,          23.36,           3.68,           2.71,           5.43
        54,        2902.26,         397.61,        2580.22,          19.75,           0.33,         833.92,         675.17,         695.52,              0,          43.96,          48.44,         227.09,              0,          51.87,          40.47,              0,          83.25,         401.72,         126.50,          35.77,         110.10,           6.56,         258.73,         278.89,          26.03,           2.33,           9.03,           2.12,           3.34,          21.57,           2.52,           1.78,           4.25
        55,        2631.52,         367.94,        2317.58,          17.10,              0,         758.20,         606.66,         597.00,              0,          46.70,          62.46,         146.56,              0,          49.19,          52.45,              0,          73.39,         365.20,         115.48,          33.21,         100.46,           6.84,         242.15,         267.78,          23.98,           2.11,           8.34,           1.40,           3.06,          21.09,           2.48,           1.76,           3.95
        56,        2477.37,         303.32,        2214.78,          14.58,           0.01,         640.80,         510.22,         687.07,              0,          38.36,          55.15,         120.63,              0,          54.22,          52.52,              0,          64.90,         320.25,         103.49,          26.18,          89.05,           5.50,         230.90,         246.12,          20.46,           1.54,           7.18,           0.60,           3.30,          20.13,           2.31,           1.81,           4.02
        57,        2249.47,         270.69,        1919.75,          14.14,              0,         630.94,         504.42,         741.94,              0,          55.57,         107.57,         112.03,              0,          57.76,          89.84,              0,          57.41,         302.23,          92.32,          26.78,          81.09,           4.66,         222.66,         239.25,          19.30,           1.20,           7.00,           0.44,           2.25,          17.83,           1.52,           1.17,           2.73
        58,        2059.21,         219.16,        1857.03,          10.44,              0,         612.30,         438.49,         553.03,              0,          40.97,          59.78,          70.67,              0,          58.42,          97.85,              0,          48.70,         267.24,          85.60,          23.59,          72.24,           3.46,         252.67,         217.77,          19.82,           1.10,           6.01,           0.43,           1.76,          15.80,           1.16,           0.88,           2.44
        59,        1919.43,         209.98,        1853.29,           8.48,              0,         506.27,         384.43,         456.09,              0,          46.11,         109.45,          57.79,              0,          52.84,         108.59,              0,          48.38,         256.74,          81.15,          24.46,          70.98,           3.75,         189.84,         199.79,          17.07,           1.06,           6.03,           0.11,           1.18,          14.31,           0.75,           0.58,           1.86
        60,        1750.33,         244.44,        1704.55,           6.84,              0,         499.31,         355.38,         386.79,              0,          44.52,          83.38,          56.78,              0,          54.63,          92.03,              0,          39.03,         224.64,          73.13,          22.31,          61.89,           2.81,         174.43,         177.06,          14.67,           0.67,           4.77,           0.05,           1.43,          14.60,           0.79,           0.60,           2.14
        61,        1755.49,         198.18,        1599.27,           6.33,              0,         417.51,         288.96,         402.11,              0,          42.33,         115.25,          86.31,              0,          49.02,         141.02,              0,          30.77,         199.05,          63.62,          18.06,          53.15,           2.14,         165.97,         164.08,          14.93,           0.81,           4.40,           0.02,           1.15,          12.54,           0.66,           0.53,           2.01
        62,        1620.44,         157.67,        1336.26,           5.77,              0,         359.51,         242.00,         454.68,              0,          43.76,         109.38,          89.62,              0,          48.66,         131.95,              0,          27.18,         175.14,          55.54,          16.30,          46.19,           1.46,         161.13,         158.36,          16.13,           0.88,           4.73,           0.01,           1.09,          11.31,           0.62,           0.52,           2.24
        63,        1497.07,         104.63,        1214.08,           3.41,              0,         313.99,         208.13,         464.64,              0,          46.13,         104.28,          92.39,              0,          46.04,         130.65,              0,          24.76,         158.67,          49.49,          13.70,          41.31,           1.21,         153.87,         148.39,          16.19,           1.22,           4.81,              0,           0.83,           9.29,           0.53,           0.51,           1.88
        64,        1486.88,          97.68,        1000.58,           2.65,              0,         321.07,         179.16,         367.64,              0,          48.80,         144.44,          98.05,              0,          58.18,         169.91,              0,          20.79,         141.20,          46.53,          13.32,          37.21,           1.08,         133.79,         144.16,          14.22,           1.16,           5.31,              0,           1.02,          10.50,           0.42,           0.40,           1.64
        65,        1291.55,          75.75,         929.44,           1.91,              0,         249.18,         135.87,         379.49,              0,          48.71,         178.35,         135.96,              0,          59.52,         231.23,              0,          19.11,         125.18,          43.76,          11.74,          33.78,           0.58,         105.54,         124.77,          10.90,           0.81,           5.29,              0,           1.26,          10.07,           0.77,           0.79,           2.91
        66,        1180.54,          71.34,         792.81,           1.46,              0,         213.14,          94.44,         339.71,              0,          36.41,         198.51,         184.67,              0,          51.09,         251.81,              0,          11.46,          99.36,          34.85,           8.62,          26.02,           0.26,         102.87,         113.54,          10.45,           1.08,           4.14,              0,           1.31,           9.45,           0.81,           0.95,           2.88
        67,        1030.08,          49.34,         774.75,           0.80,              0,         151.41,          81.59,         387.65,              0,          34.77,         276.02,         237.37,              0,          45.02,         314.83,              0,          11.62,          93.23,          31.17,           7.61,          24.06,           0.25,          91.82,         108.25,           9.27,           0.69,           4.06,              0,           1.31,           8.10,           0.81,           1.07,           2.47
        68,         896.68,          38.27,         666.42,           0.45,              0,         154.82,          63.52,         343.62,              0,          37.43,         196.38,         267.26,              0,          38.74,         305.41,              0,           8.02,          79.45,          28.75,           6.00,          19.98,           0.32,          82.88,         112.31,           8.85,           0.88,           4.89,              0,           1.12,           8.03,           0.58,           0.76,           2.20
        69,         809.99,          33.06,         592.62,           0.25,              0,         128.24,          42.38,         277.08,              0,          28.40,         257.18,         288.36,              0,          43.05,         312.87,              0,           8.33,          74.25,          26.02,           5.80,          18.94,           0.08,          60.84,         100.49,           5.90,           0.96,           5.39,              0,           1.01,           7.61,           0.53,           0.73,           2.35
        70,         714.70,          26.66,         425.59,           0.23,              0,         107.94,          34.85,         275.53,              0,          29.44,         266.01,         358.71,              0,          39.79,         320.23,              0,           5.67,          63.61,          24.37,           5.12,          15.51,           0.22,          54.11,          99.38,           4.51,           0.86,           5.47,              0,           1.37,           7.65,           0.73,           1.02,           2.36
        71,         633.17,          17.71,         364.18,           0.38,              0,          81.98,          17.15,         213.39,              0,          31.14,         215.57,         206.93,              0,          45.69,         304.27,              0,           2.91,          49.90,          20.73,           3.18,          11.62,              0,          45.58,          86.31,           4.04,           0.78,           4.81,              0,           1.27,           7.75,           0.56,           0.81,           2.16
        72,         631.68,          15.83,         311.58,           0.05,              0,          56.81,          15.31,         225.95,              0,          29.41,         218.10,         264.29,              0,          45.87,         323.25,              0,           5.27,          50.62,          18.41,           3.36,          11.97,           0.03,          38.66,          92.31,           2.99,           1.06,           5.54,              0,           1.03,           6.44,           0.46,           0.62,           1.98
        73,         640.79,          12.49,         235.00,           0.04,              0,         122.62,          34.74,         209.62,              0,          31.46,         271.99,         350.53,              0,          45.41,         319.58,              0,           1.07,          34.78,          16.11,           2.02,           7.55,              0,          35.98,          89.86,           2.81,           1.23,           6.12,              0,           1.12,           5.95,           0.61,           0.77,           1.82
        74,         497.92,          10.56,         159.25,           0.15,              0,          31.12,           3.82,         188.25,              0,          30.75,         306.18,         168.69,              0,          43.24,         340.99,              0,           0.83,          30.67,          15.56,           2.44,           6.87,              0,          35.86,          92.85,           2.23,           0.96,           6.28,              0,           1.28,           6.10,           0.59,           0.96,           2.48
        75,         438.33,           5.80,         160.69,           0.06,              0,          22.91,           2.55,         182.57,              0,          18.75,         256.57,         180.07,              0,          28.77,         330.36,              0,           0.56,          25.74,          15.12,           1.56,           6.89,              0,          30.83,          90.62,           2.70,           0.89,           5.56,              0,           1.29,           5.68,           0.70,           1.01,           2.75
        76,         361.39,           4.38,          99.21,           0.08,              0,          19.20,           2.41,         158.29,              0,          26.64,         187.03,         151.15,              0,          33.73,         277.63,              0,           0.31,          21.56,          11.65,           1.45,           4.91,              0,          28.59,          84.21,           2.26,           1.00,           4.93,              0,           1.76,           6.55,           0.86,           1.22,           2.80
        77,         288.90,           2.52,          78.17,           0.09,              0,          10.40,           0.23,         137.10,              0,          26.33,         122.16,         105.00,              0,          40.35,         171.18,              0,           0.04,          17.47,          10.53,           1.05,           4.21,              0,          19.96,          80.65,           1.29,           0.77,           4.48,              0,           1.63,           6.42,           0.78,           1.16,           2.66
        78,         288.16,           1.06,          47.16,           0.03,              0,           8.72,           0.53,         122.39,              0,          13.37,         186.54,          83.60,              0,          20.34,         179.02,              0,           0.02,          12.51,           8.83,           0.83,           2.88,              0,          18.45,          77.57,           1.35,           0.99,           4.07,              0,           1.73,           6.76,           0.95,           1.25,           3.01
        79,         221.60,           0.95,          30.56,              0,              0,           3.08,           0.12,         113.18,              0,          12.13,         134.51,         106.29,              0,          21.58,         224.67,              0,              0,           8.75,           7.02,           0.35,           1.87,              0,          17.79,          71.21,           1.26,           0.89,           3.98,              0,           2.07,           6.25,           1.04,           1.84,           3.66
        80,         178.29,           0.34,          21.28,              0,              0,           2.05,           0.22,         135.36,              0,          10.11,         159.16,          80.46,              0,          17.17,         223.67,              0,              0,           7.01,           6.48,           0.25,           1.75,              0,          13.58,          65.90,           1.01,           0.89,           3.48,              0,           1.77,           6.22,           1.17,           1.70,           3.14
